證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
070332,緯穎元大5C購10  ,0,0,0,0,0,0,0,0,0,"1,921,000",0,0,0,"1,955,000","34,000","1,921,000","1,921,000"
068245,台積電統一69購02,0,0,0,0,0,0,0,0,0,"1,861,000",0,0,0,"2,598,000","737,000","1,861,000","1,861,000"
063265,智易元大5A購01  ,0,0,0,0,0,0,0,0,0,"1,838,000",0,0,0,"1,944,000","106,000","1,838,000","1,838,000"
2637,慧洋-KY         ,"3,115,402","1,334,741","1,780,661",0,0,0,"5,000",0,"5,000","49,288","32,000","4,000","28,000","57,920","36,632","21,288","1,834,949"
069103,智原永豐63購02  ,0,0,0,0,0,0,0,0,0,"1,810,000",0,0,0,"2,129,000","319,000","1,810,000","1,810,000"
074411,映泰元大61購01  ,0,0,0,0,0,0,0,0,0,"1,786,000",0,0,0,"1,786,000",0,"1,786,000","1,786,000"
6271,同欣電          ,"5,104,278","4,114,340","989,938",0,0,0,"430,000",0,"430,000","267,437","264,000","14,940","249,060","110,907","92,530","18,377","1,687,375"
069699,T50反1群益5C購02,0,0,0,0,0,0,0,0,0,"1,674,000",0,0,0,"1,785,000","111,000","1,674,000","1,674,000"
073917,金像電元大61購11,0,0,0,0,0,0,0,0,0,"1,670,000",0,0,0,"2,930,000","1,260,000","1,670,000","1,670,000"
03184T,聯發科凱基5B售08,0,0,0,0,0,0,0,0,0,"1,668,000",0,0,0,"1,693,000","25,000","1,668,000","1,668,000"
2606,裕民            ,"2,305,120","714,040","1,591,080",0,0,0,"26,000","4,000","22,000","43,179","47,000","54,000","-7,000","83,462","33,283","50,179","1,656,259"
067048,勤誠元大65購01  ,0,0,0,0,0,0,0,0,0,"1,621,000",0,0,0,"1,621,000",0,"1,621,000","1,621,000"
2313,華通            ,"7,399,172","6,049,709","1,349,463",0,0,0,"10,000","123,000","-113,000","384,154","335,760","40,000","295,760","336,328","247,934","88,394","1,620,617"
068092,力積電統一65購02,0,0,0,0,0,0,0,0,0,"1,617,000",0,0,0,"2,132,000","515,000","1,617,000","1,617,000"
073679,金像電元大61購10,0,0,0,0,0,0,0,0,0,"1,596,000",0,0,0,"2,595,000","999,000","1,596,000","1,596,000"
2820,華票            ,"2,479,000","896,306","1,582,694",0,0,0,0,0,0,"2,000","10,000","8,000","2,000",0,0,0,"1,584,694"
00633L,富邦上証正2     ,"342,000","10,000","332,000",0,0,0,0,0,0,"1,241,251",0,0,0,"2,126,321","885,070","1,241,251","1,573,251"
065103,十銓國票5A購02  ,0,0,0,0,0,0,0,0,0,"1,573,000",0,0,0,"2,013,000","440,000","1,573,000","1,573,000"
00916,國泰全球品牌50  ,"2,000","5,000","-3,000",0,0,0,0,0,0,"1,569,966",0,0,0,"2,034,966","465,000","1,569,966","1,566,966"
03734B,臺股指富邦65熊09,0,0,0,0,0,0,0,0,0,"1,558,000",0,0,0,"1,724,000","166,000","1,558,000","1,558,000"
054724,東元永豐5A購03  ,0,0,0,0,0,0,0,0,0,"1,517,000",0,0,0,"1,518,000","1,000","1,517,000","1,517,000"
00994A,主動第一金台股優,"1,163,000","491,000","672,000",0,0,0,0,0,0,"844,383",0,0,0,"2,348,152","1,503,769","844,383","1,516,383"
2023,燁輝            ,"1,939,000","440,000","1,499,000",0,0,0,0,0,0,"-13,000","7,000","20,000","-13,000",0,0,0,"1,486,000"
067043,勤誠元大5B購02  ,0,0,0,0,0,0,0,0,0,"1,479,000",0,0,0,"1,479,000",0,"1,479,000","1,479,000"
3673,TPK-KY          ,"3,720,298","2,320,000","1,400,298",0,0,0,0,0,0,"65,989","39,000","19,000","20,000","128,127","82,138","45,989","1,466,287"
059663,世芯中信63購01  ,0,0,0,0,0,0,0,0,0,"1,458,000",0,0,0,"1,612,000","154,000","1,458,000","1,458,000"
6176,瑞儀            ,"2,624,000","1,077,000","1,547,000",0,0,0,"18,000","100,000","-82,000","-12,988","2,000","9,000","-7,000","8,169","14,157","-5,988","1,452,012"
03735B,臺股指元大5B熊28,0,"1,000","-1,000",0,0,0,0,0,0,"1,450,000",0,0,0,"8,644,000","7,194,000","1,450,000","1,449,000"
058489,貿聯國票64購01  ,0,0,0,0,0,0,0,0,0,"1,439,000",0,0,0,"1,581,000","142,000","1,439,000","1,439,000"
066593,台積電富邦63購04,0,0,0,0,0,0,0,0,0,"1,436,000",0,0,0,"1,481,000","45,000","1,436,000","1,436,000"
070755,微星元大65購03  ,0,0,0,0,0,0,0,0,0,"1,418,000",0,0,0,"1,605,000","187,000","1,418,000","1,418,000"
3149,正達            ,"2,961,051","1,556,000","1,405,051",0,0,0,0,0,0,293,"2,000","2,000",0,"15,000","14,707",293,"1,405,344"
2485,兆赫            ,"2,604,968","1,182,000","1,422,968",0,0,0,0,0,0,"-24,891","38,000","13,000","25,000","29,111","79,002","-49,891","1,398,077"
071006,緯穎元大64購02  ,0,0,0,0,0,0,0,0,0,"1,384,000",0,0,0,"1,384,000",0,"1,384,000","1,384,000"
068600,美時富邦61購03  ,0,0,0,0,0,0,0,0,0,"1,358,000",0,0,0,"2,021,000","663,000","1,358,000","1,358,000"
2327,國巨*           ,"28,575,314","25,098,759","3,476,555",0,0,0,"228,835","1,766,000","-1,537,165","-600,663","377,060","763,000","-385,940","1,329,597","1,544,320","-214,723","1,338,727"
3034,聯詠            ,"4,388,802","3,325,631","1,063,171",0,0,0,"570,193","2,000","568,193","-300,882","18,000","36,000","-18,000","44,133","327,015","-282,882","1,330,482"
051052,道瓊銀國票58購04,0,0,0,0,0,0,0,0,0,"1,327,000",0,0,0,"1,327,000",0,"1,327,000","1,327,000"
4938,和碩            ,"7,213,405","5,774,827","1,438,578",0,0,0,"49,000","261,000","-212,000","99,626","10,000","23,000","-13,000","179,667","67,041","112,626","1,326,204"
072925,友達元大5C購15  ,0,0,0,0,0,0,0,0,0,"1,305,000",0,0,0,"1,327,000","22,000","1,305,000","1,305,000"
009805,新光美國電力基建,"483,000","172,000","311,000",0,0,0,0,0,0,"981,748",0,0,0,"1,362,000","380,252","981,748","1,292,748"
067169,國精化群益5B購02,0,0,0,0,0,0,0,0,0,"1,280,000",0,0,0,"1,400,000","120,000","1,280,000","1,280,000"
070194,元大金富邦5C購01,0,0,0,0,0,0,0,0,0,"1,259,000",0,0,0,"1,314,000","55,000","1,259,000","1,259,000"
8105,凌巨            ,"2,928,131","1,677,568","1,250,563",0,0,0,0,0,0,"-2,996","4,000","7,000","-3,000",4,0,4,"1,247,567"
6919,康霈*           ,"5,777,582","4,427,766","1,349,816",0,0,0,0,0,0,"-128,646","8,000","127,000","-119,000","43,586","53,232","-9,646","1,221,170"
6202,盛群            ,"2,458,533","1,249,000","1,209,533",0,0,0,"5,000",0,"5,000","2,441","1,000","1,000",0,"26,122","23,681","2,441","1,216,974"
067083,昇陽半富邦5B購03,0,0,0,0,0,0,0,0,0,"1,201,000",0,0,0,"1,301,000","100,000","1,201,000","1,201,000"
067044,勤誠元大5B購03  ,0,0,0,0,0,0,0,0,0,"1,164,000",0,0,0,"1,164,000",0,"1,164,000","1,164,000"
058615,台積電統一63購04,0,0,0,0,0,0,0,0,0,"1,159,000",0,0,0,"1,773,000","614,000","1,159,000","1,159,000"
073697,精成科元大61購01,0,0,0,0,0,0,0,0,0,"1,150,000",0,0,0,"1,260,000","110,000","1,150,000","1,150,000"
2312,金寶            ,"4,551,000","3,310,280","1,240,720",0,0,0,0,0,0,"-95,495","8,000","19,000","-11,000","87,816","172,311","-84,495","1,145,225"
068444,華邦電統一75購02,0,0,0,0,0,0,0,0,0,"1,141,000",0,0,0,"1,345,000","204,000","1,141,000","1,141,000"
067053,國巨永豐5B購03  ,0,0,0,0,0,0,0,0,0,"1,139,000",0,0,0,"1,139,000",0,"1,139,000","1,139,000"
00915,凱基優選高股息30,"504,000","238,000","266,000",0,0,0,0,0,0,"872,316",0,0,0,"4,314,199","3,441,883","872,316","1,138,316"
03457T,T50正2凱基5C售06,0,0,0,0,0,0,0,0,0,"1,122,000",0,0,0,"1,229,000","107,000","1,122,000","1,122,000"
073526,金像電元大5C購05,0,0,0,0,0,0,0,0,0,"1,111,000",0,0,0,"1,659,000","548,000","1,111,000","1,111,000"
069634,興勤凱基5C購01  ,0,0,0,0,0,0,0,0,0,"1,102,000",0,0,0,"1,102,000",0,"1,102,000","1,102,000"
070068,智邦元大5C購05  ,0,0,0,0,0,0,0,0,0,"1,098,000",0,0,0,"1,153,000","55,000","1,098,000","1,098,000"
071999,祥碩元大5C購04  ,0,0,0,0,0,0,0,0,0,"1,087,000",0,0,0,"1,816,000","729,000","1,087,000","1,087,000"
071503,勤誠元大5C購04  ,0,0,0,0,0,0,0,0,0,"1,085,000",0,0,0,"1,085,000",0,"1,085,000","1,085,000"
03448T,臺股指凱基5B售18,0,0,0,0,0,0,0,0,0,"1,085,000",0,0,0,"1,577,000","492,000","1,085,000","1,085,000"
6525,捷敏-KY         ,"3,864,804","2,684,006","1,180,798",0,0,0,0,0,0,"-101,282","50,000","153,883","-103,883","3,601","1,000","2,601","1,079,516"
2455,全新            ,"3,554,024","2,663,815","890,209",0,0,0,"453,600","92,000","361,600","-174,364","97,000","201,229","-104,229","50,286","120,421","-70,135","1,077,445"
070435,T50反1元大61購06,0,0,0,0,0,0,0,0,0,"1,075,000",0,0,0,"1,075,000",0,"1,075,000","1,075,000"
070455,智邦元大64購06  ,0,0,0,0,0,0,0,0,0,"1,068,000",0,0,0,"1,131,000","63,000","1,068,000","1,068,000"
069793,台化富邦66購01  ,0,0,0,0,0,0,0,0,0,"1,060,000",0,0,0,"1,070,000","10,000","1,060,000","1,060,000"
00882,中信中國高股息  ,"267,000","1,000","266,000",0,0,0,0,0,0,"773,373",0,0,0,"1,959,621","1,186,248","773,373","1,039,373"
074198,中華化元大61購01,0,0,0,0,0,0,0,0,0,"1,036,000",0,0,0,"1,036,000",0,"1,036,000","1,036,000"
2376,技嘉            ,"3,216,010","2,255,745","960,265",0,0,0,"30,260",0,"30,260","43,884","3,000","27,000","-24,000","108,114","40,230","67,884","1,034,409"
057673,東元凱基5A購04  ,0,0,0,0,0,0,0,0,0,"1,020,000",0,0,0,"1,030,000","10,000","1,020,000","1,020,000"
073914,台積電元大61購51,0,0,0,0,0,0,0,0,0,"1,013,000",0,0,0,"1,580,000","567,000","1,013,000","1,013,000"
030350,滬深2X元大5A購01,0,0,0,0,0,0,0,0,0,"1,013,000",0,0,0,"1,036,000","23,000","1,013,000","1,013,000"
061943,臺股指元大5C購10,0,0,0,0,0,0,0,0,0,"1,010,000",0,0,0,"1,010,000",0,"1,010,000","1,010,000"
070991,祥碩元大5C購03  ,0,0,0,0,0,0,0,0,0,"1,006,000",0,0,0,"1,006,000",0,"1,006,000","1,006,000"
00752,中信中國50      ,"771,000","230,193","540,807",0,0,0,0,0,0,"463,387",0,"92,000","-92,000","1,425,770","870,383","555,387","1,004,194"
08865U,台達電凱基5B售02,0,0,0,0,0,0,0,0,0,"1,000,000",0,0,0,"1,000,000",0,"1,000,000","1,000,000"
071987,S&P反1元大63購01,0,0,0,0,0,0,0,0,0,"997,000",0,0,0,"1,002,000","5,000","997,000","997,000"
00985A,主動野村台灣50  ,"993,000","489,000","504,000",0,0,0,0,0,0,"491,405",0,0,0,"1,453,507","962,102","491,405","995,405"
6443,元晶            ,"2,986,720","2,064,500","922,220",0,0,0,0,0,0,"70,000","74,000","4,000","70,000",0,0,0,"992,220"
5876,上海商銀        ,"5,367,890","5,253,665","114,225",0,0,0,"299,000","17,000","282,000","594,000","424,000","47,000","377,000","285,000","68,000","217,000","990,225"
069815,緯穎富邦64購03  ,0,0,0,0,0,0,0,0,0,"985,000",0,0,0,"1,137,000","152,000","985,000","985,000"
00885,富邦越南        ,"315,000","321,000","-6,000",0,0,0,0,0,0,"985,038",0,0,0,"1,201,660","216,622","985,038","979,038"
073246,金像電元大61購08,0,0,0,0,0,0,0,0,0,"975,000",0,0,0,"1,055,000","80,000","975,000","975,000"
067637,兆赫富邦5B購01  ,0,0,0,0,0,0,0,0,0,"970,000",0,0,0,"1,000,000","30,000","970,000","970,000"
065358,台積電國票5A購11,0,0,0,0,0,0,0,0,0,"968,000",0,0,0,"968,000",0,"968,000","968,000"
00642U,期元大S&P石油   ,"483,000","14,284","468,716",0,0,0,0,0,0,"497,349",0,"6,000","-6,000","1,384,933","881,584","503,349","966,065"
6456,GIS-KY          ,"1,835,743","1,066,204","769,539",0,0,0,0,0,0,"186,444","1,000","1,000",0,"196,600","10,156","186,444","955,983"
065736,貿聯元大5B購02  ,0,0,0,0,0,0,0,0,0,"951,000",0,0,0,"1,001,000","50,000","951,000","951,000"
071468,國企2X元大5C購01,0,0,0,0,0,0,0,0,0,"947,000",0,0,0,"987,000","40,000","947,000","947,000"
3094,聯傑            ,"2,020,060","1,064,000","956,060",0,0,0,0,0,0,"-21,934","1,066","23,000","-21,934",0,0,0,"934,126"
062686,康霈統一64購02  ,0,0,0,0,0,0,0,0,0,"929,000",0,0,0,"1,280,000","351,000","929,000","929,000"
066636,台股增元大5B購02,0,0,0,0,0,0,0,0,0,"920,000",0,0,0,"999,000","79,000","920,000","920,000"
2605,新興            ,"2,725,248","1,957,000","768,248",0,0,0,0,0,0,"151,697","167,000","7,100","159,900","222,046","230,249","-8,203","919,945"
03490T,臺股指群益5C售09,0,0,0,0,0,0,0,0,0,"917,000",0,0,0,"953,000","36,000","917,000","917,000"
064721,鉅祥元大5A購02  ,0,0,0,0,0,0,0,0,0,"908,000",0,0,0,"1,043,000","135,000","908,000","908,000"
073124,晶豪科元大5C購07,0,0,0,0,0,0,0,0,0,"902,000",0,0,0,"998,000","96,000","902,000","902,000"
065357,台積電國票5A購10,0,0,0,0,0,0,0,0,0,"877,000",0,0,0,"883,000","6,000","877,000","877,000"
065940,晟銘電元大5B購02,0,0,0,0,0,0,0,0,0,"873,000",0,0,0,"875,000","2,000","873,000","873,000"
08589U,奇鋐凱基5A售05  ,0,0,0,0,0,0,0,0,0,"862,000",0,0,0,"862,000",0,"862,000","862,000"
065790,昇陽半國票5C購01,0,0,0,0,0,0,0,0,0,"859,000",0,0,0,"860,000","1,000","859,000","859,000"
2489,瑞軒            ,"3,418,338","2,449,000","969,338",0,0,0,0,0,0,"-113,962","3,000","88,389","-85,389","30,430","59,003","-28,573","855,376"
2360,致茂            ,"4,502,834","3,249,474","1,253,360",0,0,0,"144,114","572,500","-428,386","25,018","16,000","32,200","-16,200","70,537","29,319","41,218","849,992"
074428,旭隼元大61購04  ,0,0,0,0,0,0,0,0,0,"847,000",0,0,0,"867,000","20,000","847,000","847,000"
03595T,臺股指群益5C售25,0,0,0,0,0,0,0,0,0,"847,000",0,0,0,"860,000","13,000","847,000","847,000"
03443T,臺股指富邦5B售20,0,0,0,0,0,0,0,0,0,"846,000",0,0,0,"1,052,000","206,000","846,000","846,000"
052839,兆聯凱基57購02  ,0,0,0,0,0,0,0,0,0,"843,000",0,0,0,"843,000",0,"843,000","843,000"
069654,台灣50富邦6C購01,0,0,0,0,0,0,0,0,0,"842,000",0,0,0,"1,049,000","207,000","842,000","842,000"
070434,T50反1元大5C購07,0,0,0,0,0,0,0,0,0,"841,000",0,0,0,"1,297,000","456,000","841,000","841,000"
070760,友達元大61購15  ,0,0,0,0,0,0,0,0,0,"835,000",0,0,0,"1,233,000","398,000","835,000","835,000"
