證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00753L,中信中國50正2   ,"2,823,000","3,722,000","-899,000",0,0,0,0,0,0,"5,236,097",0,0,0,"8,461,800","3,225,703","5,236,097","4,337,097"
1216,統一            ,"11,685,024","8,907,985","2,777,039",0,0,0,"181,000","4,517","176,483","1,328,131","231,000",0,"231,000","1,135,476","38,345","1,097,131","4,281,653"
057247,華城凱基58購01  ,0,0,0,0,0,0,0,0,0,"4,281,000",0,0,0,"4,405,000","124,000","4,281,000","4,281,000"
070395,南亞科凱基61購05,0,0,0,0,0,0,0,0,0,"4,238,000",0,0,0,"4,306,000","68,000","4,238,000","4,238,000"
1710,東聯            ,"8,097,094","3,688,260","4,408,834",0,0,0,0,0,0,"-424,916","17,000","45,513","-28,513","40,050","436,453","-396,403","3,983,918"
1313,聯成            ,"7,882,292","3,699,000","4,183,292",0,0,0,0,0,0,"-219,927","28,000","84,320","-56,320",523,"164,130","-163,607","3,963,365"
049909,華固凱基59購01  ,0,0,0,0,0,0,0,0,0,"3,898,000",0,0,0,"4,159,000","261,000","3,898,000","3,898,000"
1909,榮成            ,"6,505,622","2,816,500","3,689,122",0,0,0,0,0,0,"104,000","121,000","17,000","104,000",0,0,0,"3,793,122"
009805,新光美國電力基建,"444,000","116,000","328,000",0,0,0,0,0,0,"3,461,568","95,000","15,000","80,000","3,679,003","297,435","3,381,568","3,789,568"
009819,中信數據及電力  ,0,"50,500","-50,500",0,0,0,0,0,0,"3,826,109","2,000",0,"2,000","4,564,000","739,891","3,824,109","3,775,609"
070316,晶豪科元大61購03,0,0,0,0,0,0,0,0,0,"3,772,000",0,0,0,"3,813,000","41,000","3,772,000","3,772,000"
00999A,主動野村臺灣高息,"1,929,000","1,357,000","572,000",0,0,0,0,0,0,"3,131,076",0,0,0,"9,952,010","6,820,934","3,131,076","3,703,076"
00983A,主動中信ARK創新 ,"886,000","13,000","873,000",0,0,0,0,0,0,"2,807,473",0,0,0,"3,297,473","490,000","2,807,473","3,680,473"
072228,華邦電元大5C購18,0,0,0,0,0,0,0,0,0,"3,367,000",0,0,0,"4,135,000","768,000","3,367,000","3,367,000"
2610,華航            ,"21,832,351","19,205,000","2,627,351",0,0,0,"2,388,000","786,375","1,601,625","-985,212","20,000","281,000","-261,000","58,000","782,212","-724,212","3,243,764"
00686R,群益臺灣加權反1 ,"119,000","112,000","7,000",0,0,0,0,0,0,"3,120,200",0,0,0,"16,936,200","13,816,000","3,120,200","3,127,200"
071023,晶技國票61購01  ,0,0,0,0,0,0,0,0,0,"3,034,000",0,0,0,"3,229,000","195,000","3,034,000","3,034,000"
2426,鼎元            ,"15,626,851","12,653,000","2,973,851",0,0,0,0,0,0,"3,751","10,000","6,000","4,000","281,798","282,047",-249,"2,977,602"
2332,友訊            ,"5,928,012","3,011,060","2,916,952",0,0,0,0,0,0,"42,989","230,000","139,000","91,000","5,000","53,011","-48,011","2,959,941"
071974,辛耘凱基5C購04  ,0,0,0,0,0,0,0,0,0,"2,921,000",0,0,0,"3,156,000","235,000","2,921,000","2,921,000"
6505,台塑化          ,"6,276,499","3,273,140","3,003,359",0,0,0,0,0,0,"-111,045","28,000","9,000","19,000","136,923","266,968","-130,045","2,892,314"
3413,京鼎            ,"3,348,704","2,066,000","1,282,704",0,0,0,"1,511,000",0,"1,511,000","64,492","45,822","103,000","-57,178","158,994","37,324","121,670","2,858,196"
2881,富邦金          ,"13,270,997","8,611,387","4,659,610",0,0,0,"60,742","2,209,920","-2,149,178","265,101","59,000",0,"59,000","330,174","124,073","206,101","2,775,533"
069469,奇鋐國泰63購01  ,0,0,0,0,0,0,0,0,0,"2,766,000",0,0,0,"3,228,000","462,000","2,766,000","2,766,000"
9945,潤泰新          ,"6,267,854","3,408,000","2,859,854",0,0,0,0,"91,000","-91,000","-53,053","11,000","203,440","-192,440","143,497","4,110","139,387","2,715,801"
2472,立隆電          ,"4,733,461","1,983,421","2,750,040",0,0,0,"3,000","10,000","-7,000","-199,378","6,000","2,000","4,000","71,565","274,943","-203,378","2,543,662"
069200,友達群益5B購08  ,0,0,0,0,0,0,0,0,0,"2,524,000",0,0,0,"2,554,000","30,000","2,524,000","2,524,000"
070769,晶豪科元大61購05,0,0,0,0,0,0,0,0,0,"2,498,000",0,0,0,"3,160,000","662,000","2,498,000","2,498,000"
2637,慧洋-KY         ,"3,521,030","739,216","2,781,814",0,0,0,"320,000","633,267","-313,267","18,907","12,000","5,000","7,000","26,994","15,087","11,907","2,487,454"
072186,漢唐國泰61購01  ,0,0,0,0,0,0,0,0,0,"2,487,000",0,0,0,"2,495,000","8,000","2,487,000","2,487,000"
8016,矽創            ,"3,724,317","1,246,000","2,478,317",0,0,0,"80,000","54,793","25,207","-29,680","31,000","24,000","7,000","81,782","118,462","-36,680","2,473,844"
00713,元大台灣高息低波,"28,097","776,000","-747,903",0,0,0,0,0,0,"3,193,790",0,0,0,"3,368,107","174,317","3,193,790","2,445,887"
2375,凱美            ,"5,209,862","2,713,300","2,496,562",0,0,0,0,0,0,"-66,006","4,000","2,000","2,000","68,829","136,835","-68,006","2,430,556"
009813,貝萊德標普卓越50,"10,000","35,000","-25,000",0,0,0,0,0,0,"2,429,000",0,0,0,"2,929,000","500,000","2,429,000","2,404,000"
2820,華票            ,"3,147,000","772,000","2,375,000",0,0,0,0,0,0,"6,000","13,000","7,000","6,000",0,0,0,"2,381,000"
3706,神達            ,"3,791,255","4,699,015","-907,760",0,0,0,"4,296,000","5,000","4,291,000","-1,007,861","8,000","744,000","-736,000","47,930","319,791","-271,861","2,375,379"
055067,力成凱基57購05  ,0,0,0,0,0,0,0,0,0,"2,369,000",0,0,0,"2,369,000",0,"2,369,000","2,369,000"
072508,富鼎台新63購02  ,0,0,0,0,0,0,0,0,0,"2,347,000",0,0,0,"2,876,000","529,000","2,347,000","2,347,000"
069925,力積電元大5C購06,0,0,0,0,0,0,0,0,0,"2,342,000",0,0,0,"2,565,000","223,000","2,342,000","2,342,000"
072735,長榮航群益5C購01,0,0,0,0,0,0,0,0,0,"2,333,000",0,0,0,"2,396,000","63,000","2,333,000","2,333,000"
074210,國碩元大61購03  ,0,0,0,0,0,0,0,0,0,"2,283,000",0,0,0,"2,436,000","153,000","2,283,000","2,283,000"
072878,佳必琪凱基5C購06,0,0,0,0,0,0,0,0,0,"2,246,000",0,0,0,"2,315,000","69,000","2,246,000","2,246,000"
069379,台積電元大61購40,0,0,0,0,0,0,0,0,0,"2,191,000",0,0,0,"2,634,000","443,000","2,191,000","2,191,000"
00916,國泰全球品牌50  ,"1,034,000","36,000","998,000",0,0,0,0,0,0,"1,173,043",0,0,0,"1,965,043","792,000","1,173,043","2,171,043"
068995,立隆電台新5B購05,0,0,0,0,0,0,0,0,0,"2,122,000",0,0,0,"2,124,000","2,000","2,122,000","2,122,000"
2855,統一證          ,"4,981,030","3,135,730","1,845,300",0,0,0,"279,000","8,155","270,845",0,0,0,0,0,0,0,"2,116,145"
00642U,期元大S&P石油   ,"1,030","1,000",30,0,0,0,0,0,0,"2,104,045",0,0,0,"2,188,162","84,117","2,104,045","2,104,075"
067748,為升台新5B購01  ,0,0,0,0,0,0,0,0,0,"2,081,000",0,0,0,"2,091,000","10,000","2,081,000","2,081,000"
069927,力積電元大64購01,0,0,0,0,0,0,0,0,0,"2,067,000",0,0,0,"2,067,000",0,"2,067,000","2,067,000"
066626,南茂國票5C購02  ,0,0,0,0,0,0,0,0,0,"2,043,000",0,0,0,"2,354,000","311,000","2,043,000","2,043,000"
1477,聚陽            ,"3,027,831","1,382,030","1,645,801",0,0,0,"397,000",742,"396,258","-21,041","7,000","16,000","-9,000","22,301","34,342","-12,041","2,021,018"
070101,緯穎元大61購11  ,0,0,0,0,0,0,0,0,0,"2,001,000",0,0,0,"2,001,000",0,"2,001,000","2,001,000"
00940,元大台灣價值高息,"1,044,439","1,676,000","-631,561",0,0,0,0,0,0,"2,617,279",0,0,0,"4,919,315","2,302,036","2,617,279","1,985,718"
069110,FB科技元大5C購01,0,0,0,0,0,0,0,0,0,"1,979,000",0,0,0,"2,026,000","47,000","1,979,000","1,979,000"
1304,台聚            ,"4,167,060","2,090,000","2,077,060",0,0,0,0,0,0,"-101,797","51,000","51,148",-148,"85,000","186,649","-101,649","1,975,263"
072924,友達元大5C購14  ,0,0,0,0,0,0,0,0,0,"1,974,000",0,0,0,"2,007,000","33,000","1,974,000","1,974,000"
069877,長榮航群益62購01,0,0,0,0,0,0,0,0,0,"1,954,000",0,0,0,"2,007,000","53,000","1,954,000","1,954,000"
2103,台橡            ,"5,125,940","2,820,911","2,305,029",0,0,0,0,0,0,"-359,040","2,000","6,000","-4,000","65,648","420,688","-355,040","1,945,989"
049042,滬深2X中信5C購01,0,0,0,0,0,0,0,0,0,"1,932,000",0,0,0,"1,934,000","2,000","1,932,000","1,932,000"
068910,力成永豐5C購03  ,0,0,0,0,0,0,0,0,0,"1,923,000",0,0,0,"2,322,000","399,000","1,923,000","1,923,000"
00945B,凱基美國非投等債,"621,000","30,000","591,000",0,0,0,0,0,0,"1,320,472",0,0,0,"1,453,472","133,000","1,320,472","1,911,472"
054242,飛宏凱基59購01  ,0,0,0,0,0,0,0,0,0,"1,898,000",0,0,0,"1,898,000",0,"1,898,000","1,898,000"
052387,宏達電元大61購06,0,0,0,0,0,0,0,0,0,"1,871,000",0,0,0,"1,871,000",0,"1,871,000","1,871,000"
2481,強茂            ,"2,291,051","1,103,068","1,187,983",0,0,0,0,"38,000","-38,000","712,672","494,987","87,996","406,991","637,631","331,950","305,681","1,862,655"
073523,順德元大5C購03  ,0,0,0,0,0,0,0,0,0,"1,829,000",0,0,0,"4,083,000","2,254,000","1,829,000","1,829,000"
074209,國碩元大61購02  ,0,0,0,0,0,0,0,0,0,"1,805,000",0,0,0,"1,850,000","45,000","1,805,000","1,805,000"
069763,大亞永豐61購01  ,0,0,0,0,0,0,0,0,0,"1,794,000",0,0,0,"2,028,000","234,000","1,794,000","1,794,000"
071172,強茂凱基5C購02  ,0,0,0,0,0,0,0,0,0,"1,789,000",0,0,0,"1,790,000","1,000","1,789,000","1,789,000"
8046,南電            ,"8,693,781","7,059,788","1,633,993",0,0,0,"790,000","425,000","365,000","-211,958","219,800","423,800","-204,000","152,731","160,689","-7,958","1,787,035"
00965,元大航太防衛科技,"1,120,000","151,000","969,000",0,0,0,0,0,0,"805,940",0,0,0,"959,934","153,994","805,940","1,774,940"
00985B,群益ESG投等債0-5,"469,000","328,000","141,000",0,0,0,0,0,0,"1,628,265",0,0,0,"1,746,265","118,000","1,628,265","1,769,265"
4763,材料*-KY        ,"3,726,261","1,871,375","1,854,886",0,0,0,0,"7,773","-7,773","-90,886","27,000",0,"27,000","29,212","147,098","-117,886","1,756,227"
063265,智易元大5A購01  ,0,0,0,0,0,0,0,0,0,"1,720,000",0,0,0,"1,763,000","43,000","1,720,000","1,720,000"
072316,AES台新5C購04   ,0,0,0,0,0,0,0,0,0,"1,717,000",0,0,0,"1,965,000","248,000","1,717,000","1,717,000"
067590,華邦電國票5C購03,0,0,0,0,0,0,0,0,0,"1,717,000",0,0,0,"2,414,000","697,000","1,717,000","1,717,000"
060742,台塑化富邦5C購01,0,0,0,0,0,0,0,0,0,"1,707,000",0,0,0,"1,719,000","12,000","1,707,000","1,707,000"
069707,乙盛群益63購01  ,0,0,0,0,0,0,0,0,0,"1,681,000",0,0,0,"2,029,000","348,000","1,681,000","1,681,000"
00902,中信電池及儲能  ,"467,000","182,000","285,000",0,0,0,0,0,0,"1,393,509",0,0,0,"2,068,009","674,500","1,393,509","1,678,509"
3532,台勝科          ,"3,642,757","2,745,045","897,712",0,0,0,"853,300","101,000","752,300","28,287","179,000","225,000","-46,000","222,839","148,552","74,287","1,678,299"
00688L,國泰20年美債正2 ,"513,000","3,000","510,000",0,0,0,0,0,0,"1,155,853",0,0,0,"1,683,000","527,147","1,155,853","1,665,853"
2897,王道銀行        ,"2,424,380","820,547","1,603,833",0,0,0,"66,000",0,"66,000","-11,272","7,000","18,272","-11,272",0,0,0,"1,658,561"
072530,臺指反元大5C購04,0,0,0,0,0,0,0,0,0,"1,651,000",0,0,0,"1,651,000",0,"1,651,000","1,651,000"
061904,為升元大59購01  ,0,0,0,0,0,0,0,0,0,"1,638,000",0,0,0,"1,893,000","255,000","1,638,000","1,638,000"
2377,微星            ,"2,626,352","3,271,534","-645,182",0,0,0,"2,384,000","10,000","2,374,000","-92,704","3,000","133,000","-130,000","491,887","454,591","37,296","1,636,114"
072522,強茂凱基5C購03  ,0,0,0,0,0,0,0,0,0,"1,624,000",0,0,0,"1,634,000","10,000","1,624,000","1,624,000"
3149,正達            ,"4,212,534","2,614,250","1,598,284",0,0,0,0,0,0,"2,354","3,000","1,000","2,000","24,000","23,646",354,"1,600,638"
03542T,臺股指國票5C售04,0,0,0,0,0,0,0,0,0,"1,597,000",0,0,0,"1,607,000","10,000","1,597,000","1,597,000"
062898,乙盛國票5B購03  ,0,0,0,0,0,0,0,0,0,"1,594,000",0,0,0,"1,599,000","5,000","1,594,000","1,594,000"
6191,精成科          ,"2,672,116","3,261,440","-589,324",0,0,0,"2,226,000",0,"2,226,000","-47,964","28,000",0,"28,000","38,552","114,516","-75,964","1,588,712"
00939,統一台灣高息動能,"365,000","466,000","-101,000",0,0,0,0,0,0,"1,675,283",0,0,0,"2,409,250","733,967","1,675,283","1,574,283"
00738U,期元大道瓊白銀  ,"234,000","36,000","198,000",0,0,0,0,0,0,"1,372,767",0,0,0,"1,990,039","617,272","1,372,767","1,570,767"
2646,星宇航空        ,"2,205,475","690,410","1,515,065",0,0,0,"47,000",0,"47,000",886,"8,000",0,"8,000","3,000","10,114","-7,114","1,562,951"
2351,順德            ,"5,621,078","3,908,600","1,712,478",0,0,0,"40,000","2,000","38,000","-209,421","24,000","177,911","-153,911","99,465","154,975","-55,510","1,541,057"
069219,佳必琪群益5B購01,0,0,0,0,0,0,0,0,0,"1,537,000",0,0,0,"1,544,000","7,000","1,537,000","1,537,000"
1476,儒鴻            ,"2,653,151","1,181,672","1,471,479",0,0,0,"72,667","2,955","69,712","-9,777","3,000","44,100","-41,100","36,592","5,269","31,323","1,531,414"
067607,台灣50中信65購03,0,0,0,0,0,0,0,0,0,"1,492,000",0,0,0,"2,690,000","1,198,000","1,492,000","1,492,000"
064028,大銀統一66購01  ,0,0,0,0,0,0,0,0,0,"1,478,000",0,0,0,"1,531,000","53,000","1,478,000","1,478,000"
009824,群益美國科技巨頭,"3,030",0,"3,030",0,0,0,0,0,0,"1,451,152",0,0,0,"4,250,998","2,799,846","1,451,152","1,454,182"
1708,東鹼            ,"4,501,074","3,015,000","1,486,074",0,0,0,0,0,0,"-37,783","4,000","11,000","-7,000","78,278","109,061","-30,783","1,448,291"
073912,臺指反元大61購02,0,0,0,0,0,0,0,0,0,"1,428,000",0,0,0,"1,428,000",0,"1,428,000","1,428,000"
073899,奇鋐台新61購02  ,0,0,0,0,0,0,0,0,0,"1,427,000",0,0,0,"1,470,000","43,000","1,427,000","1,427,000"
03693T,金像電國票62售01,0,0,0,0,0,0,0,0,0,"1,414,000",0,0,0,"1,449,000","35,000","1,414,000","1,414,000"
03326T,國巨群益5C售02  ,0,0,0,0,0,0,0,0,0,"1,411,000",0,0,0,"1,411,000",0,"1,411,000","1,411,000"
2101,南港            ,"1,700,759","315,000","1,385,759",0,0,0,0,0,0,"3,015","2,000","1,000","1,000","2,015",0,"2,015","1,388,774"
050284,毅嘉統一64購01  ,0,0,0,0,0,0,0,0,0,"1,385,000",0,0,0,"1,535,000","150,000","1,385,000","1,385,000"
066796,臺股指國票5B購02,0,0,0,0,0,0,0,0,0,"1,383,000",0,0,0,"1,407,000","24,000","1,383,000","1,383,000"
2845,遠東銀          ,"3,955,800","2,602,000","1,353,800",0,0,0,0,0,0,"26,000","33,000",0,"33,000",0,"7,000","-7,000","1,379,800"
056701,京鼎國票59購01  ,0,0,0,0,0,0,0,0,0,"1,357,000",0,0,0,"1,451,000","94,000","1,357,000","1,357,000"
072789,AES國票5C購01   ,0,0,0,0,0,0,0,0,0,"1,343,000",0,0,0,"1,352,000","9,000","1,343,000","1,343,000"
2645,長榮航太        ,"3,538,377","1,941,955","1,596,422",0,0,0,"7,000",0,"7,000","-264,265","13,000","200,581","-187,581","80,040","156,724","-76,684","1,339,157"
2542,興富發          ,"2,739,509","1,753,029","986,480",0,0,0,"633,000",0,"633,000","-307,333","6,000","13,000","-7,000","24,869","325,202","-300,333","1,312,147"
056013,敬鵬國票59購02  ,0,0,0,0,0,0,0,0,0,"1,310,000",0,0,0,"1,325,000","15,000","1,310,000","1,310,000"
3031,佰鴻            ,"2,445,258","1,142,000","1,303,258",0,0,0,0,"1,000","-1,000",574,"7,000","6,426",574,0,0,0,"1,302,832"
070718,AES台新5C購01   ,0,0,0,0,0,0,0,0,0,"1,295,000",0,0,0,"1,320,000","25,000","1,295,000","1,295,000"
085468,京鼎統一58購01  ,0,0,0,0,0,0,0,0,0,"1,292,000",0,0,0,"1,292,000",0,"1,292,000","1,292,000"
067575,AES群益5B購04   ,0,0,0,0,0,0,0,0,0,"1,286,000",0,0,0,"1,296,000","10,000","1,286,000","1,286,000"
2515,中工            ,"3,256,718","1,930,762","1,325,956",0,0,0,0,0,0,"-42,243","13,030","48,000","-34,970",0,"7,273","-7,273","1,283,713"
067124,和椿元大5B購01  ,0,0,0,0,0,0,0,0,0,"1,262,000",0,0,0,"1,304,000","42,000","1,262,000","1,262,000"
1444,力麗            ,"2,925,100","1,751,000","1,174,100",0,0,0,0,0,0,"80,065","87,065","7,000","80,065",0,0,0,"1,254,165"
00924,復華S&P500成長  ,"641,037","83,000","558,037",0,0,0,0,0,0,"690,329",0,0,0,"2,066,329","1,376,000","690,329","1,248,366"
2363,矽統            ,"4,647,149","2,964,730","1,682,419",0,0,0,0,0,0,"-435,183","3,000",0,"3,000","107,713","545,896","-438,183","1,247,236"
2367,燿華            ,"3,621,085","2,114,000","1,507,085",0,0,0,0,0,0,"-267,671","4,000","88,000","-84,000","86,144","269,815","-183,671","1,239,414"
062593,東聯國票5B購01  ,0,0,0,0,0,0,0,0,0,"1,233,000",0,0,0,"1,234,000","1,000","1,233,000","1,233,000"
6919,康霈*           ,"2,354,953","1,276,916","1,078,037",0,0,0,0,0,0,"144,050","117,375",0,"117,375","41,624","14,949","26,675","1,222,087"
9907,統一實          ,"2,126,445","632,750","1,493,695",0,0,0,0,"288,853","-288,853","8,869","12,000","3,131","8,869",0,0,0,"1,213,711"
063522,華城富邦5C購02  ,0,0,0,0,0,0,0,0,0,"1,208,000",0,0,0,"1,208,000",0,"1,208,000","1,208,000"
067536,啟碁元大5B購07  ,0,0,0,0,0,0,0,0,0,"1,205,000",0,0,0,"1,205,000",0,"1,205,000","1,205,000"
6414,樺漢            ,"2,282,550","874,168","1,408,382",0,0,0,0,"4,000","-4,000","-206,415","19,000","286,393","-267,393","114,391","53,413","60,978","1,197,967"
063532,台虹富邦61購01  ,0,0,0,0,0,0,0,0,0,"1,188,000",0,0,0,"1,395,000","207,000","1,188,000","1,188,000"
054287,大亞國票58購01  ,0,0,0,0,0,0,0,0,0,"1,185,000",0,0,0,"1,597,000","412,000","1,185,000","1,185,000"
071358,美律國票61購01  ,0,0,0,0,0,0,0,0,0,"1,167,000",0,0,0,"1,167,000",0,"1,167,000","1,167,000"
069883,和碩群益63購01  ,0,0,0,0,0,0,0,0,0,"1,165,000",0,0,0,"1,195,000","30,000","1,165,000","1,165,000"
2485,兆赫            ,"2,316,528","1,101,000","1,215,528",0,0,0,0,"3,000","-3,000","-63,676","56,000","69,000","-13,000","20,087","70,763","-50,676","1,148,852"
073915,台積電元大64購15,0,0,0,0,0,0,0,0,0,"1,138,000",0,0,0,"1,730,000","592,000","1,138,000","1,138,000"
069304,緯穎台新5B購13  ,0,0,0,0,0,0,0,0,0,"1,122,000",0,0,0,"1,200,000","78,000","1,122,000","1,122,000"
066634,AES國泰5C購01   ,0,0,0,0,0,0,0,0,0,"1,120,000",0,0,0,"1,165,000","45,000","1,120,000","1,120,000"
059756,金像電群益5A購03,0,0,0,0,0,0,0,0,0,"1,113,000",0,0,0,"1,163,000","50,000","1,113,000","1,113,000"
