證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2891,中信金          ,"92,077,685","41,494,094","50,583,591",0,0,0,0,"3,888,267","-3,888,267","210,812","890,428","302,000","588,428","1,063,444","1,441,060","-377,616","46,906,136"
2887,台新新光金      ,"81,418,199","45,110,897","36,307,302",0,0,0,"4,195,000","7,360,000","-3,165,000","-1,869,096","1,078,083","390,000","688,083","521,821","3,079,000","-2,557,179","31,273,206"
00919,群益台灣精選高息,"12,239,125","8,374,129","3,864,996",0,0,0,0,0,0,"23,800,946","405,000","203,000","202,000","30,559,701","6,960,755","23,598,946","27,665,942"
00632R,元大台灣50反1   ,"3,249,000","2,703,000","546,000",0,0,0,0,0,0,"23,983,964","1,386,000","13,374,000","-11,988,000","70,962,408","34,990,444","35,971,964","24,529,964"
2603,長榮            ,"38,699,391","13,128,864","25,570,527",0,0,0,"318,000","2,758,652","-2,440,652","328,541","407,000","87,000","320,000","998,033","989,492","8,541","23,458,416"
00940,元大台灣價值高息,"11,156,000","3,843,000","7,313,000",0,0,0,0,0,0,"14,833,834","30,000",0,"30,000","20,802,120","5,998,286","14,803,834","22,146,834"
2027,大成鋼          ,"28,567,068","7,298,300","21,268,768",0,0,0,"100,000","1,419,000","-1,319,000","-551,000","227,969","1,754,000","-1,526,031","1,111,322","136,291","975,031","19,398,768"
2883,凱基金          ,"32,383,020","21,921,882","10,461,138",0,0,0,"6,070,000","112,000","5,958,000","-658,072","623,000","642,000","-19,000","178,649","817,721","-639,072","15,761,066"
009805,新光美國電力基建,"7,254,000","93,000","7,161,000",0,0,0,0,0,0,"6,994,132","50,000",0,"50,000","10,497,000","3,552,868","6,944,132","14,155,132"
009820,元大納斯達克精選,"9,825,000","357,000","9,468,000",0,0,0,0,0,0,"4,385,875","618,000",0,"618,000","5,295,000","1,527,125","3,767,875","13,853,875"
00988A,主動統一全球創新,"20,583,769","10,219,000","10,364,769",0,0,0,0,0,0,"1,247,246",0,0,0,"4,552,000","3,304,754","1,247,246","11,612,015"
00990A,主動元大AI新經濟,"14,172,200","4,368,250","9,803,950",0,0,0,0,0,0,"1,495,979","221,000","146,000","75,000","4,764,056","3,343,077","1,420,979","11,299,929"
4958,臻鼎-KY         ,"22,105,476","17,293,399","4,812,077",0,0,0,"5,761,000",0,"5,761,000","36,098","400,500","338,000","62,500","896,308","922,710","-26,402","10,609,175"
2344,華邦電          ,"55,224,124","42,499,347","12,724,777",0,0,0,"2,187,000","441,000","1,746,000","-4,071,628","1,477,000","5,148,544","-3,671,544","1,448,903","1,848,987","-400,084","10,399,149"
00929,復華台灣科技優息,"2,798,151","1,542,025","1,256,126",0,0,0,0,0,0,"8,862,142","120,000","180,000","-60,000","13,564,378","4,642,236","8,922,142","10,118,268"
3481,群創            ,"203,134,160","190,167,614","12,966,546",0,0,0,"16,000","40,000","-24,000","-2,843,462","3,115,000","4,460,000","-1,345,000","5,876,615","7,375,077","-1,498,462","10,099,084"
00918,大華優利高填息30,"1,757,000","2,525,000","-768,000",0,0,0,0,0,0,"10,572,656","28,000",0,"28,000","11,935,787","1,391,131","10,544,656","9,804,656"
2388,威盛            ,"12,609,087","3,642,123","8,966,964",0,0,0,"180,000",0,"180,000","527,644","158,874","128,000","30,874","592,714","95,944","496,770","9,674,608"
00664R,國泰臺灣加權反1 ,0,0,0,0,0,0,0,0,0,"9,402,071",0,"4,990,000","-4,990,000","20,417,279","6,025,208","14,392,071","9,402,071"
00878,國泰永續高股息  ,"6,792,544","3,346,300","3,446,244",0,0,0,0,0,0,"4,751,563","116,000","315,000","-199,000","14,787,400","9,836,837","4,950,563","8,197,807"
0056,元大高股息      ,"11,315,193","4,355,681","6,959,512",0,0,0,0,"100,000","-100,000","933,863","52,000","263,000","-211,000","1,980,822","835,959","1,144,863","7,793,375"
2312,金寶            ,"11,491,000","4,221,000","7,270,000",0,0,0,"501,000","2,994,000","-2,493,000","1,434,597","821,000","85,000","736,000","764,597","66,000","698,597","6,211,597"
2401,凌陽            ,"12,282,074","7,642,444","4,639,630",0,0,0,"73,000",0,"73,000","883,763","273,326","147,408","125,918","761,123","3,278","757,845","5,596,393"
00997A,主動群益美國增長,"7,565,100","1,653,000","5,912,100",0,0,0,0,0,0,"-420,097",0,0,0,"4,664,522","5,084,619","-420,097","5,492,003"
043697,建準元大5B購01  ,0,0,0,0,0,0,0,0,0,"5,110,000",0,0,0,"5,226,000","116,000","5,110,000","5,110,000"
4916,事欣科          ,"12,470,571","6,997,306","5,473,265",0,0,0,0,"126,000","-126,000","-269,776","19,000","456,000","-437,000","585,644","418,420","167,224","5,077,489"
00900,富邦特選高股息30,"2,194,000","955,400","1,238,600",0,0,0,0,0,0,"3,832,442",0,0,0,"4,217,670","385,228","3,832,442","5,071,042"
00688L,國泰20年美債正2 ,"259,000","463,000","-204,000",0,0,0,0,0,0,"5,202,497",0,0,0,"5,926,674","724,177","5,202,497","4,998,497"
2352,佳世達          ,"4,527,015","732,000","3,795,015",0,0,0,"1,049,000","80,000","969,000","25,717","12,000","13,000","-1,000","32,717","6,000","26,717","4,789,732"
1402,遠東新          ,"11,754,735","6,758,000","4,996,735",0,0,0,0,"40,000","-40,000","-193,142","85,000","262,000","-177,000","61,180","77,322","-16,142","4,763,593"
2484,希華            ,"7,433,090","3,172,000","4,261,090",0,0,0,0,0,0,"81,390","85,809","4,419","81,390",0,0,0,"4,342,480"
2615,萬海            ,"11,067,127","8,434,598","2,632,529",0,0,0,"1,543,000","9,000","1,534,000","59,493","144,000","129,000","15,000","272,963","228,470","44,493","4,226,022"
00713,元大台灣高息低波,"2,045,140","1,020,000","1,025,140",0,0,0,"145,000",0,"145,000","2,947,899","20,000",0,"20,000","3,722,205","794,306","2,927,899","4,118,039"
00637L,元大滬深300正2  ,"1,786,000","2,373,000","-587,000",0,0,0,0,0,0,"4,534,627",0,0,0,"17,492,422","12,957,795","4,534,627","3,947,627"
00945B,凱基美國非投等債,"1,765,000",0,"1,765,000",0,0,0,0,0,0,"2,158,898",0,0,0,"2,582,000","423,102","2,158,898","3,923,898"
00922,國泰台灣領袖50  ,"2,479,439","664,000","1,815,439",0,0,0,0,0,0,"2,020,082",0,0,0,"4,343,997","2,323,915","2,020,082","3,835,521"
00936,台新永續高息中小,"1,174,000","389,000","785,000",0,0,0,0,0,0,"2,983,292",0,0,0,"3,578,207","594,915","2,983,292","3,768,292"
1711,永光            ,"6,874,000","3,248,000","3,626,000",0,0,0,0,0,0,"-6,935","18,000","10,000","8,000","30,724","45,659","-14,935","3,619,065"
054694,力成元大61購01  ,0,0,0,0,0,0,0,0,0,"3,579,000",0,0,0,"3,579,000",0,"3,579,000","3,579,000"
3045,台灣大          ,"7,053,118","6,015,600","1,037,518",0,0,0,"2,505,000","31,000","2,474,000","53,000","96,000","43,000","53,000","19,782","19,782",0,"3,564,518"
065624,南亞科群益5B購02,0,0,0,0,0,0,0,0,0,"3,449,000",0,0,0,"3,561,000","112,000","3,449,000","3,449,000"
2337,旺宏            ,"45,041,522","32,002,147","13,039,375",0,0,0,"312,000","8,235,000","-7,923,000","-1,690,851","152,000","1,507,000","-1,355,000","895,520","1,231,371","-335,851","3,425,524"
6239,力成            ,"9,916,867","5,402,604","4,514,263",0,0,0,"55,000","1,262,000","-1,207,000","81,944","176,000","335,993","-159,993","481,185","239,248","241,937","3,389,207"
00400A,主動國泰動能高息,"6,662,077","4,011,400","2,650,677",0,0,0,0,0,0,"702,976",0,0,0,"8,615,528","7,912,552","702,976","3,353,653"
03972C,元債2X凱基58牛01,0,0,0,0,0,0,0,0,0,"3,342,000",0,0,0,"3,796,000","454,000","3,342,000","3,342,000"
00830,國泰費城半導體  ,"3,162,277","566,245","2,596,032",0,0,0,0,0,0,"635,623","167,000",0,"167,000","2,626,875","2,158,252","468,623","3,231,655"
00953B,群益優選非投等債,"1,471,000",0,"1,471,000",0,0,0,0,0,0,"1,758,000",0,0,0,"8,020,000","6,262,000","1,758,000","3,229,000"
1582,信錦            ,"12,190,328","8,896,000","3,294,328",0,0,0,0,"2,104","-2,104","-119,492","333,068","309,210","23,858","95,523","238,873","-143,350","3,172,732"
00996A,主動兆豐台灣豐收,"936,000","492,000","444,000",0,0,0,0,0,0,"2,604,131",0,0,0,"5,302,803","2,698,672","2,604,131","3,048,131"
052839,兆聯凱基57購02  ,0,0,0,0,0,0,0,0,0,"3,021,000",0,0,0,"3,086,000","65,000","3,021,000","3,021,000"
2492,華新科          ,"3,393,216","786,050","2,607,166",0,0,0,"59,000",0,"59,000","342,605","170,000","21,000","149,000","293,122","99,517","193,605","3,008,771"
043937,建準元大5B購02  ,0,0,0,0,0,0,0,0,0,"3,001,000",0,0,0,"3,584,000","583,000","3,001,000","3,001,000"
053982,中興電元大57購02,0,0,0,0,0,0,0,0,0,"2,993,000",0,0,0,"2,994,000","1,000","2,993,000","2,993,000"
9933,中鼎            ,"3,145,300","1,580,000","1,565,300",0,0,0,"193,000","1,000","192,000","1,101,922","1,200,922","99,000","1,101,922",0,0,0,"2,859,222"
066347,南亞科群益5B購07,0,0,0,0,0,0,0,0,0,"2,835,000",0,0,0,"2,961,000","126,000","2,835,000","2,835,000"
6271,同欣電          ,"3,323,000","1,040,110","2,282,890",0,0,0,0,0,0,"460,148","218,000","26,000","192,000","322,853","54,705","268,148","2,743,038"
00993A,主動安聯台灣    ,"2,559,000","1,758,000","801,000",0,0,0,0,0,0,"1,764,503",0,0,0,"3,991,499","2,226,996","1,764,503","2,565,503"
2489,瑞軒            ,"18,767,377","15,576,030","3,191,347",0,0,0,"203,000",0,"203,000","-846,334","1,258,000","2,204,552","-946,552","273,174","172,956","100,218","2,548,013"
00680L,元大美債20正2   ,"543,000","897,000","-354,000",0,0,0,0,0,0,"2,890,286",0,0,0,"9,501,813","6,611,527","2,890,286","2,536,286"
00915,凱基優選高股息30,"4,513,000","485,000","4,028,000",0,0,0,0,0,0,"-1,502,856","105,000",0,"105,000","3,630,369","5,238,225","-1,607,856","2,525,144"
060672,勤誠元大59購11  ,0,0,0,0,0,0,0,0,0,"2,404,000",0,0,0,"2,406,000","2,000","2,404,000","2,404,000"
063859,金像電群益5B購01,0,0,0,0,0,0,0,0,0,"2,388,000",0,0,0,"2,388,000",0,"2,388,000","2,388,000"
044926,佳能元大58購02  ,0,0,0,0,0,0,0,0,0,"2,380,000",0,0,0,"2,590,000","210,000","2,380,000","2,380,000"
052722,可寧衛富邦5A購02,0,0,0,0,0,0,0,0,0,"2,379,000",0,0,0,"2,379,000",0,"2,379,000","2,379,000"
065915,和椿國票5B購01  ,0,0,0,0,0,0,0,0,0,"2,374,000",0,0,0,"2,446,000","72,000","2,374,000","2,374,000"
043355,華城元大5B購01  ,0,0,0,0,0,0,0,0,0,"2,356,000",0,0,0,"2,365,000","9,000","2,356,000","2,356,000"
00939,統一台灣高息動能,"518,000","479,000","39,000",0,0,0,0,0,0,"2,269,294",0,0,0,"4,206,457","1,937,163","2,269,294","2,308,294"
04008C,臺股指凱基64牛01,0,0,0,0,0,0,0,0,0,"2,280,000",0,0,0,"2,606,000","326,000","2,280,000","2,280,000"
00992A,主動群益科技創新,"12,929,718","9,086,000","3,843,718",0,0,0,0,0,0,"-1,634,678","1,387,000",0,"1,387,000","6,133,141","9,154,819","-3,021,678","2,209,040"
054079,亞光凱基57購04  ,0,0,0,0,0,0,0,0,0,"2,142,000",0,0,0,"3,687,000","1,545,000","2,142,000","2,142,000"
058441,長榮元大5B購01  ,0,0,0,0,0,0,0,0,0,"2,103,000",0,0,0,"2,133,000","30,000","2,103,000","2,103,000"
6209,今國光          ,"2,706,000","976,000","1,730,000",0,0,0,0,0,0,"348,035","151,035","38,000","113,035","285,000","50,000","235,000","2,078,035"
050640,海華元大56購01  ,0,0,0,0,0,0,0,0,0,"2,078,000",0,0,0,"2,210,000","132,000","2,078,000","2,078,000"
065501,台積電元大5B購08,0,0,0,0,0,0,0,0,0,"2,056,000",0,0,0,"2,096,000","40,000","2,056,000","2,056,000"
03090T,燿華凱基5A售04  ,0,0,0,0,0,0,0,0,0,"2,033,000",0,0,0,"2,045,000","12,000","2,033,000","2,033,000"
1314,中石化          ,"4,270,000","2,292,000","1,978,000",0,0,0,0,0,0,"29,000","273,000","244,000","29,000",0,0,0,"2,007,000"
2495,普安            ,"3,131,034","1,485,036","1,645,998",0,0,0,"207,000","10,000","197,000","153,313","11,000","7,816","3,184","210,049","59,920","150,129","1,996,311"
2458,義隆            ,"2,885,000","1,139,000","1,746,000",0,0,0,"163,000","17,655","145,345","95,421","56,000","4,000","52,000","117,069","73,648","43,421","1,986,766"
2542,興富發          ,"5,220,831","3,311,250","1,909,581",0,0,0,"6,000",0,"6,000","21,678","45,000","81,000","-36,000","208,000","150,322","57,678","1,937,259"
5388,中磊            ,"3,362,997","1,317,000","2,045,997",0,0,0,0,"21,690","-21,690","-91,767","15,433","111,000","-95,567","81,014","77,214","3,800","1,932,540"
054882,力成元大61購02  ,0,0,0,0,0,0,0,0,0,"1,905,000",0,0,0,"2,353,000","448,000","1,905,000","1,905,000"
6213,聯茂            ,"4,988,415","2,470,090","2,518,325",0,0,0,0,0,0,"-614,152","38,001","237,000","-198,999","195,788","610,941","-415,153","1,904,173"
08854U,金像電元大59售12,0,0,0,0,0,0,0,0,0,"1,883,000",0,0,0,"2,553,000","670,000","1,883,000","1,883,000"
057419,啟碁群益58購02  ,0,0,0,0,0,0,0,0,0,"1,876,000",0,0,0,"1,941,000","65,000","1,876,000","1,876,000"
048152,中信金富邦57購01,0,0,0,0,0,0,0,0,0,"1,852,000",0,0,0,"2,118,000","266,000","1,852,000","1,852,000"
067095,光寶科元大61購08,0,0,0,0,0,0,0,0,0,"1,832,000",0,0,0,"1,933,000","101,000","1,832,000","1,832,000"
035586,漢唐元大59購02  ,0,0,0,0,0,0,0,0,0,"1,821,000",0,0,0,"2,187,000","366,000","1,821,000","1,821,000"
1304,台聚            ,"2,965,000","1,172,000","1,793,000",0,0,0,0,0,0,-220,"72,000","68,667","3,333","1,000","4,553","-3,553","1,792,780"
00927,群益半導體收益  ,"4,274,100","2,830,000","1,444,100",0,0,0,0,0,0,"252,668",0,"35,000","-35,000","2,322,676","2,035,008","287,668","1,696,768"
00984A,主動安聯台灣高息,"896,000","239,000","657,000",0,0,0,0,0,0,"1,031,844",0,0,0,"1,699,372","667,528","1,031,844","1,688,844"
064486,惠特元大61購01  ,0,0,0,0,0,0,0,0,0,"1,679,000",0,0,0,"1,824,000","145,000","1,679,000","1,679,000"
8261,富鼎            ,"3,074,000","1,584,517","1,489,483",0,0,0,0,0,0,"187,774","123,026","3,480","119,546","75,227","6,999","68,228","1,677,257"
052383,漢唐元大61購02  ,0,0,0,0,0,0,0,0,0,"1,662,000",0,0,0,"2,164,000","502,000","1,662,000","1,662,000"
066192,世芯元大5B購09  ,0,0,0,0,0,0,0,0,0,"1,659,000",0,0,0,"1,747,000","88,000","1,659,000","1,659,000"
031315,飛捷統一58購01  ,0,0,0,0,0,0,0,0,0,"1,640,000",0,0,0,"2,140,000","500,000","1,640,000","1,640,000"
3034,聯詠            ,"3,820,461","2,247,857","1,572,604",0,0,0,"99,000","186,627","-87,627","148,436","18,000","17,000","1,000","341,589","194,153","147,436","1,633,413"
053643,美時統一71購01  ,0,0,0,0,0,0,0,0,0,"1,629,000",0,0,0,"1,635,000","6,000","1,629,000","1,629,000"
00885,富邦越南        ,"1,119,465","417,000","702,465",0,0,0,0,0,0,"909,390",0,"10,000","-10,000","2,022,764","1,103,374","919,390","1,611,855"
2375,凱美            ,"2,887,000","1,768,032","1,118,968",0,0,0,0,0,0,"472,223","33,000","1,000","32,000","442,223","2,000","440,223","1,591,191"
009811,統一美國50      ,"346,000","10,000","336,000",0,0,0,0,0,0,"1,247,976",0,0,0,"1,536,000","288,024","1,247,976","1,583,976"
064648,力積電元大5A購04,0,0,0,0,0,0,0,0,0,"1,559,000",0,0,0,"1,709,000","150,000","1,559,000","1,559,000"
3704,合勤控          ,"2,037,000","483,000","1,554,000",0,0,0,0,0,0,"-2,000","5,000","7,000","-2,000",0,0,0,"1,552,000"
038263,亞光元大56購02  ,0,0,0,0,0,0,0,0,0,"1,550,000",0,0,0,"1,739,000","189,000","1,550,000","1,550,000"
052536,大立光元大57購03,0,0,0,0,0,0,0,0,0,"1,546,000",0,0,0,"2,015,000","469,000","1,546,000","1,546,000"
066077,和椿國票5B購02  ,0,0,0,0,0,0,0,0,0,"1,545,000",0,0,0,"1,598,000","53,000","1,545,000","1,545,000"
047370,南亞中信56購08  ,0,0,0,0,0,0,0,0,0,"1,530,000",0,0,0,"1,530,000",0,"1,530,000","1,530,000"
006208,富邦台50        ,"1,286,552","268,170","1,018,382",0,0,0,0,0,0,"495,996","182,000","18,429","163,571","1,338,226","1,005,801","332,425","1,514,378"
056140,定穎控元大61購03,0,0,0,0,0,0,0,0,0,"1,507,000",0,0,0,"2,076,000","569,000","1,507,000","1,507,000"
048991,宏達電元大56購03,0,0,0,0,0,0,0,0,0,"1,505,000",0,0,0,"1,505,000",0,"1,505,000","1,505,000"
3062,建漢            ,"2,694,000","1,205,400","1,488,600",0,0,0,0,0,0,"15,457","6,000","6,000",0,"21,368","5,911","15,457","1,504,057"
009801,中信美國創新科技,"1,169,000","11,000","1,158,000",0,0,0,0,0,0,"332,485",0,0,0,"617,000","284,515","332,485","1,490,485"
055490,至上元大58購07  ,0,0,0,0,0,0,0,0,0,"1,489,000",0,0,0,"1,605,000","116,000","1,489,000","1,489,000"
064490,台虹元大63購01  ,0,0,0,0,0,0,0,0,0,"1,464,000",0,0,0,"1,570,000","106,000","1,464,000","1,464,000"
3714,富采            ,"3,116,000","1,817,033","1,298,967",0,0,0,0,0,0,"140,932","397,765","459,554","-61,789","203,000",279,"202,721","1,439,899"
050822,鴻海元大57購02  ,0,0,0,0,0,0,0,0,0,"1,426,000",0,0,0,"1,426,000",0,"1,426,000","1,426,000"
062177,康普永豐5A購01  ,0,0,0,0,0,0,0,0,0,"1,396,000",0,0,0,"1,417,000","21,000","1,396,000","1,396,000"
8473,山林水          ,"1,615,019","230,000","1,385,019",0,0,0,0,0,0,"8,903","8,903",0,"8,903",0,0,0,"1,393,922"
061035,建準元大59購07  ,0,0,0,0,0,0,0,0,0,"1,392,000",0,0,0,"1,394,000","2,000","1,392,000","1,392,000"
00995A,主動中信台灣卓越,"1,182,000","671,000","511,000",0,0,0,0,0,0,"880,405",0,0,0,"2,275,102","1,394,697","880,405","1,391,405"
064789,燿華富邦5C購01  ,0,0,0,0,0,0,0,0,0,"1,390,000",0,0,0,"1,676,000","286,000","1,390,000","1,390,000"
062541,華通群益5A購03  ,0,0,0,0,0,0,0,0,0,"1,375,000",0,0,0,"1,535,000","160,000","1,375,000","1,375,000"
08577U,臺股指元富59售15,0,0,0,0,0,0,0,0,0,"1,363,000",0,0,0,"1,363,000",0,"1,363,000","1,363,000"
2646,星宇航空        ,"1,974,300","655,000","1,319,300",0,0,0,0,"1,000","-1,000","32,283","37,000","37,000",0,"36,000","3,717","32,283","1,350,583"
067131,國巨凱基5C購03  ,0,0,0,0,0,0,0,0,0,"1,350,000",0,0,0,"1,707,000","357,000","1,350,000","1,350,000"
056124,敬鵬元大58購01  ,0,0,0,0,0,0,0,0,0,"1,341,000",0,0,0,"1,502,000","161,000","1,341,000","1,341,000"
08702U,臺股指富邦5C售16,0,0,0,0,0,0,0,0,0,"1,329,000",0,0,0,"1,329,000",0,"1,329,000","1,329,000"
049003,事欣科元大56購02,0,0,0,0,0,0,0,0,0,"1,326,000",0,0,0,"1,327,000","1,000","1,326,000","1,326,000"
03118T,台股增元大5A售02,0,0,0,0,0,0,0,0,0,"1,316,000",0,0,0,"2,294,000","978,000","1,316,000","1,316,000"
2327,國巨*           ,"27,314,622","35,410,234","-8,095,612",0,0,0,"10,641,000","593,321","10,047,679","-667,895","353,224","959,274","-606,050","631,888","693,733","-61,845","1,284,172"
050627,凱美元大56購02  ,0,0,0,0,0,0,0,0,0,"1,275,000",0,0,0,"1,906,000","631,000","1,275,000","1,275,000"
067112,智原元大61購01  ,0,0,0,0,0,0,0,0,0,"1,268,000",0,0,0,"1,869,000","601,000","1,268,000","1,268,000"
057874,勤誠元大59購02  ,0,0,0,0,0,0,0,0,0,"1,264,000",0,0,0,"1,314,000","50,000","1,264,000","1,264,000"
064421,金像電統一66購01,0,0,0,0,0,0,0,0,0,"1,262,000",0,0,0,"1,409,000","147,000","1,262,000","1,262,000"
00401A,主動摩根台灣鑫收,"665,000","622,000","43,000",0,0,0,0,0,0,"1,216,048",0,0,0,"9,184,608","7,968,560","1,216,048","1,259,048"
052679,祥碩統一61購02  ,0,0,0,0,0,0,0,0,0,"1,250,000",0,0,0,"1,426,000","176,000","1,250,000","1,250,000"
6202,盛群            ,"1,800,000","761,000","1,039,000",0,0,0,"193,000",0,"193,000","16,504","2,000","2,054",-54,"21,106","4,548","16,558","1,248,504"
063855,智邦群益5A購06  ,0,0,0,0,0,0,0,0,0,"1,236,000",0,0,0,"1,323,000","87,000","1,236,000","1,236,000"
03190T,聯發科元大5B售18,0,0,0,0,0,0,0,0,0,"1,236,000",0,0,0,"1,410,000","174,000","1,236,000","1,236,000"
2436,偉詮電          ,"1,905,600","744,100","1,161,500",0,0,0,"15,000",0,"15,000","47,680","8,000","7,000","1,000","60,160","13,480","46,680","1,224,180"
08807U,金像電凱基59售05,0,0,0,0,0,0,0,0,0,"1,217,000",0,0,0,"1,637,000","420,000","1,217,000","1,217,000"
6531,愛普*           ,"3,253,711","2,109,483","1,144,228",0,0,0,"536,000","442,000","94,000","-25,522","16,000","24,230","-8,230","64,370","81,662","-17,292","1,212,706"
2897,王道銀行        ,"1,933,000","540,000","1,393,000",0,0,0,0,"182,000","-182,000","-6,000","87,000","39,000","48,000",0,"54,000","-54,000","1,205,000"
5471,松翰            ,"2,219,029","1,084,431","1,134,598",0,0,0,0,0,0,"41,867","50,867","9,000","41,867",0,0,0,"1,176,465"
050365,中信金富邦58購01,0,0,0,0,0,0,0,0,0,"1,175,000",0,0,0,"1,349,000","174,000","1,175,000","1,175,000"
009813,貝萊德標普卓越50,"41,000","6,000","35,000",0,0,0,0,0,0,"1,138,980",0,0,0,"1,365,000","226,020","1,138,980","1,173,980"
6155,鈞寶            ,"2,154,202","1,015,463","1,138,739",0,0,0,0,0,0,"32,003",0,"3,000","-3,000","35,003",0,"35,003","1,170,742"
058750,佳能元富5C購01  ,0,0,0,0,0,0,0,0,0,"1,170,000",0,0,0,"1,180,000","10,000","1,170,000","1,170,000"
3701,大眾控          ,"1,760,000","594,515","1,165,485",0,0,0,0,0,0,"1,312","2,000","1,000","1,000",332,20,312,"1,166,797"
063628,晟銘電元大5A購01,0,0,0,0,0,0,0,0,0,"1,164,000",0,0,0,"1,224,000","60,000","1,164,000","1,164,000"
00985A,主動野村台灣50  ,"2,934,000","772,000","2,162,000",0,0,0,0,0,0,"-1,008,519",0,0,0,"615,212","1,623,731","-1,008,519","1,153,481"
5871,中租-KY         ,"6,172,157","6,209,387","-37,230",0,0,0,"1,232,000","20,570","1,211,430","-33,005","29,000","66,000","-37,000","29,298","25,303","3,995","1,141,195"
067099,鴻海元大61購20  ,0,0,0,0,0,0,0,0,0,"1,127,000",0,0,0,"1,377,000","250,000","1,127,000","1,127,000"
4904,遠傳            ,"5,401,624","4,797,114","604,510",0,0,0,"45,000","34,000","11,000","510,927","564,000","96,073","467,927","62,000","19,000","43,000","1,126,437"
043696,建準元大59購01  ,0,0,0,0,0,0,0,0,0,"1,126,000",0,0,0,"1,126,000",0,"1,126,000","1,126,000"
6141,柏承            ,"1,710,000","472,000","1,238,000",0,0,0,0,0,0,"-139,887","44,038","183,925","-139,887",0,0,0,"1,098,113"
064361,立隆電國票5B購02,0,0,0,0,0,0,0,0,0,"1,088,000",0,0,0,"1,165,000","77,000","1,088,000","1,088,000"
3545,敦泰            ,"1,577,000","497,000","1,080,000",0,0,0,"10,000","15,000","-5,000","11,778","2,000","2,000",0,"43,693","31,915","11,778","1,086,778"
063625,強茂元大5A購02  ,0,0,0,0,0,0,0,0,0,"1,086,000",0,0,0,"1,235,000","149,000","1,086,000","1,086,000"
03120T,台灣50凱基5B售07,0,0,0,0,0,0,0,0,0,"1,084,000",0,0,0,"1,100,000","16,000","1,084,000","1,084,000"
051591,漢唐元大5A購02  ,0,0,0,0,0,0,0,0,0,"1,075,000",0,0,0,"2,121,000","1,046,000","1,075,000","1,075,000"
00981T,平衡凱基雙核收息,94,"30,000","-29,906",0,0,0,0,0,0,"1,101,279",0,"20,000","-20,000","2,103,000","981,721","1,121,279","1,071,373"
063971,友達元大61購09  ,0,0,0,0,0,0,0,0,0,"1,068,000",0,0,0,"1,243,000","175,000","1,068,000","1,068,000"
00715L,期街口布蘭特正2 ,"354,000","1,850,000","-1,496,000",0,0,0,0,0,0,"2,563,198",0,0,0,"3,905,259","1,342,061","2,563,198","1,067,198"
066891,鴻海元大61購18  ,0,0,0,0,0,0,0,0,0,"1,063,000",0,0,0,"1,497,000","434,000","1,063,000","1,063,000"
041733,凱美國票56購01  ,0,0,0,0,0,0,0,0,0,"1,059,000",0,0,0,"1,059,000",0,"1,059,000","1,059,000"
046153,旭隼元大59購01  ,0,0,0,0,0,0,0,0,0,"1,048,000",0,0,0,"1,218,000","170,000","1,048,000","1,048,000"
063915,金像電兆豐64購01,0,0,0,0,0,0,0,0,0,"1,046,000",0,0,0,"1,093,000","47,000","1,046,000","1,046,000"
053859,強茂統一61購02  ,0,0,0,0,0,0,0,0,0,"1,042,000",0,0,0,"1,053,000","11,000","1,042,000","1,042,000"
2404,漢唐            ,"3,351,589","1,914,426","1,437,163",0,0,0,"106,000","370,000","-264,000","-147,594","94,310","183,951","-89,641","131,182","189,135","-57,953","1,025,569"
057037,新日興富邦5B購01,0,0,0,0,0,0,0,0,0,"1,025,000",0,0,0,"1,025,000",0,"1,025,000","1,025,000"
037091,宏達電元富5C購01,0,0,0,0,0,0,0,0,0,"1,016,000",0,0,0,"1,106,000","90,000","1,016,000","1,016,000"
089092,AES元大56購02   ,0,0,0,0,0,0,0,0,0,"1,015,000",0,0,0,"1,015,000",0,"1,015,000","1,015,000"
039390,晶豪科富邦56購01,0,0,0,0,0,0,0,0,0,"1,014,000",0,0,0,"1,014,000",0,"1,014,000","1,014,000"
1476,儒鴻            ,"2,552,200","1,610,774","941,426",0,0,0,"11,000","5,334","5,666","64,669","71,000","12,000","59,000","32,238","26,569","5,669","1,011,761"
064159,玉晶光統一64購01,0,0,0,0,0,0,0,0,0,"1,002,000",0,0,0,"1,431,000","429,000","1,002,000","1,002,000"
066166,台積電元大61購31,0,0,0,0,0,0,0,0,0,"994,000",0,0,0,"1,498,000","504,000","994,000","994,000"
046486,大成鋼群益57購01,0,0,0,0,0,0,0,0,0,"993,000",0,0,0,"1,013,000","20,000","993,000","993,000"
063893,信錦永豐5C購01  ,0,0,0,0,0,0,0,0,0,"993,000",0,0,0,"1,018,000","25,000","993,000","993,000"
064956,定穎控元大5B購07,0,0,0,0,0,0,0,0,0,"993,000",0,0,0,"1,517,000","524,000","993,000","993,000"
052022,漢唐元大61購01  ,0,0,0,0,0,0,0,0,0,"991,000",0,0,0,"1,003,000","12,000","991,000","991,000"
