股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
3090,日電貿,32,462,,5024,4594,71891,5,80,3,13,85,71891,49, 
3092,鴻碩,117,23,,3595,3689,26662,1,1,,7,7,26662,, 
3094,聯傑,341,665,,3250,2926,20779,5,6,,14,15,20779,6, 
3130,一零四,,,,10,10,8297,,,,,,8297,,X 
3135,凌航,91,181,2,2424,2332,24261,13,7,59,100,35,24261,, 
3138,耀登,48,37,2,2846,2855,14099,1,,,15,14,14099,, 
3149,正達,444,1217,3,22920,22144,53533,83,105,,349,371,53533,14, 
3150,鈺寶-創,,4,,262,258,11094,,,,,,11094,,X 
3164,景岳,1,,,287,288,21502,6,,,6,,21502,, 
3167,大量,398,391,,11117,11124,22568,,,,,,22568,,X 
3168,眾福科,1,1,,37,37,18774,,,,,,18774,, 
3189,景碩,104,935,15,19599,18753,131728,24,43,,44,63,131728,580, 
3209,全科,161,83,,5976,6054,58847,1,,,11,10,58847,, 
3229,晟鈦,,,,,,,,,,,,,,OX 
3231,緯創,1161,2489,65,46266,44873,795103,,,,,,795103,, 
3257,虹冠電,254,413,,3412,3253,19955,3,28,,21,46,19955,4, 
3266,昇陽,,,,385,385,88078,,,,,,88078,, 
3296,勝德,14,8,,1848,1854,24181,1,,,3,2,24181,, 
3305,昇貿,457,149,1,8234,8541,36161,12,1,,56,45,36161,, 
3308,聯德,11,5,15,690,681,15000,,,,,,15000,, 
3311,閎暉,128,48,,2381,2461,25000,3,1,,6,4,25000,, 
3312,弘憶股,120,225,,6298,6193,45656,18,,,81,63,45656,6, 
3321,同泰,,,,,,,,,,,,,,OX 
3338,泰碩,50,71,,3995,3974,21977,1,2,,1,2,21977,, 
3346,麗清,222,302,,3103,3023,30307,1,4,,8,11,30307,, 
3356,奇偶,56,63,,1911,1904,19985,5,4,,14,13,19985,, 
3376,新日興,222,246,2,12760,12734,48940,6,16,,218,228,48940,2, 
3380,明泰,171,159,,5424,5436,135429,8,2,,22,16,135429,1, 
3406,玉晶光,150,192,1,2897,2854,28185,4,1,,18,15,28185,2, 
3413,京鼎,658,602,,4759,4815,27690,,44,,6,50,27690,12, 
3416,融程電,10,44,,1405,1371,20124,,13,,60,73,20124,, 
3419,譁裕,,8,6,1113,1099,,,,,,,,,OX 
3432,台端,,,,,,,,,,,,,,OX 
3437,榮創,111,164,5,3525,3467,36137,3,,,25,22,36137,1, 
3443,創意,120,289,1,4632,4462,33502,11,2,,36,27,33502,1, 
3447,展達,17,20,,2698,2695,19362,,,,,,19362,, 
3450,聯鈞,412,557,1,20359,20213,36420,53,11,1,138,95,36420,193, 
3481,群創,49158,59907,66,455672,444857,1997299,2381,3741,171,8408,9597,1997299,1078, 
3494,誠研,,,,,,,,,,,,,,OX 
3501,維熹,12,11,1,1183,1183,29564,,,,,,29564,, 
3504,揚明光,61,239,1,3025,2846,28514,15,7,,68,60,28514,1, 
3515,華擎,20,25,,1712,1707,30886,,1,,4,5,30886,, 
3518,柏騰,172,110,,4371,4433,23391,1,3,,54,56,23391,4, 
3528,安馳,96,95,,2452,2453,16659,,,,,,16659,1, 
3530,晶相光,15,26,,1354,1343,19368,,,,,,19368,, 
3532,台勝科,482,1285,,10770,9967,96962,16,32,,24,40,96962,18,X 
3533,嘉澤,46,21,,607,632,28133,,2,,,2,28133,, 
3535,晶彩科,154,264,2,7239,7127,19763,13,17,,105,109,19763,3, 
3543,州巧,615,464,,5552,5703,27565,4,3,,16,15,27565,8, 
3545,敦泰,122,96,,4465,4491,55614,,1,,37,38,55614,3, 
3550,聯穎,636,1386,,15401,14651,26887,72,18,,198,144,26887,1, 
3557,嘉威,4,5,,412,411,17999,,,,,,17999,, 
3563,牧德,104,208,,6034,5930,12300,3,,,6,3,12300,, 
3576,聯合再生,,,,,,,,,,,,,,OX 
3583,辛耘,85,117,,2226,2194,20086,,,30,71,41,20086,, 
3588,通嘉,98,276,1,2047,1868,15498,,,,,,15498,,X 
3591,艾笛森,166,295,36,26788,26623,36346,1,1,,7,7,36346,4, 
3592,瑞鼎,53,52,,991,992,18963,2,,,4,2,18963,, 
3593,力銘,,,,,,,,,,,,,,OX 
3596,智易,95,204,,1680,1571,55088,2,,,17,15,55088,2, 
3605,宏致,1601,1957,,10113,9757,43787,23,42,1,230,248,43787,54, 
3607,谷崧,33,58,,2063,2038,30415,8,,,8,,30415,, 
3617,碩天,19,53,6,1972,1932,23691,,,,1,1,23691,1, 
3622,洋華,19,10,,2072,2081,37831,,,,,,37831,, 
3645,達邁,126,400,2,7688,7412,34188,1,,,3,2,34188,2,X 
3652,精聯,5,28,,655,632,18774,10,,,10,,18774,, 
3653,健策,72,91,,2513,2494,36683,2,3,,10,11,36683,3, 
3661,世芯-KY,125,227,1,6190,6087,20833,5,12,,73,80,20833,2, 
3665,貿聯-KY,181,449,,3574,3306,48769,,4,,5,9,48769,2, 
3669,圓展,15,15,,908,908,23229,,,,,,23229,, 
3673,TPK-KY,859,1141,4,19581,19295,101665,31,7,,253,229,101665,1, 
3679,新至陞,,,,115,115,15755,,,,,,15755,, 
3686,達能,,,,,,,,,,,,,,OX 
3694,海華,265,249,,7812,7828,38732,4,5,,25,26,38732,, 
3701,大眾控,124,93,1,7865,7895,53909,4,1,,14,11,53909,, 
3702,大聯大,154,181,,6382,6355,423318,,203,367,3449,3285,423318,1, 
3703,欣陸,1,61,,1475,1415,205803,,,,,,205803,, 
3704,合勤控,172,538,,6765,6399,103861,1,,,5,4,103861,25, 
3705,永信,1,4,,424,421,66605,,,,,,66605,, 
3706,神達,642,1648,5,34433,33422,331803,30,11,,157,138,331803,2, 
3708,上緯投控,88,71,,3490,3507,23071,7,6,16,64,47,23071,, 
3711,日月光投控,1030,1295,,10654,10389,1117643,12,21,,29,38,1117643,23, 
3712,永崴投控,169,11,,2862,3020,61560,,68,,13,81,61560,, 
3714,富采,1064,764,7,30929,31222,166985,21,42,,41,62,166985,61, 
3715,定穎投控,1089,1223,27,26183,26022,70893,9,94,,63,148,70893,1, 
3716,中化控股,5,14,,544,535,37441,,,,,,37441,, 
3717,聯嘉投控,2210,2050,,10410,10570,52737,48,14,,78,44,52737,14,X 
4104,佳醫,1,5,,67,63,47091,,,,,,47091,, 
4106,雃博,21,5,,743,759,25227,,,,,,25227,, 
4108,懷特,,,,,,,,,,,,,,OX 
4119,旭富,2,1,4,635,632,29877,,,,,,29877,, 
4133,亞諾法,10,19,,1039,1030,15138,,,,3,3,15138,, 
4137,麗豐-KY,3,15,,1100,1088,20623,,,,15,15,20623,, 
4142,國光生,33,65,7,6689,6650,107376,,,,20,20,107376,, 
4148,全宇生技-KY,1,21,,445,425,16808,,,,,,16808,, 
4155,訊映,11,10,,559,560,36171,,,,,,36171,, 
4164,承業醫,2,123,61,7204,7022,47647,,,,1,1,47647,, 
4190,佐登-KY,,3,,315,312,15361,,,,,,15361,, 
4306,炎洲,222,237,,4617,4602,169189,,,,,,169189,,X 
4414,如興,1,,,738,739,53409,,,,,,53409,, 
4426,利勤,12,7,,890,895,43169,,,,,,43169,, 
4438,廣越,,,,981,981,28356,,,,,,28356,, 
4439,冠星-KY,,,,242,242,9528,,,,,,9528,, 
4440,宜新實業,6,2,,113,117,16899,,,,,,16899,, 
4441,振大環球,3,1,,116,118,17043,,,,,,17043,, 
4526,東台,173,371,,7318,7120,63706,57,1,,152,96,63706,, 
4532,瑞智,105,238,,3025,2892,123723,3,1,,58,56,123723,1, 
4536,拓凱,14,121,,818,711,22705,,,,,,22705,, 
4540,全球傳動,202,277,,5754,5679,28796,48,4,,70,26,28796,11, 
4545,銘鈺,29,47,,1298,1280,19250,3,,,6,3,19250,, 
4551,智伸科,538,288,,4492,4742,28805,7,6,,101,100,28805,1, 
4552,力達-KY,19,18,,2091,2092,29000,,,,,,29000,, 
4555,氣立,58,29,,3075,3104,17496,,,2,31,29,17496,, 
4557,永新-KY,,5,,344,339,11992,,,,,,11992,, 
4560,強信-KY,3,,,263,266,17024,,,,,,17024,, 
4562,穎漢,19,25,,2137,2131,21886,4,,,130,126,21886,, 
4564,元翎,380,486,,11243,11137,58197,18,16,,24,22,58197,1, 
4566,時碩工業,164,91,1,3929,4001,27498,,1,,22,23,27498,, 
4569,六方科-KY,3,22,,792,773,7650,1,,,1,,7650,, 
4571,鈞興-KY,18,29,1,1221,1209,13254,1,,,1,,13254,, 
4572,駐龍,2,4,,320,318,10000,,,,,,10000,, 
4576,大銀微系統,335,351,,2946,2930,29950,,,,,,29950,, 
4581,光隆精密-KY,,8,,45,37,8474,,,,,,8474,, 
4583,台灣精銳,15,20,1,3613,3607,20042,,,,5,5,20042,, 
4585,達明,20,32,,647,635,26152,,,,75,75,26152,2, 
4588,玖鼎電力,,7,,442,435,10746,,,,,,10746,,X 
4720,德淵,168,328,,4103,3943,28629,,,,,,28629,,X 
4722,國精化,111,366,1,13527,13271,25881,46,10,,152,116,25881,, 
4736,泰博,19,19,,245,245,23843,,,,,,23843,, 
4737,華廣,27,13,,1288,1302,19349,,,,,,19349,, 
4739,康普,303,442,6,10290,10145,30375,9,10,,122,123,30375,1, 
4746,台耀,221,64,,2060,2217,30063,,3,,,3,30063,, 
4755,三福化,53,84,,1604,1573,25176,3,3,,3,3,25176,, 
4763,材料*-KY,554,1260,1361,44619,42552,247286,69,2,,101,34,247286,23, 
4764,雙鍵,352,337,3,7567,7579,21385,5,2,,7,4,21385,110, 
4766,南寶,12,43,,1364,1333,30142,,,,6,6,30142,, 
4770,上品,2,9,,1028,1021,19994,,5,,5,10,19994,, 
4771,望隼,20,29,,512,503,14679,,,,2,2,14679,, 
4807,日成-KY,33,24,2,1418,1425,12249,,1,,8,9,12249,, 
4904,遠傳,191,163,,322,350,878566,,,,,,878566,, 
4906,正文,1127,955,5,32250,32417,112961,47,36,,114,103,112961,1, 
4912,聯德控股-KY,55,50,,3861,3866,16748,,,,,,16748,, 
4915,致伸,104,205,2,4094,3991,117970,1,,,8,7,117970,1, 
4916,事欣科,368,1067,3,8876,8174,31020,49,14,,185,150,31020,5, 
4919,新唐,833,1872,11,19398,18348,104941,65,442,,1250,1627,104941,9, 
4927,泰鼎-KY,591,1912,28,33633,32284,66234,110,645,3,916,1448,66234,5, 
4930,燦星網,,,,3716,3716,20000,,,,,,20000,, 
4934,太極,,,,,,,,,,,,,,OX 
4935,茂林-KY,6,,,672,678,32216,,,,,,32216,, 
4938,和碩,169,400,2,6899,6666,670511,2,,,9,7,670511,, 
4942,嘉彰,3,7,,615,611,35591,,,,,,35591,, 
4943,康控-KY,,,,,,,,,,,,,,OX 
4949,有成精密,210,257,,3178,3131,16930,40,6,,142,108,16930,3, 
4952,凌通,22,82,,1654,1594,27203,2,,,7,5,27203,, 
4956,光鋐,416,286,,6962,7092,25102,,1,,49,50,25102,9, 
4958,臻鼎-KY,2744,2532,22,31147,31337,269855,107,104,,272,269,269855,88, 
4960,誠美材,253,325,,17877,17805,142926,28,6,,125,103,142926,2, 
4961,天鈺,98,97,,1661,1662,30313,4,,,9,5,30313,1, 
4967,十銓,138,113,,9554,9579,23517,12,15,21,527,509,23517,, 
4968,立積,102,80,,5909,5931,23052,,,,,,23052,,X 
4976,佳凌,101,217,5,5116,4995,35337,29,14,,110,95,35337,1, 
4977,眾達-KY,253,276,3,7633,7607,20047,11,2,,149,140,20047,, 
4989,榮科,1345,3110,,22396,20631,34444,211,265,,617,671,34444,12, 
4994,傳奇,6,1,410,2650,2245,16595,,,,1,1,16595,, 
4999,鑫禾,1,,,404,405,18604,,,,,,18604,,X 
5007,三星,,,,9,9,73735,,,,,,73735,, 
5203,訊連,18,21,,1290,1287,19835,1,,,7,6,19835,, 
5215,科嘉-KY,4,17,,791,778,16084,,,,,,16084,,X 
5222,全訊,22,119,,2184,2087,22773,1,2,,21,22,22773,, 
5225,東科-KY,24,14,,1570,1580,19784,9,,,14,5,19784,, 
5234,達興材料,39,33,,1508,1514,25678,4,,,37,33,25678,, 
5243,乙盛-KY,433,353,,11354,11434,42132,,4,,23,27,42132,5, 
5244,弘凱,8,12,,2884,2880,17060,,,,,,17060,1, 
5258,虹堡,26,31,,4262,4257,27591,,,,4,4,27591,, 
5269,祥碩,69,149,,2317,2237,18539,,2,,20,22,18539,, 
5283,禾聯碩,,,,117,117,21900,,,,,,21900,, 
5284,jpp-KY,102,264,,4152,3990,13223,,,,,,13223,,X 
5285,界霖,854,922,,6193,6125,25510,13,10,,33,30,25510,8, 
5288,豐祥-KY,23,8,,2271,2286,17424,,,,,,17424,, 
5292,華懋,5,24,,1002,983,10527,,,,,,10527,,X 
5306,桂盟,3,,,465,468,31500,,,,,,31500,, 
5388,中磊,578,866,,6252,5964,76085,1,6,,13,18,76085,51, 
5434,崇越,27,20,,847,854,48470,,,,,,48470,, 
5469,瀚宇博,225,424,,15312,15113,121541,,,,,,121541,,X 
5471,松翰,295,320,,4094,4069,41969,18,,,19,1,41969,5,X 
5484,慧友,,,,,,,,,,,,,,OX 
5515,建國,13,14,,1727,1726,50400,,2,,60,62,50400,, 
5519,隆大,52,12,,791,831,54799,,,,,,54799,,X 
5521,工信,542,85,2,14668,15123,123070,,,,,,123070,4, 
5522,遠雄,2,44,,1126,1084,195399,,,,19,19,195399,, 
5525,順天,3,,,368,371,79526,,,,,,79526,, 
5531,鄉林,,70,,3239,3169,244397,,,,12,12,244397,, 
5533,皇鼎,,28,43,574,503,71311,,,,,,71311,,X 
5534,長虹,23,10,,4206,4219,78831,,,,14,14,78831,1, 
5538,東明-KY,,2,,14,12,50300,,,,,,50300,, 
5546,永固-KY,,1,,28,27,20588,,,,,,20588,, 
5607,遠雄港,25,53,4,1441,1409,92638,,,,,,92638,, 
5608,四維航,80,34,10,4660,4696,97319,,,,1,1,97319,, 
5706,鳳凰,1,2,,791,790,21227,,,,30,30,21227,, 
5871,中租-KY,177,22,20,4650,4785,427855,4,,,38,34,427855,, 
5876,上海商銀,44,161,,1585,1468,1215400,,,,1,1,1215400,, 
5880,合庫金,235,101,,2533,2667,3920234,,,,28,28,3920234,1, 
5906,台南-KY,,,,26,26,8935,,,,,,8935,, 
5907,大洋-KY,2,30,,5552,5524,48882,,,,,,48882,, 
6005,群益證,257,458,2,5585,5382,542727,,3,,17,20,542727,1, 
6024,群益期,8,1,,189,196,62484,,,,,,62484,, 
6108,競國,6,16,,1561,1551,38623,,,,,,38623,, 
6112,邁達特,29,68,,3436,3397,30589,7,1,,11,5,30589,, 
6115,鎰勝,1,6,,97,92,46915,,,,,,46915,,X 
6116,彩晶,2399,4313,20,44537,42603,714663,288,1703,1,10879,12293,714663,44, 
6117,迎廣,11,28,,2645,2628,23146,,1,,29,30,23146,, 
6120,達運,170,161,,7493,7502,149749,49,,,52,3,149749,, 
6128,上福,12,,,1138,1150,31897,,,,,,31897,, 
6133,金橋,274,357,2,3626,3541,29251,23,15,1,52,43,29251,11, 
6136,富爾特,7,,,2751,2758,28884,,,,,,28884,, 
6139,亞翔,405,387,1,6609,6626,58893,49,4,,150,105,58893,4, 
6141,柏承,,,,46,46,,,,,,,,,OX 
6142,友勁,,,,,,,,,,,,,,OX 
6152,百一,,,,,,,,,,,,,,OX 
6153,嘉聯益,837,401,,13583,14019,136837,22,4,,188,170,136837,11, 
6155,鈞寶,162,481,,4299,3980,22005,7,23,,12,28,22005,69, 
6164,華興,713,624,,3799,3888,20000,147,,,155,8,20000,, 
6165,浪凡,96,126,,8750,8720,19438,,,,1,1,19438,2, 
6166,凌華,111,108,,3692,3695,50767,,,,,,50767,,X 
6168,宏齊,508,323,,5204,5389,51440,15,30,,558,573,51440,14, 
6176,瑞儀,131,243,5,7118,7001,116256,1,2,,13,14,116256,, 
6177,達麗,69,165,10,3142,3036,117972,,,,3,3,117972,, 
6183,關貿,,,,9,9,37500,,,,,,37500,, 
6184,大豐電,,,,528,528,40531,,,,,,40531,, 
6189,豐藝,38,43,,2519,2514,65944,3,,,3,,65944,1, 
6191,精成科,968,2084,1,23999,22882,124825,,,,,,124825,,X 
6192,巨路,24,2,,855,877,24038,,,,,,24038,, 
6196,帆宣,114,328,,1869,1655,55082,1,,,6,5,55082,3, 
6197,佳必琪,393,406,,5127,5114,30552,12,14,,297,299,30552,10, 
6201,亞弘電,,,,29,29,22300,,,,,,22300,, 
6202,盛群,483,460,1,5788,5810,56542,19,55,,41,77,56542,1, 
6205,詮欣,117,212,,5552,5457,20558,1,7,,3,9,20558,1, 
6206,飛捷,67,38,,1849,1878,35765,,,,,,35765,, 
6209,今國光,639,677,5,15011,14968,45296,12,28,,131,147,45296,21, 
6213,聯茂,2764,3152,3,15800,15409,90890,56,42,,417,403,90890,105, 
6214,精誠,36,183,,1874,1727,68060,,,,2,2,68060,, 
6215,和椿,177,205,,5995,5967,20697,63,,,172,109,20697,, 
6216,居易,,2,,718,716,24324,,,,1,1,24324,, 
6224,聚鼎,140,668,,2960,2432,21411,18,13,,35,30,21411,1, 
6225,天瀚,,,,,,,,,,,,,,OX 
6226,光鼎,398,854,,2723,2267,28883,52,,134,585,399,28883,612, 
6230,尼得科超眾,3,5,,469,467,21585,,,,,,21585,, 
6235,華孚,435,362,4,5285,5354,49976,19,24,,35,40,49976,1, 
6239,力成,2256,2851,8,27722,27119,189786,62,8,1,132,77,189786,24, 
6243,迅杰,44,71,,1479,1452,11317,7,,,16,9,11317,14, 
6257,矽格,1410,2362,,10220,9268,120978,,74,,,74,120978,69, 
6269,台郡,421,743,5,11042,10715,80957,168,12,,461,305,80957,3, 
6271,同欣電,1399,4091,3,13654,10959,52264,20,60,,126,166,52264,6, 
6277,宏正,1,3,,189,187,29867,,,,,,29867,, 
6278,台表科,444,1131,1,12351,11663,73099,,,,,,73099,,X 
6281,全國電,,8,,62,54,24793,,,,,,24793,, 
6282,康舒,1802,1528,500,31346,31120,214007,121,11,1,641,530,214007,15, 
6283,淳安,1,9,,2585,2577,20632,,,,1,1,20632,, 
6285,啟碁,398,549,1,16893,16741,120915,21,31,,37,47,120915,2, 
6405,悅城,76,92,,7125,7109,16450,14,20,,110,116,16450,3, 
6409,旭隼,86,185,,1227,1128,22063,12,7,,36,31,22063,6, 
6412,群電,389,154,,3118,3353,100192,9,,,11,2,100192,1, 
6414,樺漢,231,95,,1163,1299,37252,,162,3,259,418,37252,5, 
6415,矽力*-KY,496,359,11,6234,6360,97159,17,8,,105,96,97159,598, 
6416,瑞祺電通,111,109,10,3171,3163,18337,,176,,5,181,18337,, 
6426,統新,47,64,,2621,2604,9627,8,2,,11,5,9627,, 
6431,光麗-KY,,,,,,,,,,,,,,OX 
6438,迅得,109,192,,4325,4242,20551,3,1,,14,12,20551,, 
6442,光聖,139,321,3,5133,4948,20025,1,2,,5,6,20025,5, 
6443,元晶,,1598,10,17788,16180,,12,,,520,508,,,OX 
6446,藥華藥,593,281,6,8067,8373,95401,,,,,,95401,,X 
6449,鈺邦,182,380,1,3294,3095,22971,4,3,,27,26,22971,1, 
6451,訊芯-KY,502,1147,2,9895,9248,28334,38,31,,191,184,28334,9, 
6456,GIS-KY,319,480,10,12453,12282,84484,49,14,,336,301,84484,12, 
6464,台數科,,,,2,2,32195,,,,,,32195,, 
6472,保瑞,46,60,1,3695,3680,31935,,,,9,9,31935,1, 
6477,安集,182,348,,3779,3613,30946,,,,,,30946,,X 
6491,晶碩,106,81,,880,905,19500,,1,,,1,19500,, 
6504,南六,1,,,124,125,18150,,,,,,18150,, 
6505,台塑化,170,973,,9211,8408,2381489,16,1,,48,33,2381489,8, 
6515,穎崴,58,36,,411,433,9098,,4,,,4,9098,, 
6525,捷敏-KY,596,869,,4336,4063,32261,27,90,,235,298,32261,32, 
6526,達發,33,80,5,1626,1574,41876,,,,,,41876,3, 
6531,愛普*,195,718,10,9563,9030,40774,3,7,,15,19,40774,2, 
6533,晶心科,29,32,,2321,2318,12662,2,,,16,14,12662,, 
6534,正瀚-創,1,3,257,2214,1955,25700,,,,,,25700,, 
6541,泰福-KY,8,13,,3851,3846,66246,,,,,,66246,, 
6550,北極星藥業-KY,,,,,,,,,,,,,,OX 
6552,易華電,14,6,,1170,1178,20750,,,,18,18,20750,, 
6558,興能高,53,68,,3795,3780,21622,,4,,14,18,21622,1, 
6573,虹揚-KY,,,,,,,,,,,,,,OX 
6579,研揚,1244,204,,1038,2078,42362,,,,,,42362,4, 
6581,鋼聯,,,,6,6,27817,,,,,,27817,, 
6582,申豐,6,,,356,362,26543,,,,,,26543,, 
6585,鼎基,132,410,,2854,2576,18033,1,,19,85,65,18033,, 
6589,台康生技,89,162,,3163,3090,62967,,8,,24,32,62967,, 
6591,動力-KY,3,14,,2415,2404,10280,,22,,,22,10280,2, 
6592,和潤企業,,5,,646,641,155787,,,,1,1,155787,, 
6598,ABC-KY,,,,,,,,,,,,,,OX 
6605,帝寶,35,53,,2307,2289,41454,,,,,,41454,,X 
6606,建德工業,5,5,,512,512,27575,,,,,,27575,, 
6614,資拓宏宇,,1,,54,53,20165,,,,,,20165,, 
6625,必應,40,13,,946,973,14493,,,,,,14493,1, 
6641,基士德-KY,,5,,139,134,9125,,,,,,9125,, 
6645,金萬林-創,,,,12,12,,,,,,,,,OX 
6655,科定,1,,,,1,20142,,,,,,20142,, 
6657,華安,,25,2,1498,1471,,,,,,,,,OX 
6658,聯策,88,196,,2293,2185,9092,,,,13,13,9092,, 
6666,羅麗芬-KY,66,65,,334,335,11847,,,,,,11847,, 
6668,中揚光,80,117,,3046,3009,19957,,,,,,19957,3, 
6669,緯穎,72,193,,2157,2036,46655,4,5,,13,14,46655,, 
6670,復盛應用,2,14,,456,444,34846,,,,3,3,34846,, 
6671,三能-KY,7,,,46,53,15187,,,,,,15187,, 
6672,騰輝電子-KY,469,802,3,5693,5357,20405,15,15,4,129,125,20405,13, 
6674,鋐寶科技,,10,,293,283,17174,,,,,,17174,, 
6689,伊雲谷,7,6,10,1450,1441,17000,,,,,,17000,, 
6691,洋基工程,68,39,,1544,1573,30371,1,1,,27,27,30371,, 
6695,芯鼎,154,105,,3705,3754,21619,26,1,,54,29,21619,4, 
6698,旭暉應材,69,76,,2400,2393,16597,,,,,,16597,2,X 
6706,惠特,71,254,,10333,10150,19637,45,5,,132,92,19637,2, 
6715,嘉基,14,40,,5556,5530,17068,,,,,,17068,7, 
6719,力智,793,1076,,5856,5573,21120,11,19,,18,26,21120,3, 
6742,澤米,75,261,2,3303,3115,17816,24,2,,123,101,17816,1, 
6743,安普新,21,25,,632,628,37500,,,,,,37500,, 
6753,龍德造船,353,295,,5415,5473,29313,16,4,,68,56,29313,10, 
6754,匯僑設計,,,,131,131,16500,,,,,,16500,, 
6756,威鋒電子,10,13,,754,751,17497,,1,,1,2,17497,, 
6757,台灣虎航,66,104,,3629,3591,114882,,1,,19,20,114882,, 
6768,志強-KY,34,14,1,1325,1344,50023,1,,,2,1,50023,, 
6770,力積電,4398,15363,72,177015,165978,1176926,231,331,,3040,3140,1176926,165, 
6771,平和環保-創,,,,79,79,7794,,,,,,7794,, 
6776,展碁國際,15,7,,1007,1015,22895,,,,,,22895,, 
6781,AES-KY,147,251,,2969,2865,21354,,,,,,21354,,X 
6782,視陽,17,17,,499,499,15750,,,,,,15750,, 
6789,采鈺,95,435,1,7574,7233,79574,3,2,,7,6,79574,3, 
6790,永豐實,66,,,458,524,66782,,,,,,66782,,X 
6792,詠業,2,34,,329,297,11968,,,,,,11968,, 
6794,向榮生技,12,3,,258,267,12109,,,,,,12109,, 
6796,晉弘,4,1,,520,523,10058,,,,,,10058,, 
6799,來頡,175,85,,2130,2220,10913,2,,,4,2,10913,5, 
6805,富世達,111,147,1,2697,2660,17138,2,,,15,13,17138,, 
6807,峰源-KY,,,,137,137,13500,,,,,,13500,, 
6830,汎銓,151,75,,4090,4166,13361,71,7,18,121,39,13361,13, 
6834,天二科技,11,207,,4706,4510,22117,18,,,507,489,22117,114, 
6835,圓裕,1,2,,847,846,16543,,,,,,16543,, 
6838,台新藥,,2,,2667,2665,,,,,,,,,OX 
6854,錼創科技-KY創,11,88,2,3648,3569,29419,,,,,,29419,, 
6861,睿生光電,53,194,,3329,3188,10399,1,1,,8,8,10399,, 
6862,三集瑞-KY,55,58,,1547,1544,12500,,4,,,4,12500,2, 
6863,永道-KY,10,5,,947,952,18722,,,,1,1,18722,, 
6869,雲豹能源,51,35,,3344,3360,34457,3,3,,13,13,34457,1, 
6873,泓德能源,17,71,1,3991,3936,34591,,4,,33,37,34591,, 
6885,全福生技,15,23,,2434,2426,33254,,,,,,33254,, 
6887,寶綠特-KY,,2,,1122,1120,18537,,,,,,18537,, 
6890,來億-KY,13,31,,881,863,62350,8,,2,10,,62350,,X 
6901,鑽石投資,219,228,,5460,5451,213340,5,9,,112,116,213340,1, 
6902,GOGOLOOK,18,6,,586,598,8882,1,,,2,1,8882,, 
6906,現觀科,27,33,,565,559,8384,,,,,,8384,,X 
6909,創控,60,126,,1978,1912,16805,1,,,17,16,16805,, 
6914,阜爾運通,,,,339,339,16556,,,,,,16556,, 
6916,華凌,3,5,6,434,426,16875,,,,,,16875,, 
6918,愛派司,,3,,99,96,8642,,,,,,8642,, 
6919,康霈*,,,,,,,,,,,,,,OX 
6923,中台,11,88,,1959,1882,22872,,1,,,1,22872,, 
6928,攸泰科技,21,174,1,976,822,21500,3,,,11,8,21500,1, 
6931,青松健康,1,3,,145,143,16538,,,,,,16538,, 
6933,AMAX-KY,10,12,,732,730,10596,,,,,,10596,, 
6936,永鴻生技,,,6,250,244,18201,,,,,,18201,, 
6937,天虹,33,35,3,1983,1978,16913,,,,,,16913,, 
6944,兆聯實業,15,41,,673,647,19171,,,,,,19171,, 
6949,沛爾生醫-創,25,24,,5542,5543,16395,,,,2,2,16395,, 
6951,青新-創,1,,,78,79,11500,,,,,,11500,,X 
6952,大武山,,,,44,44,17086,,,,,,17086,, 
6957,裕慶-KY,77,102,,1260,1235,13878,,11,,4,15,13878,3, 
6958,日盛台駿,,,,173,173,100322,,,,,,100322,, 
6962,奕力-KY,231,364,,9164,9031,123099,4,12,,9,17,123099,3, 
6965,中傑-KY,,,,40,40,39084,,,,,,39084,, 
6994,富威電力,358,95,,3249,3512,18540,11,16,,21,26,18540,1, 
7705,三商餐飲,,,,95,95,16516,,,,,,16516,, 
7711,永擎,16,6,,585,595,17925,,,,,,17925,, 
7721,微程式,13,49,,1325,1289,12592,,,,,,12592,, 
7722,LINEPAY,9,12,,863,860,17000,,,,,,17000,, 
7730,暉盛-創,4,8,,584,580,9199,,,,3,3,9199,, 
7732,金興精密,1,,,102,103,16170,,,,,,16170,, 
7736,虎山,,1,,51,50,19000,,,,,,19000,, 
7740,熙特爾-創,21,25,,1787,1783,13300,,,,8,8,13300,, 
7749,意騰-KY,11,44,,1274,1241,11621,,,,1,1,11621,, 
7750,新代,5,7,,645,643,17960,,,,,,17960,, 
7765,中華資安,5,5,,486,486,10170,,,,,,10170,, 
7769,鴻勁,24,42,,267,249,44982,,,,1,1,44982,, 
7786,東方風能,44,16,,203,231,43988,,,,,,43988,, 
7788,松川精密,178,240,,2371,2309,19936,1,,,9,8,19936,1, 
7791,皇家可口,,,,15,15,20000,,,,,,20000,, 
7799,禾榮科,364,309,,1037,1092,39561,1,2,,2,3,39561,, 
8011,台通,58,51,,3572,3579,41480,2,,,11,9,41480,, 
8016,矽創,808,369,,2040,2479,30034,,75,,23,98,30034,1, 
8021,尖點,35,430,4,12305,11906,36681,28,3,47,157,85,36681,154, 
8028,昇陽半導體,354,2076,500,9441,7219,45452,43,39,,61,57,45452,8, 
8033,雷虎,764,1321,5,8876,8314,39239,182,76,9,762,647,39239,1496, 
8039,台虹,367,1266,1,12991,12091,65917,36,5,,44,13,65917,9, 
