股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
3094,聯傑,307,270,,3213,3250,20779,,5,,9,14,20779,, 
3130,一零四,,,,10,10,8297,,,,,,8297,, 
3135,凌航,90,110,,2444,2424,24261,2,3,,99,100,24261,, 
3138,耀登,25,13,5,2839,2846,14099,3,,,18,15,14099,, 
3149,正達,488,834,1,23267,22920,53533,17,41,,325,349,53533,4, 
3150,鈺寶-創,1,,,261,262,11094,,,,,,11094,, 
3164,景岳,,,,287,287,21502,,,,6,6,21502,, 
3167,大量,855,1042,,11304,11117,22568,,,7,7,,22568,,X 
3168,眾福科,5,3,,35,37,18774,,,,,,18774,, 
3189,景碩,78,425,2,19948,19599,131728,13,36,,21,44,131728,225, 
3209,全科,76,59,,5959,5976,58847,,,,11,11,58847,, 
3229,晟鈦,,,,,,,,,,,,,,OX 
3231,緯創,1503,1053,17,45833,46266,795103,,,,,,795103,,X 
3257,虹冠電,1061,651,,3002,3412,19955,2,3,,20,21,19955,21, 
3266,昇陽,,,,385,385,88078,,,,,,88078,, 
3296,勝德,35,57,,1870,1848,24181,,,,3,3,24181,, 
3305,昇貿,242,69,,8061,8234,36161,1,,50,107,56,36161,1, 
3308,聯德,13,11,,688,690,15000,,,,,,15000,, 
3311,閎暉,52,35,,2364,2381,25000,1,4,,3,6,25000,3, 
3312,弘憶股,245,280,,6333,6298,45656,7,1,,87,81,45656,6, 
3321,同泰,,,,,,,,,,,,,,OX 
3338,泰碩,45,30,153,4133,3995,21977,,,,1,1,21977,, 
3346,麗清,329,273,2,3049,3103,30307,1,3,,6,8,30307,, 
3356,奇偶,85,85,,1911,1911,19985,,,,14,14,19985,, 
3376,新日興,343,516,1,12934,12760,48940,28,5,,241,218,48940,, 
3380,明泰,218,301,,5507,5424,135429,,2,,20,22,135429,, 
3406,玉晶光,337,127,4,2691,2897,28185,,5,4,17,18,28185,1, 
3413,京鼎,130,154,,4783,4759,27690,,,,6,6,27690,, 
3416,融程電,89,73,,1389,1405,20124,,1,,59,60,20124,, 
3419,譁裕,,4,1,1118,1113,,,,,,,,,OX 
3432,台端,,,,,,,,,,,,,,OX 
3437,榮創,29,27,,3523,3525,36137,,,,25,25,36137,9, 
3443,創意,344,373,10,4671,4632,33502,30,10,,56,36,33502,, 
3447,展達,20,7,1,2686,2698,19362,,,,,,19362,, 
3450,聯鈞,394,378,3,20346,20359,36420,15,8,,145,138,36420,160, 
3481,群創,38978,35248,110,452052,455672,1997299,509,2631,2,6288,8408,1997299,783, 
3494,誠研,,,,,,,,,,,,,,OX 
3501,維熹,9,10,,1184,1183,29564,,,,,,29564,, 
3504,揚明光,36,48,1,3038,3025,28514,,1,,67,68,28514,, 
3515,華擎,53,9,,1668,1712,30886,,,,4,4,30886,, 
3518,柏騰,169,215,,4417,4371,23391,,1,,53,54,23391,, 
3528,安馳,170,109,1,2392,2452,16659,,,,,,16659,2, 
3530,晶相光,5,8,1,1358,1354,19368,,,,,,19368,, 
3532,台勝科,1972,542,,9340,10770,96962,14,4,,34,24,96962,25, 
3533,嘉澤,17,19,,609,607,28133,,,,,,28133,, 
3535,晶彩科,136,300,3,7406,7239,19763,3,5,,103,105,19763,, 
3543,州巧,161,47,,5438,5552,27565,,16,,,16,27565,, 
3545,敦泰,83,144,14,4540,4465,55614,,5,,32,37,55614,, 
3550,聯穎,587,924,2,15740,15401,26887,14,4,,208,198,26887,21, 
3557,嘉威,1,1,,412,412,17999,,,,,,17999,, 
3563,牧德,109,85,,6010,6034,12300,,1,,5,6,12300,, 
3576,聯合再生,,,,,,,,,,,,,,OX 
3583,辛耘,89,106,,2243,2226,20086,,1,11,81,71,20086,1, 
3588,通嘉,399,285,,1933,2047,15498,,,,,,15498,,X 
3591,艾笛森,819,692,,26661,26788,36346,6,1,,12,7,36346,1, 
3592,瑞鼎,55,50,2,988,991,18963,,,,4,4,18963,1, 
3593,力銘,,,,,,,,,,,,,,OX 
3596,智易,130,203,,1753,1680,55088,2,,,19,17,55088,, 
3605,宏致,1923,2113,,10303,10113,43787,54,1,27,310,230,43787,17, 
3607,谷崧,129,218,,2152,2063,30415,,2,,6,8,30415,1, 
3617,碩天,31,53,5,1999,1972,23691,,,,1,1,23691,1, 
3622,洋華,26,38,,2084,2072,37831,,,,,,37831,1, 
3645,達邁,162,136,7,7669,7688,34188,,,1,4,3,34188,5, 
3652,精聯,5,6,,656,655,18774,,,,10,10,18774,, 
3653,健策,85,23,,2451,2513,36683,1,,,11,10,36683,1, 
3661,世芯-KY,314,252,5,6133,6190,20833,20,3,,90,73,20833,2, 
3665,貿聯-KY,122,49,,3501,3574,48769,1,,,6,5,48769,3, 
3669,圓展,15,14,,907,908,23229,,,,,,23229,, 
3673,TPK-KY,759,502,1,19325,19581,101665,24,,,277,253,101665,14, 
3679,新至陞,4,,,111,115,15755,,,,,,15755,, 
3686,達能,,,,,,,,,,,,,,OX 
3694,海華,391,211,,7632,7812,38732,2,,,27,25,38732,1, 
3701,大眾控,177,125,2,7815,7865,53909,,4,,10,14,53909,, 
3702,大聯大,198,117,,6301,6382,423318,,409,16,3056,3449,423318,, 
3703,欣陸,10,6,,1471,1475,205803,1,,,1,,205803,, 
3704,合勤控,510,453,,6708,6765,103861,,5,,,5,103861,15, 
3705,永信,,1,,425,424,66605,,,,,,66605,, 
3706,神達,1376,1799,12,34868,34433,331803,21,7,,171,157,331803,19, 
3708,上緯投控,38,191,,3643,3490,23071,,45,,19,64,23071,1, 
3711,日月光投控,1566,1092,2,10182,10654,1117643,,19,,10,29,1117643,136, 
3712,永崴投控,24,38,,2876,2862,61560,,,,13,13,61560,, 
3714,富采,275,535,6,31195,30929,166985,22,10,,53,41,166985,3, 
3715,定穎投控,1250,876,1,25810,26183,70893,8,38,,33,63,70893,5, 
3716,中化控股,20,6,,530,544,37441,,,,,,37441,1, 
3717,聯嘉投控,2626,1917,,9701,10410,52737,5,44,,39,78,52737,25, 
4104,佳醫,2,3,,68,67,47091,,,,,,47091,, 
4106,雃博,14,19,,748,743,25227,,,,,,25227,, 
4108,懷特,,,,,,,,,,,,,,OX 
4119,旭富,2,3,,636,635,29877,,,,,,29877,, 
4133,亞諾法,26,21,,1034,1039,15138,,3,,,3,15138,, 
4137,麗豐-KY,5,2,,1097,1100,20623,,,,15,15,20623,, 
4142,國光生,16,11,,6684,6689,107376,,,,20,20,107376,, 
4148,全宇生技-KY,4,2,,443,445,16808,,,,,,16808,,X 
4155,訊映,10,4,,553,559,36171,,,,,,36171,, 
4164,承業醫,14,129,16,7335,7204,47647,,,,1,1,47647,, 
4190,佐登-KY,,1,,316,315,15361,,,,,,15361,, 
4306,炎洲,175,250,,4692,4617,169189,1,,,1,,169189,,X 
4414,如興,23,,,715,738,53409,,,,,,53409,, 
4426,利勤,28,34,,896,890,43169,,,,,,43169,, 
4438,廣越,,1,,982,981,28356,,,,,,28356,, 
4439,冠星-KY,2,,,240,242,9528,,,,,,9528,, 
4440,宜新實業,9,11,,115,113,16899,,,,,,16899,, 
4441,振大環球,21,3,,98,116,17043,,,,,,17043,, 
4526,東台,243,197,,7272,7318,63706,,1,,151,152,63706,1, 
4532,瑞智,665,861,,3221,3025,123723,,11,,47,58,123723,, 
4536,拓凱,34,15,13,812,818,22705,,,,,,22705,, 
4540,全球傳動,262,501,1,5994,5754,28796,10,21,,59,70,28796,2, 
4545,銘鈺,31,28,,1295,1298,19250,,,,6,6,19250,, 
4551,智伸科,591,382,8,4291,4492,28805,,13,,88,101,28805,222, 
4552,力達-KY,21,,,2070,2091,29000,,,,,,29000,, 
4555,氣立,22,27,,3080,3075,17496,,,,31,31,17496,, 
4557,永新-KY,5,2,,341,344,11992,,,,,,11992,, 
4560,強信-KY,8,,,255,263,17024,,,,,,17024,, 
4562,穎漢,40,44,,2141,2137,21886,3,2,,131,130,21886,, 
4564,元翎,1310,674,,10607,11243,58197,,8,,16,24,58197,10, 
4566,時碩工業,124,114,8,3927,3929,27498,,10,,12,22,27498,, 
4569,六方科-KY,7,23,,808,792,7650,2,,,3,1,7650,, 
4571,鈞興-KY,78,33,3,1179,1221,13254,,1,,,1,13254,, 
4572,駐龍,5,2,,317,320,10000,,,,,,10000,, 
4576,大銀微系統,388,293,7,2858,2946,29950,,,,,,29950,,X 
4581,光隆精密-KY,,,,45,45,8474,,,,,,8474,, 
4583,台灣精銳,24,9,3,3601,3613,20042,,,,5,5,20042,, 
4585,達明,37,107,,717,647,26152,3,5,,73,75,26152,, 
4588,玖鼎電力,1,2,,443,442,10746,,,,,,10746,, 
4720,德淵,133,218,1,4189,4103,28629,,,,,,28629,,X 
4722,國精化,124,240,,13643,13527,25881,19,12,,159,152,25881,, 
4736,泰博,2,4,,247,245,23843,,,,,,23843,, 
4737,華廣,20,8,,1276,1288,19349,,,,,,19349,, 
4739,康普,393,250,2,10149,10290,30375,,11,,111,122,30375,3, 
4746,台耀,130,161,,2091,2060,30063,,,,,,30063,, 
4755,三福化,334,69,,1339,1604,25176,,3,,,3,25176,3, 
4763,材料*-KY,1048,1531,4,45106,44619,247286,1,,,102,101,247286,, 
4764,雙鍵,120,119,,7566,7567,21385,,1,,6,7,21385,30, 
4766,南寶,53,19,,1330,1364,30142,,,,6,6,30142,, 
4770,上品,13,15,,1030,1028,19994,,,,5,5,19994,, 
4771,望隼,30,7,,489,512,14679,,,,2,2,14679,, 
4807,日成-KY,4,11,,1425,1418,12249,1,6,,3,8,12249,, 
4904,遠傳,237,7,1,93,322,878566,,,,,,878566,,X 
4906,正文,901,406,,31755,32250,112961,27,,,141,114,112961,, 
4912,聯德控股-KY,58,52,2,3857,3861,16748,,,,,,16748,, 
4915,致伸,114,391,1,4372,4094,117970,,2,,6,8,117970,, 
4916,事欣科,561,762,2,9079,8876,31020,3,1,,187,185,31020,3, 
4919,新唐,1243,950,1,19106,19398,104941,33,18,5,1270,1250,104941,8, 
4927,泰鼎-KY,206,213,,33640,33633,66234,13,13,,916,916,66234,3, 
4930,燦星網,114,106,,3708,3716,20000,,,,,,20000,, 
4934,太極,,,,,,,,,,,,,,OX 
4935,茂林-KY,3,2,,671,672,32216,,,,,,32216,, 
4938,和碩,148,509,,7260,6899,670511,,1,,8,9,670511,4, 
4942,嘉彰,4,1,,612,615,35591,,,,,,35591,, 
4943,康控-KY,,,,,,,,,,,,,,OX 
4949,有成精密,56,26,,3148,3178,16930,2,5,,139,142,16930,, 
4952,凌通,85,118,,1687,1654,27203,,,,7,7,27203,, 
4956,光鋐,138,216,3,7043,6962,25102,1,,,50,49,25102,, 
4958,臻鼎-KY,1636,2190,8,31709,31147,269855,137,25,,384,272,269855,18, 
4960,誠美材,139,181,,17919,17877,142926,28,27,,126,125,142926,1, 
4961,天鈺,120,147,,1688,1661,30313,3,1,,11,9,30313,, 
4967,十銓,153,119,1,9521,9554,23517,9,254,10,292,527,23517,, 
4968,立積,172,246,1,5984,5909,23052,22,,,22,,23052,,X 
4976,佳凌,225,228,,5119,5116,35337,5,4,,111,110,35337,6, 
4977,眾達-KY,53,112,13,7705,7633,20047,38,5,,182,149,20047,, 
4989,榮科,4449,2749,23,20719,22396,34444,600,72,,1145,617,34444,51, 
4994,傳奇,7,2,2,2647,2650,16595,,,,1,1,16595,, 
4999,鑫禾,19,2,,387,404,18604,,,,,,18604,,X 
5007,三星,,1,,10,9,73735,,,,,,73735,, 
5203,訊連,2,41,,1329,1290,19835,,,,7,7,19835,, 
5215,科嘉-KY,2,1,,790,791,16084,,,,,,16084,,X 
5222,全訊,151,79,,2112,2184,22773,,2,,19,21,22773,, 
5225,東科-KY,13,20,1,1578,1570,19784,,,,14,14,19784,, 
5234,達興材料,47,51,1,1513,1508,25678,,,,37,37,25678,1, 
5243,乙盛-KY,230,87,,11211,11354,42132,,,,23,23,42132,4, 
5244,弘凱,17,12,,2879,2884,17060,,,,,,17060,, 
5258,虹堡,83,43,1,4223,4262,27591,,,,4,4,27591,, 
5269,祥碩,55,96,1,2359,2317,18539,,,,20,20,18539,, 
5283,禾聯碩,10,18,,125,117,21900,,,,,,21900,, 
5284,jpp-KY,130,130,,4152,4152,13223,,,,,,13223,,X 
5285,界霖,1558,678,,5313,6193,25510,4,16,,21,33,25510,7, 
5288,豐祥-KY,9,13,,2275,2271,17424,,,,,,17424,, 
5292,華懋,7,22,,1017,1002,10527,,,,,,10527,,X 
5306,桂盟,,2,,467,465,31500,,,,,,31500,, 
5388,中磊,75,188,,6365,6252,76085,,,,13,13,76085,1, 
5434,崇越,13,37,5,876,847,48470,,,,,,48470,, 
5469,瀚宇博,195,455,,15572,15312,121541,,,,,,121541,,X 
5471,松翰,308,518,,4304,4094,41969,,6,,13,19,41969,3, 
5484,慧友,,,,,,,,,,,,,,OX 
5515,建國,1,48,,1774,1727,50400,,,,60,60,50400,, 
5519,隆大,42,10,,759,791,54799,,,,,,54799,,X 
5521,工信,63,68,,14673,14668,123070,7,,,7,,123070,5, 
5522,遠雄,7,8,,1127,1126,195399,,,,19,19,195399,, 
5525,順天,,,,368,368,79526,,,,,,79526,, 
5531,鄉林,118,20,,3141,3239,244397,,,,12,12,244397,, 
5533,皇鼎,,,,574,574,71311,,,,,,71311,,X 
5534,長虹,4,13,,4215,4206,78831,,,,14,14,78831,, 
5538,東明-KY,1,1,,14,14,50300,,,,,,50300,, 
5546,永固-KY,2,2,,28,28,20588,,,,,,20588,, 
5607,遠雄港,47,17,,1411,1441,92638,,,,,,92638,, 
5608,四維航,34,109,,4735,4660,97319,,,,1,1,97319,, 
5706,鳳凰,1,5,1,796,791,21227,,,,30,30,21227,, 
5871,中租-KY,90,203,,4763,4650,427855,,,,38,38,427855,, 
5876,上海商銀,193,6,,1398,1585,1215400,,,,1,1,1215400,, 
5880,合庫金,24,93,,2602,2533,3920234,,,,28,28,3920234,, 
5906,台南-KY,,,,26,26,8935,,,,,,8935,, 
5907,大洋-KY,27,262,,5787,5552,48882,20,,,20,,48882,, 
6005,群益證,212,262,5,5640,5585,542727,9,1,,25,17,542727,1, 
6024,群益期,21,1,,169,189,62484,,,,,,62484,, 
6108,競國,36,26,,1551,1561,38623,,,,,,38623,, 
6112,邁達特,23,52,3,3468,3436,30589,,2,,9,11,30589,, 
6115,鎰勝,4,12,,105,97,46915,,,,,,46915,,X 
6116,彩晶,2073,1609,6,44079,44537,714663,265,613,,10531,10879,714663,11, 
6117,迎廣,15,6,1,2637,2645,23146,,,,29,29,23146,, 
6120,達運,108,218,,7603,7493,149749,,48,,4,52,149749,2, 
6128,上福,15,1,,1124,1138,31897,,,,,,31897,, 
6133,金橋,712,427,,3341,3626,29251,5,22,,35,52,29251,30, 
6136,富爾特,5,1,,2747,2751,28884,,,,,,28884,, 
6139,亞翔,151,232,,6690,6609,58893,5,11,,144,150,58893,, 
6141,柏承,,,,46,46,,,,,,,,,OX 
6142,友勁,,,,,,,,,,,,,,OX 
6152,百一,,,,,,,,,,,,,,OX 
6153,嘉聯益,411,281,5,13458,13583,136837,2,7,,183,188,136837,11, 
6155,鈞寶,273,503,1,4530,4299,22005,,12,,,12,22005,69, 
6164,華興,801,1403,,4401,3799,20000,102,136,,121,155,20000,3, 
6165,浪凡,197,98,,8651,8750,19438,,,,1,1,19438,10, 
6166,凌華,43,92,,3741,3692,50767,,,1,1,,50767,,X 
6168,宏齊,256,187,,5135,5204,51440,,64,,494,558,51440,1, 
6176,瑞儀,307,547,10,7368,7118,116256,,1,,12,13,116256,16, 
6177,達麗,2,93,1,3234,3142,117972,,,,3,3,117972,, 
6183,關貿,,,,9,9,37500,,,,,,37500,, 
6184,大豐電,,1,,529,528,40531,,,,,,40531,, 
6189,豐藝,34,43,,2528,2519,65944,,,,3,3,65944,, 
6191,精成科,799,1451,,24651,23999,124825,,,1,1,,124825,,X 
6192,巨路,4,4,,855,855,24038,,,,,,24038,, 
6196,帆宣,140,194,,1923,1869,55082,1,1,,6,6,55082,, 
6197,佳必琪,168,132,,5091,5127,30552,2,13,,286,297,30552,3, 
6201,亞弘電,,,,29,29,22300,,,,,,22300,, 
6202,盛群,972,847,1,5664,5788,56542,,4,,37,41,56542,19, 
6205,詮欣,112,363,,5803,5552,20558,2,,,5,3,20558,, 
6206,飛捷,77,48,,1820,1849,35765,,,,,,35765,, 
6209,今國光,589,467,2,14891,15011,45296,4,11,,124,131,45296,3, 
6213,聯茂,3131,2873,2,15544,15800,90890,121,95,,443,417,90890,39, 
6214,精誠,93,81,2,1864,1874,68060,,1,,1,2,68060,, 
6215,和椿,232,229,,5992,5995,20697,81,,,253,172,20697,, 
6216,居易,27,6,,697,718,24324,,,,1,1,24324,, 
6224,聚鼎,402,201,2,2761,2960,21411,9,2,,42,35,21411,1, 
6225,天瀚,,,,,,,,,,,,,,OX 
6226,光鼎,1020,456,,2159,2723,28883,736,,1,1322,585,28883,, 
6230,尼得科超眾,3,4,,470,469,21585,,,,,,21585,, 
6235,華孚,961,386,2,4712,5285,49976,,13,,22,35,49976,58, 
6239,力成,2772,2732,9,27691,27722,189786,10,2,,140,132,189786,32, 
6243,迅杰,74,62,20,1487,1479,11317,2,4,,14,16,11317,83, 
6257,矽格,2348,1505,1,9378,10220,120978,,,,,,120978,, 
6269,台郡,317,318,,11043,11042,80957,12,11,1,463,461,80957,1, 
6271,同欣電,3067,2414,,13001,13654,52264,18,31,,113,126,52264,40, 
6277,宏正,3,,,186,189,29867,,,,,,29867,, 
6278,台表科,1120,968,,12199,12351,73099,,,,,,73099,,X 
6281,全國電,1,,,61,62,24793,,,,,,24793,, 
6282,康舒,1302,1994,2,32040,31346,214007,15,33,,623,641,214007,31, 
6283,淳安,24,2,,2563,2585,20632,,,,1,1,20632,, 
6285,啟碁,465,467,,16895,16893,120915,2,12,,27,37,120915,1, 
6405,悅城,126,149,,7148,7125,16450,3,,,113,110,16450,1, 
6409,旭隼,95,149,,1281,1227,22063,4,8,,32,36,22063,1, 
6412,群電,429,300,,2989,3118,100192,4,7,,8,11,100192,, 
6414,樺漢,46,76,1,1194,1163,37252,,40,11,230,259,37252,, 
6415,矽力*-KY,338,368,,6264,6234,97159,,2,,103,105,97159,237, 
6416,瑞祺電通,76,61,,3156,3171,18337,,,,5,5,18337,, 
6426,統新,62,438,,2997,2621,9627,6,2,,15,11,9627,, 
6431,光麗-KY,,,,,,,,,,,,,,OX 
6438,迅得,52,88,,4361,4325,20551,,,,14,14,20551,, 
6442,光聖,68,98,6,5169,5133,20025,2,,3,10,5,20025,, 
6443,元晶,,44,1,17833,17788,,,,,520,520,,,OX 
6446,藥華藥,246,157,4,7982,8067,95401,,,3,3,,95401,,X 
6449,鈺邦,367,294,,3221,3294,22971,5,14,,18,27,22971,1, 
6451,訊芯-KY,328,344,38,9949,9895,28334,33,29,,195,191,28334,3, 
6456,GIS-KY,401,942,1,12995,12453,84484,4,34,,306,336,84484,9, 
6464,台數科,2,,,,2,32195,,,,,,32195,, 
6472,保瑞,133,121,,3683,3695,31935,1,2,,8,9,31935,, 
6477,安集,660,720,,3839,3779,30946,23,,,23,,30946,,X 
6491,晶碩,200,396,,1076,880,19500,,,,,,19500,2, 
6504,南六,2,,,122,124,18150,,,,,,18150,, 
6505,台塑化,712,1205,60,9764,9211,2381489,,13,,35,48,2381489,4, 
6515,穎崴,58,17,1,371,411,9098,6,,,6,,9098,, 
6525,捷敏-KY,851,140,1,3626,4336,32261,55,67,1,224,235,32261,, 
6526,達發,81,53,,1598,1626,41876,,,,,,41876,, 
6531,愛普*,245,283,2,9603,9563,40774,5,2,,18,15,40774,3, 
6533,晶心科,32,46,,2335,2321,12662,,,,16,16,12662,, 
6534,正瀚-創,1,1,3369,5583,2214,25700,,,,,,25700,, 
6541,泰福-KY,10,24,,3865,3851,66246,,,,,,66246,, 
6550,北極星藥業-KY,,,,,,,,,,,,,,OX 
6552,易華電,,34,,1204,1170,20750,,,,18,18,20750,, 
6558,興能高,67,100,25,3853,3795,21622,,,,14,14,21622,, 
6573,虹揚-KY,,,,,,,,,,,,,,OX 
6579,研揚,23,74,,1089,1038,42362,,,,,,42362,, 
6581,鋼聯,,,,6,6,27817,,,,,,27817,, 
6582,申豐,2,,,354,356,26543,,,,,,26543,, 
6585,鼎基,42,65,,2877,2854,18033,1,,3,89,85,18033,, 
6589,台康生技,129,191,,3225,3163,62967,,,,24,24,62967,1, 
6591,動力-KY,36,52,,2431,2415,10280,,,,,,10280,, 
6592,和潤企業,34,27,,639,646,155787,8,,,9,1,155787,, 
6598,ABC-KY,,,,,,,,,,,,,,OX 
6605,帝寶,36,41,,2312,2307,41454,,,,,,41454,,X 
6606,建德工業,,,,512,512,27575,,,,,,27575,, 
6614,資拓宏宇,,,,54,54,20165,,,,,,20165,, 
6625,必應,7,8,,947,946,14493,,,,,,14493,, 
6641,基士德-KY,46,17,,110,139,9125,,,,,,9125,,X 
6645,金萬林-創,,,,12,12,,,,,,,,,OX 
6655,科定,,,,,,20142,,,,,,20142,,X 
6657,華安,,1,,1499,1498,,,,,,,,,OX 
6658,聯策,92,120,,2321,2293,9092,7,,,20,13,9092,, 
6666,羅麗芬-KY,7,1,,328,334,11847,,,,,,11847,, 
6668,中揚光,88,41,,2999,3046,19957,,,,,,19957,, 
6669,緯穎,110,152,,2199,2157,46655,4,,15,32,13,46655,, 
6670,復盛應用,4,9,,461,456,34846,,,,3,3,34846,, 
6671,三能-KY,,1,,47,46,15187,,,,,,15187,, 
6672,騰輝電子-KY,454,489,3,5731,5693,20405,12,41,5,105,129,20405,4, 
6674,鋐寶科技,,,,293,293,17174,,,,,,17174,, 
6689,伊雲谷,8,16,6,1464,1450,17000,,,,,,17000,, 
6691,洋基工程,70,40,,1514,1544,30371,,,,27,27,30371,, 
6695,芯鼎,306,98,,3497,3705,21619,11,2,,63,54,21619,2, 
6698,旭暉應材,195,55,,2260,2400,16597,,,,,,16597,2, 
6706,惠特,113,122,16,10358,10333,19637,8,36,,104,132,19637,1, 
6715,嘉基,107,54,,5503,5556,17068,,,,,,17068,22, 
6719,力智,1037,1183,1,6003,5856,21120,1,8,,11,18,21120,10, 
6742,澤米,163,309,1,3450,3303,17816,17,,,140,123,17816,7, 
6743,安普新,14,11,,629,632,37500,,,,,,37500,, 
6753,龍德造船,1293,534,,4656,5415,29313,19,42,,45,68,29313,43, 
6754,匯僑設計,2,3,,132,131,16500,,,,,,16500,, 
6756,威鋒電子,10,4,,748,754,17497,,,,1,1,17497,, 
6757,台灣虎航,83,83,,3629,3629,114882,,,,19,19,114882,2, 
6768,志強-KY,4,12,,1333,1325,50023,,,,2,2,50023,, 
6770,力積電,7939,4301,31,173408,177015,1176926,319,95,16,3280,3040,1176926,155, 
6771,平和環保-創,3,,,76,79,7794,,,,,,7794,, 
6776,展碁國際,1,6,,1012,1007,22895,,,,,,22895,, 
6781,AES-KY,346,281,,2904,2969,21354,,,,,,21354,,X 
6782,視陽,19,30,,510,499,15750,,,,,,15750,, 
6789,采鈺,103,133,1,7605,7574,79574,5,,,12,7,79574,, 
6790,永豐實,15,,,443,458,66782,,,,,,66782,,X 
6792,詠業,53,59,,335,329,11968,,,,,,11968,, 
6794,向榮生技,2,1,,257,258,12109,,,,,,12109,, 
6796,晉弘,4,,,516,520,10058,,,,,,10058,, 
6799,來頡,46,178,,2262,2130,10913,,2,,2,4,10913,1, 
6805,富世達,181,107,4,2627,2697,17138,1,2,,14,15,17138,, 
6807,峰源-KY,1,,,136,137,13500,,,,,,13500,, 
6830,汎銓,61,83,1,4113,4090,13361,8,2,37,164,121,13361,, 
6834,天二科技,30,74,,4750,4706,22117,1,2,,506,507,22117,44, 
6835,圓裕,1,1,,847,847,16543,,,,,,16543,, 
6838,台新藥,,,,2667,2667,,,,,,,,,OX 
6854,錼創科技-KY創,6,1,1,3644,3648,29419,,,,,,29419,, 
6861,睿生光電,72,51,,3308,3329,10399,,1,,7,8,10399,, 
6862,三集瑞-KY,93,100,,1554,1547,12500,,,,,,12500,, 
6863,永道-KY,3,9,,953,947,18722,,,,1,1,18722,, 
6869,雲豹能源,51,41,1,3335,3344,34457,3,1,,15,13,34457,, 
6873,泓德能源,84,85,11,4003,3991,34591,,23,,10,33,34591,, 
6885,全福生技,8,51,,2477,2434,33254,,,,,,33254,4, 
6887,寶綠特-KY,1,,,1121,1122,18537,,,,,,18537,, 
6890,來億-KY,42,136,,975,881,62350,1,2,,9,10,62350,,X 
6901,鑽石投資,688,234,,5006,5460,213340,1,5,,108,112,213340,1, 
6902,GOGOLOOK,11,8,,583,586,8882,1,,,3,2,8882,, 
6906,現觀科,27,37,,575,565,8384,,,,,,8384,, 
6909,創控,136,98,,1940,1978,16805,2,1,,18,17,16805,2, 
6914,阜爾運通,,,,339,339,16556,,,,,,16556,, 
6916,華凌,9,6,,431,434,16875,,,,,,16875,, 
6918,愛派司,19,1,,81,99,8642,,,,,,8642,, 
6919,康霈*,,,,,,,,,,,,,,OX 
6923,中台,10,42,,1991,1959,22872,,,,,,22872,, 
6928,攸泰科技,92,303,6,1193,976,21500,,,,11,11,21500,, 
6931,青松健康,3,,,142,145,16538,,,,,,16538,, 
6933,AMAX-KY,9,12,,735,732,10596,,,,,,10596,, 
6936,永鴻生技,,,,250,250,18201,,,,,,18201,, 
6937,天虹,31,67,4,2023,1983,16913,,,,,,16913,,X 
6944,兆聯實業,19,18,2,674,673,19171,,,,,,19171,, 
6949,沛爾生醫-創,22,25,,5545,5542,16395,,,,2,2,16395,, 
6951,青新-創,,,,78,78,11500,,,,,,11500,,X 
6952,大武山,,,,44,44,17086,,,,,,17086,, 
6957,裕慶-KY,134,50,,1176,1260,13878,,4,,,4,13878,, 
6958,日盛台駿,4,,,169,173,100322,,,,,,100322,, 
6962,奕力-KY,206,283,17,9258,9164,123099,,,,9,9,123099,1, 
6965,中傑-KY,,,,40,40,39084,,,,,,39084,, 
6994,富威電力,341,59,3,2970,3249,18540,,11,,10,21,18540,, 
7705,三商餐飲,3,,,92,95,16516,,,,,,16516,, 
7711,永擎,7,15,,593,585,17925,,,,,,17925,, 
7721,微程式,23,11,,1313,1325,12592,,,,,,12592,, 
7722,LINEPAY,5,21,,879,863,17000,,,,,,17000,, 
7730,暉盛-創,7,1,,578,584,9199,,,,3,3,9199,, 
7732,金興精密,,,,102,102,16170,,,,,,16170,, 
7736,虎山,1,1,,51,51,19000,,,,,,19000,, 
7740,熙特爾-創,15,,,1772,1787,13300,,3,,5,8,13300,, 
7749,意騰-KY,12,46,2,1310,1274,11621,,,,1,1,11621,, 
7750,新代,3,9,,651,645,17960,,,,,,17960,, 
7765,中華資安,2,,,484,486,10170,,,,,,10170,, 
7769,鴻勁,3,6,,270,267,44982,,,,1,1,44982,1, 
7786,東方風能,3,44,,244,203,43988,,,,,,43988,, 
7788,松川精密,236,346,,2481,2371,19936,,3,,6,9,19936,2, 
7791,皇家可口,,1,,16,15,20000,,,,,,20000,, 
7799,禾榮科,162,110,,985,1037,39561,,1,,1,2,39561,, 
8011,台通,17,38,,3593,3572,41480,2,,,13,11,41480,, 
8016,矽創,131,139,,2048,2040,30034,,14,,9,23,30034,1, 
8021,尖點,21,79,1,12364,12305,36681,110,,,267,157,36681,24, 
8028,昇陽半導體,842,927,,9526,9441,45452,16,2,10,85,61,45452,3, 
8033,雷虎,1232,1979,,9623,8876,39239,50,190,,622,762,39239,2158, 
8039,台虹,665,1027,2,13355,12991,65917,1,10,,35,44,65917,9, 
8045,達運光電,31,8,,4795,4818,23760,,,,2,2,23760,, 
8046,南電,1004,1326,,11009,10687,161541,159,47,1,355,242,161541,13, 
8070,長華*,636,708,15,8084,7997,181412,,10,,7,17,181412,9, 
8072,陞泰,45,3,,1864,1906,20000,,,,,,20000,, 
