股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
3714,富采,423,545,18,33555,33415,166985,15,10,,528,523,166985,3, 
3715,定穎投控,669,821,142,29380,29086,70893,28,26,1,196,193,70893,5, 
3716,中化控股,3,29,,616,590,37441,,,,,,37441,, 
3717,聯嘉投控,102,189,2,9313,9224,52017,1,25,,876,900,52017,, 
4104,佳醫,9,,,153,162,47091,,,,1,1,47091,, 
4106,雃博,7,,,503,510,25227,,,,,,25227,, 
4108,懷特,,,,,,,,,,,,,,OX 
4119,旭富,9,3,1,715,720,29877,,,,1,1,29877,, 
4133,亞諾法,4,1,,1028,1031,15138,,,,,,15138,, 
4137,麗豐-KY,23,10,,1039,1052,20623,,,,,,20623,, 
4142,國光生,62,28,132,7044,6946,107376,,,,,,107376,, 
4148,全宇生技-KY,1,5,,505,501,16808,,,,,,16808,, 
4155,訊映,7,80,1,1036,962,36203,,,,2,2,36203,, 
4164,承業醫,10,,,7299,7309,47647,,,,2,2,47647,, 
4190,佐登-KY,,2,,298,296,15361,,,,,,15361,, 
4306,炎洲,32,33,,4360,4359,169189,,,,,,169189,, 
4414,如興,12,17,,871,866,53409,,,,,,53409,, 
4426,利勤,15,16,,1343,1342,43169,,,,,,43169,, 
4438,廣越,2,5,,799,796,28356,,,,,,28356,, 
4439,冠星-KY,12,19,,234,227,9528,,,,,,9528,, 
4440,宜新實業,1,5,,88,84,16899,,,,,,16899,, 
4441,振大環球,18,1,,127,144,17043,,,,,,17043,, 
4526,東台,301,213,7,8227,8308,63706,74,3,,230,159,63706,3, 
4532,瑞智,34,4,,2897,2927,123723,,,,1,1,123723,, 
4536,拓凱,23,10,,949,962,22705,,,,,,22705,, 
4540,全球傳動,1133,1867,14,9569,8821,28796,65,18,,125,78,28796,23, 
4545,銘鈺,36,13,,1207,1230,19250,1,,,1,,19250,, 
4551,智伸科,20,56,,1620,1584,28805,,,,23,23,28805,, 
4552,力達-KY,2,,,2190,2192,29000,,,,,,29000,, 
4555,氣立,24,25,,2522,2521,17496,3,1,,17,15,17496,, 
4557,永新-KY,,3,,406,403,11992,,,,8,8,11992,, 
4560,強信-KY,,,,273,273,17024,,,,,,17024,, 
4562,穎漢,114,97,2,2824,2839,21886,27,1,6,158,126,21886,1, 
4564,元翎,38,36,,11991,11993,58197,1,,,1,,58197,, 
4566,時碩工業,83,100,16,4938,4905,27498,,,,56,56,27498,, 
4569,六方科-KY,31,21,,866,876,7650,,,,,,7650,, 
4571,鈞興-KY,250,209,36,2756,2761,13254,1,,,5,4,13254,3, 
4572,駐龍,1,1,,288,288,10000,,,,,,10000,, 
4576,大銀微系統,255,490,3,4140,3902,29950,26,9,,291,274,29950,2, 
4581,光隆精密-KY,,,,80,80,8474,,,,,,8474,, 
4583,台灣精銳,53,25,2,3928,3954,20042,,,,27,27,20042,, 
4585,達明,52,56,,488,484,26152,,,,,,26152,, 
4588,玖鼎電力,3,,,380,383,10746,,,,4,4,10746,, 
4720,德淵,171,328,,5068,4911,28629,3,2,,40,39,28629,4, 
4722,國精化,871,853,,16381,16399,25696,86,55,,275,244,25696,, 
4736,泰博,3,,1,273,275,23843,,,,,,23843,, 
4737,華廣,19,,,690,709,19349,,,,,,19349,, 
4739,康普,320,243,8,6497,6566,30375,14,4,,100,90,30375,5, 
4746,台耀,13,18,1,2348,2342,30063,,,,2,2,30063,, 
4755,三福化,30,24,,1604,1610,25176,,,,,,25176,, 
4763,材料*-KY,506,198,18,46409,46699,247286,3,42,,30,69,247286,, 
4764,雙鍵,121,62,,5396,5455,21385,,10,,4,14,21385,62, 
4766,南寶,30,58,,2950,2922,30142,,,,,,30142,1, 
4770,上品,3,20,1,1312,1294,19994,,,,3,3,19994,, 
4771,望隼,19,41,1,473,450,14677,,,,,,14677,, 
4807,日成-KY,63,18,,967,1012,12249,,1,,,1,12249,, 
4904,遠傳,5,50,,645,600,878396,,,,,,878396,, 
4906,正文,765,909,,29641,29497,111702,16,13,17,618,598,111702,2, 
4912,聯德控股-KY,14,100,,4078,3992,16748,,,,12,12,16748,, 
4915,致伸,39,207,2,5607,5437,117970,,,,13,13,117970,1, 
4916,事欣科,2256,2583,,8952,8625,30976,163,474,,232,543,30976,34, 
4919,新唐,3872,2499,2,20316,21687,104941,103,676,,4714,5287,104941,23, 
4927,泰鼎-KY,539,628,,34449,34360,66234,43,17,,485,459,66234,5, 
4930,燦星網,,,,3567,3567,20000,,,,,,20000,, 
4934,太極,,,,,,,,,,,,,,OX 
4935,茂林-KY,30,,1,397,426,32216,,,,,,32216,, 
4938,和碩,107,76,1,5483,5513,670541,,2,,18,20,670541,1, 
4942,嘉彰,2,3,,751,750,35591,,,,,,35591,, 
4943,康控-KY,,,,,,,,,,,,,,OX 
4949,有成精密,69,90,,4196,4175,16930,15,3,,221,209,16930,2, 
4952,凌通,24,45,,1665,1644,27203,,,,2,2,27203,, 
4956,光鋐,185,256,2,6633,6560,25102,2,3,,114,115,25102,12, 
4958,臻鼎-KY,2179,3492,21,28078,26744,267649,70,215,,764,909,267649,103, 
4960,誠美材,598,919,32,20740,20387,142926,142,34,,435,327,142926,6, 
4961,天鈺,149,167,3,2090,2069,30313,,,,11,11,30313,, 
4967,十銓,349,357,,10415,10407,22196,43,69,94,807,739,22196,2, 
4968,立積,90,43,2,6404,6449,23052,,3,,38,41,23052,, 
4976,佳凌,47,43,,4526,4530,35337,,14,,32,46,35337,, 
4977,眾達-KY,349,199,3,8385,8532,20047,14,14,,86,86,20047,6, 
4989,榮科,1665,527,,17712,18850,34444,35,36,,146,147,34444,25, 
4994,傳奇,3,,,2423,2426,16595,,,,,,16595,, 
4999,鑫禾,,,,351,351,18604,,,,,,18604,, 
5007,三星,1,,,8,9,73735,,,,,,73735,, 
5203,訊連,3,101,,1444,1346,19835,,,,2,2,19835,, 
5215,科嘉-KY,39,18,,884,905,16084,,,,1,1,16084,, 
5222,全訊,24,39,,2130,2115,22773,,,,19,19,22773,, 
5225,東科-KY,2,6,1,1586,1581,19784,,,,21,21,19784,, 
5234,達興材料,15,32,,1637,1620,25678,,,,16,16,25678,5, 
5243,乙盛-KY,1530,980,1,10846,11395,42132,33,16,,85,68,42132,45, 
5244,弘凱,7,16,1,3148,3138,17060,,,,12,12,17060,, 
5258,虹堡,893,176,,4931,5648,27591,1,65,,24,88,27591,3, 
5269,祥碩,132,94,,3311,3349,18694,4,1,,16,13,18694,, 
5283,禾聯碩,,,,111,111,21900,,,,,,21900,, 
5284,jpp-KY,114,109,1,4939,4943,13223,2,,,28,26,13223,, 
5285,界霖,525,402,,5035,5158,25510,,13,,1,14,25510,10, 
5288,豐祥-KY,4,19,,2037,2022,17428,,,,,,17428,, 
5292,華懋,10,21,,1396,1385,10527,,,,1,1,10527,, 
5306,桂盟,2,4,,474,472,31500,,,,,,31500,, 
5388,中磊,235,830,1,7103,6507,76085,,2,,8,10,76085,15, 
5434,崇越,6,9,,625,622,48414,,,,27,27,48414,, 
5469,瀚宇博,60,153,2,15993,15898,121541,5,13,6,72,74,121541,, 
5471,松翰,840,190,8,3942,4584,41969,3,4,,15,16,41969,1, 
5484,慧友,,,,,,,,,,,,,,OX 
5515,建國,21,10,,1725,1736,50400,,2,,1,3,50400,, 
5519,隆大,2,,,780,782,54799,,,,,,54799,, 
5521,工信,158,222,15,15214,15135,123070,,,,7,7,123070,, 
5522,遠雄,3,1,,960,962,195399,,1,,1,2,195399,, 
5525,順天,3,,,384,387,79526,,,,,,79526,, 
5531,鄉林,58,15,10,2749,2782,244397,,,,,,244397,, 
5533,皇鼎,23,8,,734,749,71311,,,,,,71311,, 
5534,長虹,47,7,,3622,3662,78831,,,,14,14,78831,, 
5538,東明-KY,,6,,32,26,50300,,,,,,50300,, 
5546,永固-KY,,,,17,17,20588,,,,,,20588,, 
5607,遠雄港,15,11,,1401,1405,92638,,,,,,92638,, 
5608,四維航,14,,3,5003,5014,97319,,,,2,2,97319,, 
5706,鳳凰,2,1,,956,957,21227,,,,,,21227,, 
5871,中租-KY,35,382,,5793,5446,427855,1,,,4,3,427855,, 
5876,上海商銀,43,21,,988,1010,1215400,,,,1,1,1215400,, 
5880,合庫金,28,7,4,2051,2068,3920234,,,,23,23,3920234,, 
5906,台南-KY,,,,245,245,8935,,,,,,8935,, 
5907,大洋-KY,108,61,,5632,5679,48882,,,,1,1,48882,, 
6005,群益證,33,92,,5248,5189,542727,,2,,62,64,542727,, 
6024,群益期,,,,171,171,62484,,,,,,62484,, 
6108,競國,83,45,,2413,2451,38623,,,,2,2,38623,3, 
6112,邁達特,6,7,,3361,3360,30589,,,,5,5,30589,, 
6115,鎰勝,2,,,57,59,46915,,,,,,46915,, 
6116,彩晶,831,616,15,32467,32667,714663,144,86,7,796,731,714663,18, 
6117,迎廣,8,21,,3792,3779,23140,,,,74,74,23140,, 
6120,達運,47,50,,8622,8619,149749,,3,,6,9,149749,, 
6128,上福,6,16,,116,106,31897,,,,,,31897,, 
6133,金橋,783,635,,3316,3464,29251,,38,,11,49,29251,32, 
6136,富爾特,70,51,,2959,2978,28884,,,,2,2,28884,1, 
6139,亞翔,1102,251,2,5420,6269,58893,5,1,,71,67,58893,5, 
6141,柏承,,,,54,54,,,,,,,,,OX 
6142,友勁,,,,,,,,,,,,,,OX 
6152,百一,,,,,,,,,,,,,,OX 
6153,嘉聯益,126,45,,8825,8906,136837,18,3,,159,144,136837,1, 
6155,鈞寶,589,536,,3192,3245,22005,1,95,,26,120,22005,13, 
6164,華興,15,9,,4186,4192,20000,,,,2,2,20000,, 
6165,浪凡,18,8,,8838,8848,19438,,,,,,19438,, 
6166,凌華,424,279,6,4333,4472,50767,1,1,,45,45,50767,, 
6168,宏齊,114,73,1,4219,4259,51440,1,1,,7,7,51440,, 
6176,瑞儀,169,301,26,6113,5955,116256,3,3,,7,7,116256,1, 
6177,達麗,38,10,,3000,3028,117972,1,,,4,3,117972,, 
6183,關貿,,,,13,13,37500,,,,,,37500,, 
6184,大豐電,3,,,480,483,40531,,,,,,40531,, 
6189,豐藝,225,124,2,2160,2259,65944,1,1,,5,5,65944,4, 
6191,精成科,243,370,5,23940,23808,124825,5,2,,37,34,124825,3, 
6192,巨路,13,6,,880,887,24038,,,,,,24038,, 
6196,帆宣,71,95,,1886,1862,55082,1,,,32,31,55082,, 
6197,佳必琪,90,70,,4574,4594,30521,,2,,48,50,30521,, 
6201,亞弘電,,,,30,30,22300,,,,,,22300,, 
6202,盛群,315,242,5,4324,4392,56542,2,3,,15,16,56542,, 
6205,詮欣,113,196,,6693,6610,20558,1,2,,8,9,20558,, 
6206,飛捷,83,141,,2397,2339,35765,,,,11,11,35765,1, 
6209,今國光,2460,2866,,16388,15982,45155,1,218,,325,542,45155,9, 
6213,聯茂,292,657,102,13635,13168,90890,341,43,,657,359,90890,1, 
6214,精誠,28,18,,1645,1655,68060,,,,2,2,68060,, 
6215,和椿,193,374,1,6721,6539,20697,5,5,,307,307,20697,2, 
6216,居易,2,,,610,612,24324,,,,2,2,24324,, 
6224,聚鼎,592,532,,2229,2289,21411,,6,,14,20,21411,6, 
6225,天瀚,,,,,,,,,,,,,,OX 
6226,光鼎,,,,,,,,,,,,,,OX 
6230,尼得科超眾,4,6,,585,583,21585,,1,,3,4,21585,, 
6235,華孚,34,17,97,4737,4657,49976,,9,,43,52,49976,, 
6239,力成,1300,2144,4,17929,17081,189786,1,47,2,111,155,189786,12, 
6243,迅杰,2,51,2,1666,1615,11317,,,,3,3,11317,, 
6257,矽格,762,1112,15,10841,10476,120978,29,17,,129,117,120978,9, 
6269,台郡,134,102,,6094,6126,80957,1,4,,109,112,80957,1, 
6271,同欣電,759,522,,7712,7949,52264,,6,,23,29,52264,8, 
6277,宏正,10,6,,420,424,29867,,,,,,29867,, 
6278,台表科,1098,2436,3,16321,14980,73099,120,22,1,262,163,73099,15, 
6281,全國電,5,,,103,108,24793,,,,,,24793,, 
6282,康舒,1048,644,8,31539,31935,214007,6,2,,227,223,214007,17, 
6283,淳安,9,11,,2600,2598,20632,,,,1,1,20632,2, 
6285,啟碁,2872,1661,2,15179,16388,120915,94,29,,462,397,120915,51, 
6405,悅城,31,39,,6182,6174,16450,1,,,103,102,16450,22, 
6409,旭隼,66,66,3,2096,2093,21925,,,,3,3,21925,, 
6412,群電,183,148,1,2158,2192,100192,,3,,12,15,100192,4, 
6414,樺漢,59,55,,1230,1234,36471,1,4,3,161,161,36471,2, 
6415,矽力*-KY,1081,637,3,5025,5466,97159,12,20,,134,142,97159,11, 
6416,瑞祺電通,39,17,,3421,3443,18337,,,,,,18337,, 
6426,統新,144,251,,5147,5040,9627,16,20,1,31,34,9627,2, 
6431,光麗-KY,,,,,,,,,,,,,,OX 
6438,迅得,62,83,,4849,4828,20551,,3,,13,16,20551,, 
6442,光聖,100,138,,5347,5309,19759,9,13,10,104,98,19759,1, 
6443,元晶,,69,,22042,21973,,1227,,,5480,4253,,,OX 
6446,藥華藥,217,192,6,8263,8282,94981,2,1,,22,21,94981,1, 
6449,鈺邦,523,245,1,3858,4135,22974,4,24,,45,65,22974,245, 
6451,訊芯-KY,506,376,1,10869,10998,28041,66,31,76,380,269,28041,9, 
6456,GIS-KY,801,2233,5,15032,13595,84484,34,47,1,92,104,84484,7, 
6464,台數科,,,,,,32195,,,,,,32195,, 
6472,保瑞,367,421,,4790,4736,31933,7,3,,30,26,31933,4, 
6477,安集,22,15,2,3914,3919,30946,,,,1,1,30946,, 
6491,晶碩,46,15,1,639,669,19500,,,,1,1,19500,, 
6504,南六,,2,,107,105,18150,,,,,,18150,, 
6505,台塑化,106,112,,12197,12191,2381489,1,1,,6,6,2381489,, 
6515,穎崴,12,4,,318,326,9010,2,,,5,3,9010,, 
6525,捷敏-KY,191,103,,1159,1247,32261,,,,1,1,32261,, 
6526,達發,121,104,2,1868,1883,41876,2,,,4,2,41876,2, 
6531,愛普*,428,1549,3,12222,11098,40711,126,,,252,126,40711,, 
6533,晶心科,49,23,,2312,2338,12662,2,4,,26,28,12662,, 
6534,正瀚-創,13,,,5501,5514,25700,,,,,,25700,, 
6541,泰福-KY,12,6,,3519,3525,66246,,10,,1,11,66246,, 
6550,北極星藥業-KY,,,,,,,,,,,,,,OX 
6552,易華電,4,8,,1508,1504,20750,,,,3,3,20750,, 
6558,興能高,239,172,1,3991,4057,21622,,12,,16,28,21622,5, 
6573,虹揚-KY,,,,,,,,,,,,,,OX 
6579,研揚,46,62,,1015,999,42362,,,,4,4,42362,, 
6581,鋼聯,,2,,14,12,27817,,,,,,27817,, 
6582,申豐,,,,372,372,26543,,,,,,26543,, 
6585,鼎基,4,5,,2015,2014,18033,,,,1,1,18033,, 
6589,台康生技,26,89,21,3474,3390,62970,,,,53,53,62970,, 
6591,動力-KY,7,2,,2420,2425,10280,,,,3,3,10280,, 
6592,和潤企業,15,1,,661,675,155787,,,,6,6,155787,, 
6598,ABC-KY,,,,,,,,,,,,,,OX 
6605,帝寶,14,4,,2172,2182,41454,,,,,,41454,, 
6606,建德工業,3,,,556,559,27575,,,,,,27575,, 
6625,必應,4,2,,1026,1028,14493,,,,,,14493,, 
6641,基士德-KY,,,,175,175,9125,,,,,,9125,, 
6645,金萬林-創,,,,12,12,,,,,,,,,OX 
6655,科定,,1,,1,,20142,,,,,,20142,, 
6657,華安,4,3,,2383,2384,22202,,,,,,22202,, 
6658,聯策,231,199,,2506,2538,9092,36,,,97,61,9092,, 
6666,羅麗芬-KY,1,,,237,238,11847,,,,1,1,11847,, 
6668,中揚光,63,18,,3217,3262,19957,3,,,4,1,19957,, 
6669,緯穎,52,41,,2298,2309,46460,2,1,,14,13,46460,, 
6670,復盛應用,9,2,,485,492,34846,,,,,,34846,1, 
6671,三能-KY,,,,68,68,15187,,,,,,15187,, 
6672,騰輝電子-KY,134,92,3,5779,5818,18588,4,12,13,400,395,18588,, 
6674,鋐寶科技,6,1,2,306,309,17174,,,,,,17174,, 
6689,伊雲谷,8,3,2,1656,1659,17000,,,,2,2,17000,, 
6691,洋基工程,36,5,,1523,1554,30371,,,,5,5,30371,, 
6695,芯鼎,37,199,,2985,2823,21614,,9,,10,19,21614,, 
6698,旭暉應材,1,12,,1920,1909,16597,,,,,,16597,, 
6706,惠特,842,813,,10386,10415,19637,92,42,,387,337,19637,7, 
6715,嘉基,92,97,,5245,5240,17008,9,6,,34,31,17008,3, 
6719,力智,668,320,,2058,2406,21120,,7,,4,11,21120,14, 
6742,澤米,553,438,9,2557,2663,17816,21,54,,79,112,17816,57, 
6743,安普新,,9,,699,690,37500,,,,,,37500,, 
6753,龍德造船,211,46,,5286,5451,29313,2,1,,7,6,29313,1, 
6754,匯僑設計,,,,126,126,16500,,,,,,16500,, 
6756,威鋒電子,12,15,,644,641,17497,1,,,3,2,17497,, 
6757,台灣虎航,3,40,,3577,3540,114882,5,,,96,91,114882,, 
6768,志強-KY,23,33,,1688,1678,50023,3,,,7,4,50023,, 
6770,力積電,3798,3610,35,129374,129527,1069968,258,398,1,3021,3160,1069968,125, 
6771,平和環保-創,,,,52,52,7794,,,,,,7794,, 
6776,展碁國際,5,10,1,1075,1069,22895,,,,,,22895,, 
6781,AES-KY,98,100,,3260,3258,21354,2,1,,7,6,21354,, 
6782,視陽,11,5,,566,572,15750,,,,,,15750,, 
6789,采鈺,364,340,7,9728,9745,79574,14,13,,132,131,79574,7, 
6790,永豐實,1,,,318,319,66782,,,,,,66782,, 
6792,詠業,10,29,,291,272,11968,,,,,,11968,, 
6794,向榮生技,3,2,,224,225,12109,,,,,,12109,, 
6796,晉弘,,,,308,308,10058,,,,,,10058,, 
6799,來頡,49,97,,1930,1882,10927,,4,,,4,10927,, 
6805,富世達,116,50,1,2877,2942,17138,,,,8,8,17138,1, 
6806,森崴能源,,3,181,1493,1309,,,,,,,,,OX 
6807,峰源-KY,2,3,,133,132,13500,,,,,,13500,, 
6830,汎銓,107,167,,4608,4548,13361,6,10,,208,212,13361,1, 
6834,天二科技,1262,231,,3654,4685,22117,,54,,124,178,22117,1, 
6835,圓裕,,,,796,796,16543,,,,,,16543,, 
6838,台新藥,,1,,2841,2840,,,,,10,10,,,OX 
6854,錼創科技-KY創,106,37,,4268,4337,29419,3,2,,7,6,29419,2, 
6861,睿生光電,14,66,,3367,3315,10399,38,,15,183,130,10399,2, 
6862,三集瑞-KY,69,107,1,1213,1174,12500,4,,,5,1,12500,, 
6863,永道-KY,9,36,,1057,1030,18722,,,,1,1,18722,, 
6869,雲豹能源,3,14,1,3235,3223,34457,1,1,,24,24,34457,, 
6873,泓德能源,10,12,,3833,3831,34591,,4,,14,18,34591,, 
6885,全福生技,2,,,2391,2393,33254,,,,3,3,33254,, 
6887,寶綠特-KY,1,,,1158,1159,18537,,,,,,18537,, 
6890,來億-KY,39,48,,2141,2132,62350,2,,,4,2,62350,1, 
6901,鑽石投資,30,45,,3140,3125,213215,,,,,,213215,, 
6902,GOGOLOOK,62,76,30,554,510,8839,,1,,2,3,8839,, 
6906,現觀科,3,6,1,576,572,8384,,,,,,8384,, 
6909,創控,47,67,10,2527,2497,16805,4,2,,6,4,16805,4, 
6914,阜爾運通,,,,360,360,16556,,,,,,16556,, 
6916,華凌,,1,,530,529,16875,,,,,,16875,, 
6918,愛派司,2,4,,54,52,8642,,,,,,8642,, 
6919,康霈*,,,,,,,,,,,,,,OX 
6923,中台,,4,,1971,1967,22872,,1,,,1,22872,, 
6928,攸泰科技,1,,,852,853,21500,,,,,,21500,, 
6931,青松健康,24,,,147,171,16538,,,,,,16538,, 
6933,AMAX-KY,3,20,1,742,724,10596,,,,,,10596,, 
6936,永鴻生技,,,,256,256,18201,,,,,,18201,, 
6937,天虹,46,34,,2370,2382,16913,,,,13,13,16913,, 
6944,兆聯實業,32,16,,1239,1255,19171,,,,,,19171,, 
6949,沛爾生醫-創,9,8,,5332,5333,16395,,,,3,3,16395,, 
6951,青新-創,,,,63,63,11500,,,,,,11500,, 
6952,大武山,,,,26,26,17086,,,,,,17086,, 
6957,裕慶-KY,6,14,,1040,1032,13878,,,,,,13878,, 
6958,日盛台駿,3,,,93,96,100822,,,,,,100822,, 
6962,奕力-KY,543,575,,9748,9716,123099,,6,,5,11,123099,17, 
6965,中傑-KY,,,,44,44,39084,,,,,,39084,, 
6994,富威電力,27,11,,2891,2907,18540,,,,43,43,18540,, 
7705,三商餐飲,15,,,93,108,16516,,,,,,16516,, 
7721,微程式,7,13,,526,520,12592,,,,1,1,12592,, 
7722,LINEPAY,2,2,,361,361,17000,,,,10,10,17000,, 
7730,暉盛-創,32,69,,337,300,9199,,,,,,9199,, 
7732,金興精密,,1,,46,45,16170,,,,,,16170,, 
7736,虎山,,,,29,29,19000,,,,,,19000,, 
7740,熙特爾-創,1,10,,1230,1221,13300,,,,2,2,13300,, 
7749,意騰-KY,35,56,,1443,1422,11621,1,,,25,24,11621,, 
7750,新代,268,21,1,441,687,17960,,,,,,17960,2, 
7765,中華資安,6,2,,352,356,10170,,,,,,10170,, 
7788,松川精密,141,385,,1240,996,19936,7,1,,9,3,19936,2, 
7791,皇家可口,1,,,7,8,20000,,,,,,20000,, 
7799,禾榮科,5,1,,426,430,39498,,,,6,6,39498,, 
8011,台通,33,17,1,3810,3825,41480,,,,11,11,41480,, 
8016,矽創,166,161,,1657,1662,30034,,15,,6,21,30034,7, 
8021,尖點,1603,1144,7,12343,12795,36435,85,405,10,489,799,36435,26, 
8028,昇陽半導體,666,587,2,12450,12527,44914,58,3,35,599,509,44914,6, 
8033,雷虎,285,219,1,7223,7288,36239,15,72,,50,107,36239,1, 
8039,台虹,468,1017,5,15770,15216,65917,79,25,1,253,198,65917,7, 
8045,達運光電,4,,,4850,4854,23760,1,,,1,,23760,, 
8046,南電,844,536,3,9310,9615,161541,28,77,,502,551,161541,9, 
8070,長華*,61,131,10,5401,5321,181412,1,1,193,546,353,181412,, 
8072,陞泰,5,12,,1921,1914,20000,,,,,,20000,, 
8081,致新,291,164,,1260,1387,21543,,,,1,1,21543,1, 
8101,華冠,,,,,,,,,,,,,,OX 
8103,瀚荃,119,92,2,4799,4824,19609,3,8,,18,23,19609,, 
8104,錸寶,10,21,3,4255,4241,26014,,,,24,24,26014,, 
8105,凌巨,178,176,,7262,7264,72140,25,9,,94,78,72140,11, 
8110,華東,513,442,10,22056,22117,129434,37,16,,179,158,129434,3, 
8112,至上,2442,1245,6,19284,20475,131323,13,100,,406,493,131323,27, 
8114,振樺電,294,105,,4693,4882,19121,2,2,,7,7,19121,20, 
8131,福懋科,188,125,2,7408,7469,110555,1,8,,14,21,110555,2, 
8150,南茂,597,1135,11,14683,14134,176130,35,22,,167,154,176130,11, 
8162,微矽電子-創,67,17,,1234,1284,17175,,,,1,1,17175,, 
8163,達方,383,258,1,2466,2590,70000,2,4,,18,20,70000,4, 
8201,無敵,,,,,,,,,,,,,,OX 
8210,勤誠,73,194,,2200,2079,31329,11,1,,43,33,31329,1, 
8213,志超,24,16,,4878,4886,67810,,,,7,7,67810,, 
8215,明基材,50,129,1,3997,3917,80168,,1,,399,400,80168,, 
8222,寶一,8,10,,3937,3935,17143,,,,,,17143,, 
8249,菱光,215,183,,4667,4699,28587,2,1,,74,73,28587,1, 
8261,富鼎,1859,1376,2,7059,7540,20969,4,56,,44,96,20969,13, 
8271,宇瞻,149,472,1,4231,3907,30893,19,9,,98,88,30893,3, 
8341,日友,1,,1,331,331,32500,,,,,,32500,, 
8367,建新國際,,,,29,29,23043,,,,,,23043,, 
8374,羅昇,408,363,,2363,2408,22312,16,,1,103,86,22312,, 
8404,百和興業-KY,7,53,,3749,3703,104983,,,,,,104983,, 
8411,福貞-KY,1,,,24,25,54601,,,,,,54601,, 
8422,可寧衛*,113,169,31,32148,32061,339550,,2,,108,110,339550,4, 
8429,金麗-KY,76,40,18,13158,13176,46436,,,,,,46436,, 
8438,昶昕,165,80,,7005,7090,17485,,1,,35,36,17485,1, 
8442,威宏-KY,4,10,,709,703,17542,,,,12,12,17542,, 
8443,阿瘦,,,,34,34,,,,,,,,,OX 
8454,富邦媒,55,9,1,1080,1125,66243,,,,6,6,66243,, 
8462,柏文,10,2,,1037,1045,20098,,,,,,20098,, 
8463,潤泰材,1,,,148,149,37500,,5,,,5,37500,, 
8464,億豐,12,1,,175,186,73255,,,,4,4,73255,1, 
8466,美吉吉-KY,17,32,,665,650,19956,,,,1,1,19956,, 
8467,波力-KY,12,,,315,327,12093,,,,2,2,12093,, 
8473,山林水,300,342,,1716,1674,42631,,18,,3,21,42631,, 
8476,台境*,5,2,,9541,9544,41556,,,,11,11,41556,, 
8478,東哥遊艇,20,6,,1025,1039,23493,,,,,,23493,1, 
8481,政伸,,,,7,7,16650,,,,,,16650,, 
8482,商億-KY,,,,190,190,26861,,,,,,26861,, 
8487,愛爾達-創,,,,23,23,6633,,,,,,6633,, 
8488,吉源-KY,2,,,21,23,18375,,,,,,18375,, 
8499,鼎炫-KY,8,6,,636,638,10291,,,,73,73,10291,, 
8926,台汽電,480,246,9,3577,3802,182570,30,109,,617,696,182570,5, 
8940,新天地,2,3,,58,57,16872,,,,,,16872,, 
8996,高力,240,129,,4630,4741,23373,9,9,,128,128,23373,1, 
9103,美德醫療-DR,36,79,,4001,3958,51382,,5,,10,15,51382,1, 
910322,康師傅-DR,,,,,,,,,,,,,,OX 
9105,泰金寶-DR,546,194,2,53609,53959,407572,,,,,,407572,, 
910861,神州-DR,,,,,,,,,,,,,,OX 
911868,同方友友-DR,,,,,,,,,,,,,,OX 
912000,晨訊科-DR,44,1,,9422,9465,39823,,,,,,39823,, 
9136,巨騰-DR,2520,1529,,11233,12224,36072,40,,,40,,36072,, 
9802,鈺齊-KY,35,54,1,2366,2346,50247,,,,16,16,50247,1, 
9902,台火,,,,3497,3497,24512,,,,,,24512,, 
9904,寶成,1074,213,,18725,19586,736696,,4,,104,108,736696,, 
9905,大華,,,,265,265,76250,,,,,,76250,, 
9906,欣巴巴,2,2,,336,336,22594,,,,6,6,22594,, 
9907,統一實,48,42,,3713,3719,394786,3,,,9,6,394786,, 
9908,大台北,,10,,206,196,129089,,,,,,129089,, 
9910,豐泰,4,23,,3544,3525,246870,2,4,,7,9,246870,1, 
9911,櫻花,,1,,340,339,55597,,,,,,55597,, 
9912,偉聯,,,,,,,,,,,,,,OX 
9914,美利達,87,118,,2954,2923,74745,6,1,,77,72,74745,, 
9917,中保科,,,,55,55,112799,,,,,,112799,, 
9918,欣天然,,1,,124,123,45134,,,,,,45134,, 
9919,康那香,15,2,,8413,8426,48840,,,,5,5,48840,, 
9921,巨大,49,131,8,2104,2014,98016,1,1,,33,33,98016,1, 
9924,福興,,3,,696,693,37690,,,,,,37690,, 
9925,新保,,,,7,7,96872,,,,,,96872,, 
9926,新海,,,,16,16,44876,,,,,,44876,, 
9927,泰銘,,,,46,46,30000,,,,,,30000,, 
9928,中視,3,3,,295,295,15481,,,,,,15481,, 
9929,秋雨,,,,,,,,,,,,,,OX 
9930,中聯資源,,,,13,13,62135,,,,,,62135,, 
9931,欣高,,1,,112,111,30092,,,,,,30092,, 
9933,中鼎,207,286,,4414,4335,225102,18,12,,24,18,225102,5, 
9934,成霖,30,20,,4577,4587,102754,,,,1,1,102754,, 
9935,慶豐富,,8,,1139,1131,44459,,,,,,44459,, 
9937,全國,,,,149,149,77260,,,,,,77260,, 
9938,百和,40,8,,3492,3524,74490,,,,5,5,74490,, 
9939,宏全,189,225,,1185,1149,73946,3,2,,4,3,73946,, 
9940,信義,,2,,960,958,184211,,,,1,1,184211,, 
9941,裕融,11,20,,1177,1168,143909,,,,3,3,143909,, 
9942,茂順,,,,80,80,20790,,,,,,20790,, 
