股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
1733,五鼎,6,2,,2638,2642,24987,,,,,,24987,, 
1734,杏輝,,,,470,470,47549,,,,,,47549,, 
1735,日勝化,29,30,,829,828,24847,,,,2,2,24847,4, 
1736,喬山,7,27,,1998,1978,75848,1,,,4,3,75848,2, 
1737,臺鹽,,,,35,35,50000,,,,,,50000,, 
1752,南光,2,,,346,348,25247,,,,,,25247,, 
1760,寶齡富錦,11,,,985,996,21434,5,,,12,7,21434,, 
1762,中化生,106,96,,827,837,19229,,2,,9,11,19229,, 
1773,勝一,20,155,,1403,1268,75000,,,,10,10,75000,2, 
1776,展宇,28,21,,873,880,15026,,,,,,15026,, 
1783,和康生,6,,,870,876,20244,,,,,,20244,, 
1786,科妍,8,33,,5628,5603,18706,11,,,14,3,18706,, 
1789,神隆,19,30,5,2965,2949,197684,,,,,,197684,, 
1795,美時,71,109,18,9312,9256,66718,3,,,22,19,66718,, 
1802,台玻,2252,1153,105,62629,63623,727015,185,82,,1798,1695,727015,63, 
1805,寶徠,,10,,1520,1510,33742,,,,,,33742,, 
1806,冠軍,10,6,,2910,2914,97600,,,,,,97600,, 
1808,潤隆,8,3,,5828,5833,223257,,,,,,223257,, 
1809,中釉,290,309,,7045,7026,41760,25,,,195,170,41760,211, 
1810,和成,72,43,,18757,18786,75575,2,,,14,12,75575,1, 
1817,凱撒衛,,4,,26,22,18150,,,,,,18150,, 
1903,士紙,6,,2,2857,2861,65009,,,,1,1,65009,, 
1904,正隆,64,49,,2326,2341,277068,1,,,4,3,277068,1, 
1905,華紙,53,51,5,9150,9147,275708,,,,8,8,275708,, 
1906,寶隆,4,48,,7300,7256,37750,,,,,,37750,, 
1907,永豐餘,221,12,,24102,24311,415092,,,,,,415092,, 
1909,榮成,58,200,3,8391,8246,331921,,,,1,1,331921,, 
2002,中鋼,499,289,234,40782,40758,3933715,13,,,53,40,3933715,, 
2006,東和鋼鐵,9,1,,1038,1046,182553,,,,10,10,182553,, 
2007,燁興,,,,5,5,,,,,,,,,OX 
2008,高興昌,,,,178,178,47713,,,,,,47713,, 
2009,第一銅,161,40,,6112,6233,89905,,1,,4,5,89905,, 
2010,春源,22,40,20,2094,2056,161913,1,,,2,1,161913,, 
2012,春雨,,,,68,68,75540,,,,,,75540,, 
2013,中鋼構,2,,,1444,1446,50000,,,,,,50000,, 
2014,中鴻,,,,2040,2040,,,,,,,,,OX 
2015,豐興,,,,37,37,145399,,,,,,145399,, 
2017,官田鋼,12,3,,7007,7016,111718,,,,10,10,111718,, 
2020,美亞,,,,723,723,66757,,,,,,66757,, 
2022,聚亨,54,2,70,1281,1263,84292,,,,1,1,84292,6, 
2023,燁輝,45,9,,3642,3678,469060,,2,,1,3,469060,, 
2024,志聯,,,,53,53,24375,,,,,,24375,, 
2025,千興,,,,,,,,,,,,,,OX 
2027,大成鋼,2690,2071,11,32758,33366,646065,4,39,,184,219,646065,127, 
2028,威致,1,,,1140,1141,81428,1,,,1,,81428,, 
2029,盛餘,34,,,395,429,80295,,,,,,80295,, 
2030,彰源,155,90,,2108,2173,70131,7,,,7,,70131,, 
2031,新光鋼,5,110,,1223,1118,80286,,,,8,8,80286,, 
2032,新鋼,34,129,,2725,2630,32630,,,,,,32630,, 
2033,佳大,1,2,27,2748,2720,20173,,,,,,20173,, 
2034,允強,30,24,,4746,4752,132248,1,,,1,,132248,, 
2038,海光,2,29,,5205,5178,48533,,,,1,1,48533,, 
2049,上銀,523,304,3,4639,4855,88448,25,83,,124,182,88448,1, 
2059,川湖,13,16,,486,483,23824,,,,2,2,23824,34, 
2062,橋椿,1,14,,1716,1703,49998,,,,,,49998,, 
2069,運錩,2,6,,609,605,41596,,,,2,2,41596,, 
2101,南港,134,53,,26660,26741,183483,,3,,30,33,183483,, 
2102,泰豐,31,39,223,4234,4003,118332,,,,,,118332,, 
2103,台橡,319,437,,12024,11906,206427,,1,,4,5,206427,4, 
2104,國際中橡,74,40,,20754,20788,246183,,,,7,7,246183,, 
2105,正新,315,73,45,13302,13499,810353,,,,,,810353,, 
2106,建大,9,1,,2846,2854,238722,,,,,,238722,, 
2107,厚生,,,,133,133,75898,,,,,,75898,, 
2108,南帝,22,21,,2544,2545,123104,,,,28,28,123104,, 
2109,華豐,2,,,772,774,69837,,,,,,69837,, 
2114,鑫永銓,,,,59,59,19497,,,,,,19497,, 
2115,六暉-KY,,4,,784,780,26093,,,,,,26093,, 
2201,裕隆,225,48,8,11501,11670,267500,2,74,,44,116,267500,, 
2204,中華,4,2,12,2213,2203,138405,,,,,,138405,, 
2206,三陽工業,3,1,34,6866,6834,195918,,,,2,2,195918,, 
2207,和泰車,5,1,1,105,108,139275,,,,,,139275,, 
2208,台船,,,,,,,,,,,,,,OX 
2211,長榮鋼,7,148,,688,547,104272,,,,1,1,104272,, 
2228,劍麟,9,6,2,1938,1939,19944,,,,2,2,19944,, 
2231,為升,20,20,,3317,3317,33982,14,,,40,26,33982,, 
2233,宇隆,246,216,,8895,8925,15072,,1,1,41,41,15072,43, 
2236,百達-KY,68,8,,11987,12047,15532,10,38,69,142,101,15532,, 
2239,英利-KY,1,2,,1554,1553,29428,,,,,,29428,, 
2241,艾姆勒,132,44,,4444,4532,26150,,1,,9,10,26150,, 
2243,宏旭-KY,57,8,,772,821,17343,,,,,,17343,1, 
2247,汎德永業,,,,121,121,20177,,,,1,1,20177,, 
2248,華勝-KY,2,5,,210,207,11900,2,,,4,2,11900,, 
2250,IKKA-KY,9,1,,1296,1304,9097,,,,,,9097,, 
2254,巨鎧精密-創,,,13,2442,2429,15976,,,,,,15976,, 
2301,光寶科,741,658,7,15673,15749,579193,39,11,,444,416,579193,22, 
2302,麗正,351,343,,3630,3638,41575,20,8,,97,85,41575,18, 
