Date,Code,Name,PEratio,DividendYield,PBratio
1150706,2313,華通,41.45,1.19,5.98
1150706,2314,台揚,,,26.23
1150706,2316,楠梓電,13.99,0.93,2.85
1150706,2317,鴻海,17.19,2.96,1.90
1150706,2321,東訊,,,2.34
1150706,2323,中環,5.46,1.68,0.69
1150706,2324,仁寶,26.84,3.08,1.19
1150706,2327,國巨*,79.13,0.60,12.38
1150706,2328,廣宇,52.04,1.76,1.76
1150706,2329,華泰,24.71,1.83,3.14
1150706,2330,台積電,33.07,0.89,10.83
1150706,2331,精英,42.60,,1.09
1150706,2332,友訊,,,1.41
1150706,2337,旺宏,,,5.65
1150706,2338,光罩,,,2.74
1150706,2340,台亞,,,2.70
1150706,2342,茂矽,,,4.02
1150706,2344,華邦電,54.30,0.27,7.06
1150706,2345,智邦,50.02,0.57,22.63
1150706,2347,聯強,16.31,4.48,1.99
1150706,2348,海悅,18.39,7.21,1.66
1150706,2349,錸德,,,1.70
1150706,2351,順德,100.88,0.48,5.73
1150706,2352,佳世達,57.10,2.82,1.91
1150706,2353,宏碁,24.85,3.96,1.35
1150706,2354,鴻準,27.68,2.57,0.77
1150706,2355,敬鵬,31.42,1.88,1.19
1150706,2356,英業達,25.55,2.98,3.28
1150706,2357,華碩,12.15,6.18,1.76
1150706,2359,所羅門,73.45,0.70,4.25
1150706,2360,致茂,68.75,0.89,33.30
1150706,2362,藍天,20.07,4.45,0.59
1150706,2363,矽統,40.18,0.88,1.73
1150706,2364,倫飛,18.31,4.19,4.80
1150706,2365,昆盈,87.69,0.88,2.44
1150706,2367,燿華,,0.37,2.99
1150706,2368,金像電,55.30,0.80,17.96
1150706,2369,菱生,,,3.34
1150706,2371,大同,,,1.25
1150706,2373,震旦行,13.82,6.86,1.72
1150706,2374,佳能,27.84,2.58,2.92
1150706,2375,凱美,63.37,0.58,2.26
1150706,2376,技嘉,15.72,3.57,3.49
1150706,2377,微星,14.89,2.95,2.19
1150706,2379,瑞昱,27.68,3.25,8.77
1150706,2380,虹光,21.14,,2.33
1150706,2382,廣達,19.00,4.13,7.02
1150706,2383,台光電,118.76,0.46,40.92
1150706,2385,群光,12.13,6.70,1.90
1150706,2387,精元,14.32,9.80,0.77
1150706,2388,威盛,395.56,0.07,1.81
1150706,2390,云辰,,,1.07
1150706,2392,正崴,,2.51,0.83
1150706,2393,億光,16.71,6.43,1.51
1150706,2395,研華,39.95,2.17,9.01
1150706,2397,友通,26.29,4.02,2.16
1150706,2399,映泰,35.26,,3.98
1150706,2401,凌陽,,,2.34
1150706,2402,毅嘉,35.44,2.89,2.99
1150706,2404,漢唐,24.54,3.03,17.33
1150706,2405,輔信,,0.57,1.73
1150706,2406,國碩,,,3.98
1150706,2408,南亞科,37.65,0.32,6.76
1150706,2409,友達,99.06,1.26,1.60
1150706,2412,中華電,28.13,3.67,2.77
1150706,2413,環科,62.99,1.03,2.98
1150706,2414,精技,17.48,4.86,2.92
1150706,2415,錩新,21.69,3.82,2.12
1150706,2417,圓剛,182.50,0.53,2.20
1150706,2419,仲琦,,,1.95
1150706,2420,新巨,15.74,4.84,2.28
1150706,2421,建準,18.13,3.53,3.75
1150706,2423,固緯,21.54,3.26,3.96
1150706,2424,隴華,,,2.16
1150706,2425,承啟,,0.24,1.60
1150706,2426,鼎元,,0.13,6.33
1150706,2427,三商電,20.23,2.70,1.49
1150706,2428,興勤,31.23,1.72,3.74
1150706,2429,銘旺科,,,5.73
1150706,2430,燦坤,38.02,4.38,0.49
1150706,2431,聯昌,,,1.26
1150706,2432,倚天酷碁-創,14.92,5.93,1.61
1150706,2433,互盛電,13.80,6.41,1.98
1150706,2434,統懋,,,4.30
1150706,2436,偉詮電,23.06,2.52,3.53
1150706,2438,翔耀,,,3.53
1150706,2439,美律,18.66,4.36,1.37
1150706,2440,太空梭,,,1.26
1150706,2441,超豐,31.05,2.07,3.27
1150706,2442,新美齊,3.77,13.64,0.85
1150706,2444,兆勁,,,1.73
1150706,2449,京元電子,47.63,0.43,7.89
1150706,2450,神腦,18.99,5.34,1.23
1150706,2451,創見,8.75,4.35,4.45
1150706,2453,凌群,18.31,4.87,2.82
1150706,2454,聯發科,65.74,1.30,16.87
1150706,2455,全新,106.62,0.78,17.04
1150706,2457,飛宏,,,1.42
1150706,2458,義隆,19.71,3.95,5.30
1150706,2459,敦吉,12.26,6.55,1.22
1150706,2460,建通,,,4.22
1150706,2461,光群雷,,,1.00
1150706,2462,良得電,345.00,0.83,1.09
1150706,2464,盟立,,0.30,6.94
1150706,2465,麗臺,57.20,,5.89
1150706,2466,冠西電,128.11,,8.07
1150706,2467,志聖,87.10,0.84,12.28
1150706,2468,華經,29.49,2.65,2.04
1150706,2471,資通,14.13,6.12,2.64
1150706,2472,立隆電,46.82,0.86,6.94
1150706,2474,可成,18.77,5.24,0.77
1150706,2476,鉅祥,31.12,2.21,3.19
1150706,2477,美隆電,13.70,6.31,0.86
1150706,2478,大毅,57.95,0.93,4.22
1150706,2480,敦陽科,19.31,4.81,5.77
1150706,2481,強茂,72.22,0.79,6.00
1150706,2482,連宇,,0.58,1.26
1150706,2483,百容,75.98,0.43,2.91
1150706,2484,希華,129.46,0.73,3.72
1150706,2485,兆赫,1327.50,,3.19
1150706,2486,一詮,508.82,0.19,11.51
1150706,2488,漢平,11.70,5.52,1.49
1150706,2489,瑞軒,37.66,2.92,1.93
1150706,2491,吉祥全,11.47,,3.24
1150706,2492,華新科,106.70,0.45,5.05
1150706,2493,揚博,66.90,1.41,12.36
1150706,2495,普安,46.55,1.52,3.08
1150706,2496,卓越,10.09,7.74,1.43
1150706,2497,怡利電,29.56,2.99,2.82
1150706,2498,宏達電,21.74,1.11,1.39
1150706,2501,國建,6.40,4.85,0.91
1150706,2504,國產,9.83,8.04,1.36
1150706,2505,國揚,9.17,5.48,0.65
1150706,2506,太設,,2.22,0.42
1150706,2509,全坤建,,,0.79
1150706,2511,太子,24.69,3.47,0.54
1150706,2514,龍邦,7.47,,0.37
1150706,2515,中工,29.69,3.51,1.00
1150706,2516,新建,11.86,,1.50
1150706,2520,冠德,14.63,4.60,0.87
1150706,2524,京城,63.86,,0.63
1150706,2527,宏璟,8.40,3.52,0.52
1150706,2528,皇普,9.44,13.30,1.37
1150706,2530,華建,10.03,9.41,1.64
1150706,2534,宏盛,16.65,8.75,0.54
1150706,2535,達欣工,10.79,5.11,2.36
1150706,2536,宏普,6.53,9.26,0.57
1150706,2537,聯上發,35.00,,0.74
1150706,2538,基泰,27.69,5.02,0.77
1150706,2539,櫻花建,14.03,7.05,2.53
1150706,2540,愛山林,89.67,11.15,3.10
1150706,2542,興富發,13.85,8.89,1.72
1150706,2543,皇昌,15.91,3.80,2.08
1150706,2545,皇翔,26.22,7.22,0.99
1150706,2546,根基,9.98,6.32,2.00
1150706,2547,日勝生,82.86,6.90,0.84
1150706,2548,華固,8.03,8.25,1.60
1150706,2597,潤弘,15.05,5.65,5.71
1150706,2601,益航,,,0.72
1150706,2603,長榮,8.54,8.18,0.73
1150706,2605,新興,14.74,3.25,1.02
1150706,2606,裕民,11.94,4.50,1.30
1150706,2607,榮運,9.88,5.78,0.79
1150706,2608,嘉里大榮,14.55,5.64,1.07
1150706,2609,陽明,17.21,3.77,0.56
1150706,2610,華航,8.77,3.61,1.33
1150706,2611,志信,11.07,3.59,1.03
1150706,2612,中航,9.91,4.04,0.79
1150706,2613,中櫃,20.32,4.51,0.96
1150706,2614,東森,9.07,6.49,1.41
1150706,2615,萬海,7.39,3.75,0.78
1150706,2616,山隆,,2.19,0.73
1150706,2617,台航,9.31,4.87,0.70
1150706,2618,長榮航,8.26,4.59,1.74
1150706,2630,亞航,59.89,1.60,3.49
1150706,2633,台灣高鐵,21.98,4.32,2.00
1150706,2634,漢翔,75.38,1.29,3.13
1150706,2636,台驊控股,10.50,6.97,1.04
1150706,2637,慧洋-KY,11.03,4.46,1.16
1150706,2642,宅配通,,2.35,1.13
1150706,2645,長榮航太,36.34,2.10,7.04
1150706,2646,星宇航空,237.22,,2.02
1150706,2701,萬企,18.95,2.59,0.58
1150706,2702,華園,,,0.64
1150706,2704,國賓,25.20,1.11,0.63
1150706,2705,六福,18.43,,0.63
1150706,2706,第一店,18.88,2.77,0.62
1150706,2707,晶華,13.00,5.91,6.55
1150706,2712,遠雄來,,,1.53
1150706,2722,夏都,,,1.37
1150706,2723,美食-KY,,,1.17
1150706,2727,王品,14.75,6.57,5.31
1150706,2731,雄獅,8.81,8.50,2.63
1150706,2739,寒舍,12.46,6.83,2.31
1150706,2748,雲品,19.23,4.38,1.44
1150706,2753,八方雲集,13.40,6.65,3.39
1150706,2762,世界健身-KY,15.74,7.13,3.42
1150706,2801,彰銀,14.69,4.47,1.22
1150706,2812,台中銀,13.26,5.16,1.32
1150706,2816,旺旺保,5.60,4.26,0.93
1150706,2820,華票,11.25,5.26,0.82
1150706,2832,台產,10.94,6.15,1.18
1150706,2834,臺企銀,13.74,5.56,1.17
1150706,2836,高雄銀,16.96,3.59,0.87
1150706,2838,聯邦銀,16.74,4.49,1.27
1150706,2845,遠東銀,15.11,4.74,0.91
1150706,2849,安泰銀,16.98,3.49,0.78
1150706,2850,新產,10.53,4.93,2.13
1150706,2851,中再保,7.55,5.63,1.33
1150706,2852,第一保,8.78,6.14,0.87
1150706,2855,統一證,11.68,4.04,2.00
1150706,2867,三商壽,62.43,,0.66
1150706,2880,華南金,18.48,3.79,2.19
1150706,2881,富邦金,16.71,3.50,1.86
1150706,2882,國泰金,14.17,3.75,1.87
1150706,2883,凱基金,16.29,3.45,1.45
1150706,2884,玉山金,15.66,4.06,1.96
1150706,2885,元大金,21.05,3.22,2.54
1150706,2886,兆豐金,18.82,3.78,1.71
1150706,2887,台新新光金,16.81,3.21,1.50
1150706,2889,國票金,19.74,3.88,1.19
1150706,2890,永豐金,19.62,3.17,2.24
1150706,2891,中信金,17.20,3.50,2.55
1150706,2892,第一金,16.95,3.93,1.60
1150706,2897,王道銀行,15.51,4.93,0.72
1150706,2901,欣欣,57.80,1.56,1.94
1150706,2903,遠百,13.92,5.54,1.01
1150706,2904,匯僑,24.05,5.02,0.88
1150706,2905,三商,24.21,1.97,0.54
1150706,2906,高林,31.67,4.21,0.89
1150706,2908,特力,53.50,2.57,1.58
1150706,2910,統領,18.32,4.65,1.49
1150706,2911,麗嬰房,2.03,,0.57
1150706,2912,統一超,21.88,3.75,5.37
1150706,2913,農林,,,0.72
1150706,2915,潤泰全,6.14,3.63,0.49
1150706,2923,鼎固-KY,,0.45,1.02
1150706,2929,淘帝-KY,,,0.23
1150706,2939,永邑-KY,,,1.61
1150706,2945,三商家購,18.67,3.57,1.47
1150706,3002,歐格,65.61,1.52,1.73
1150706,3003,健和興,65.64,1.51,1.61
1150706,3004,豐達科,29.87,1.60,2.82
1150706,3005,神基,13.50,6.17,2.93
1150706,3006,晶豪科,26.04,0.46,4.77
1150706,3008,大立光,25.81,1.93,2.93
1150706,3010,華立,13.54,4.17,1.39
1150706,3011,今皓,,,1.32
1150706,3013,晟銘電,23.90,0.73,4.06
1150706,3014,聯陽,17.08,5.38,4.23
1150706,3015,全漢,36.85,2.94,1.19
1150706,3016,嘉晶,313.41,0.39,7.57
1150706,3017,奇鋐,43.87,0.79,23.21
1150706,3018,隆銘綠能,,,1.78
1150706,3019,亞光,22.08,3.04,2.96
1150706,3021,鴻名,48.79,2.12,1.71
1150706,3022,威強電,24.59,4.03,1.33
1150706,3023,信邦,25.92,3.02,4.54
1150706,3024,憶聲,138.89,1.76,1.14
1150706,3025,星通,17.10,4.68,4.22
1150706,3026,禾伸堂,124.10,0.60,16.49
1150706,3027,盛達,,,1.36
1150706,3028,增你強,15.68,3.75,2.98
1150706,3029,零壹,15.22,5.31,3.41
1150706,3030,德律,26.84,2.26,7.00
1150706,3031,佰鴻,30.13,2.96,2.05
1150706,3032,偉訓,,,3.20
1150706,3033,威健,19.16,4.13,2.28
1150706,3034,聯詠,22.05,4.28,4.55
1150706,3035,智原,112.23,0.85,4.03
1150706,3036,文曄,15.53,3.56,2.46
1150706,3037,欣興,134.85,0.22,12.84
1150706,3038,全台,24.26,5.26,1.41
1150706,3040,遠見,,9.17,1.69
1150706,3041,揚智,,,2.81
1150706,3042,晶技,42.84,2.14,5.05
1150706,3043,科風,,,1.24
1150706,3044,健鼎,24.59,2.51,4.56
1150706,3045,台灣大,23.83,4.03,3.91
1150706,3046,建碁,12.95,5.65,2.70
1150706,3047,訊舟,,,1.51
1150706,3048,益登,23.24,1.55,2.99
1150706,3049,精金,,,1.49
1150706,3050,鈺德,,1.93,0.84
1150706,3051,力特,26.80,1.81,1.79
1150706,3052,夆典,11.58,5.45,0.63
1150706,3054,立萬利,18.76,1.26,3.82
1150706,3055,蔚華科,,0.31,11.15
1150706,3056,富華新,,4.07,0.85
1150706,3057,喬鼎,,,2.02
1150706,3058,立德,,,1.25
1150706,3059,華晶科,40.73,2.00,1.54
1150706,3060,銘異,,0.53,1.90
1150706,3062,建漢,,,1.98
1150706,3090,日電貿,70.83,1.41,5.55
1150706,3092,鴻碩,,,2.56
1150706,3094,聯傑,165.00,0.58,3.53
1150706,3130,一零四,14.66,6.65,4.02
1150706,3135,凌航,12.95,2.57,5.04
1150706,3138,耀登,76.95,1.41,2.48
1150706,3149,正達,,,8.02
1150706,3150,鈺寶-創,,2.62,1.44
1150706,3164,景岳,31.73,4.85,1.10
1150706,3167,大量,88.21,0.43,22.38
1150706,3168,眾福科,17.00,6.59,2.13
1150706,3189,景碩,214.93,0.20,9.32
1150706,3209,全科,16.82,4.14,2.71
1150706,3229,晟鈦,834.00,,4.22
1150706,3231,緯創,15.85,3.48,2.64
1150706,3257,虹冠電,24.31,3.88,3.66
1150706,3266,昇陽,21.17,3.69,0.75
1150706,3296,勝德,230.77,,2.30
1150706,3305,昇貿,38.45,1.68,3.17
1150706,3308,聯德,188.75,,1.20
1150706,3311,閎暉,24.90,1.55,1.04
1150706,3312,弘憶股,35.93,2.17,2.66
1150706,3321,同泰,,,3.09
1150706,3338,泰碩,49.52,1.80,3.08
1150706,3346,麗清,,0.39,0.95
1150706,3356,奇偶,6.11,5.65,1.86
1150706,3376,新日興,292.65,2.01,2.24
1150706,3380,明泰,,1.41,2.11
1150706,3406,玉晶光,19.79,2.60,2.82
1150706,3413,京鼎,17.29,3.37,2.27
1150706,3416,融程電,25.62,2.73,4.64
1150706,3419,譁裕,,,1.83
1150706,3432,台端,,,2.58
1150706,3437,榮創,,,1.45
1150706,3443,創意,138.54,0.43,42.31
1150706,3447,展達,26.22,2.93,2.37
1150706,3450,聯鈞,154.76,0.19,14.53
1150706,3481,群創,629.09,1.45,2.44
1150706,3494,誠研,,,1.37
1150706,3501,維熹,23.21,4.81,0.71
1150706,3504,揚明光,,,3.15
1150706,3515,華擎,13.69,5.07,2.38
1150706,3518,柏騰,16.46,,2.17
1150706,3528,安馳,32.42,1.37,3.21
1150706,3530,晶相光,34.24,1.15,2.16
1150706,3532,台勝科,513.92,0.25,6.49
1150706,3533,嘉澤,29.86,1.64,5.69
1150706,3535,晶彩科,282.50,,8.02
1150706,3543,州巧,,1.88,1.12
1150706,3545,敦泰,,1.37,1.45
1150706,3550,聯穎,,,2.07
1150706,3557,嘉威,,1.14,0.87
1150706,3563,牧德,49.62,1.80,9.54
1150706,3576,聯合再生,40.12,,2.10
1150706,3583,辛耘,58.31,0.70,9.05
1150706,3588,通嘉,123.50,0.67,2.56
1150706,3591,艾笛森,,,1.33
1150706,3592,瑞鼎,17.22,5.30,1.94
1150706,3593,力銘,,,3.56
1150706,3596,智易,15.57,4.57,2.76
1150706,3605,宏致,25.35,1.92,1.80
1150706,3607,谷崧,43.72,4.69,1.22
1150706,3617,碩天,15.58,4.55,2.27
1150706,3622,洋華,9.91,5.53,1.20
1150706,3645,達邁,47.89,1.32,3.67
1150706,3652,精聯,26.64,3.22,1.49
1150706,3653,健策,91.84,0.66,23.00
1150706,3661,世芯-KY,61.78,0.81,7.96
1150706,3665,貿聯-KY,39.25,0.77,8.14
