日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
1150707,臺灣多因子優選高股息30指數,11567.39,-,155.20,-1.32,
1150707,特選臺灣優利高填息30指數,11896.21,-,136.70,-1.14,
1150707,特選臺灣科技優息指數,15363.60,-,524.79,-3.30,
1150707,臺灣半導體收益指數,16682.51,-,639.98,-3.69,
1150707,臺灣優選成長高股息指數,11796.52,-,274.64,-2.28,
1150707,特選臺灣ESG低碳高息40指數,11466.55,-,190.11,-1.63,
1150707,臺灣優選多因子30指數,14737.52,+,28.62,0.19,
1150707,臺灣創新科技50指數,21659.15,-,939.30,-4.16,
1150707,臺灣全市場新經濟產業指數,3973.75,-,68.32,-1.69,
1150707,臺灣ESG永續高股息等權重指數,7289.39,-,49.28,-0.67,
1150707,臺灣永續高息中小型指數,7563.04,-,176.66,-2.28,
1150707,特選臺灣高息動能指數,9852.51,-,14.21,-0.14,
1150707,臺灣電子成長高息等權重指數,9036.02,-,191.69,-2.08,
1150707,特選臺灣優利成長指數,7374.10,-,207.50,-2.74,
1150707,臺灣價值高息指數,7353.89,-,109.41,-1.47,
1150707,特選臺灣IC設計動能指數,12822.68,-,507.07,-3.80,
1150707,臺灣趨勢動能高股息指數,8524.46,-,157.39,-1.81,
1150707,特選臺灣科技高息成長指數,8672.62,-,157.17,-1.78,
1150707,特選臺灣AI優息動能指數,7368.19,-,188.33,-2.49,
1150707,臺灣優選AI 50指數,9209.05,-,298.58,-3.14,
1150707,台灣旗艦動能50指數,9941.98,-,311.74,-3.04,
1150707,特選臺灣動能趨勢指數,16059.27,-,630.51,-3.78,
1150707,特選臺灣動能優息指數,6890.87,-,165.44,-2.34,
1150707,金融類日報酬兩倍指數,98933.67,+,"2,219.24",2.29,
1150707,金融類日報酬反向一倍指數,2220.34,-,25.77,-1.15,
1150707,漲升股利150指數,21355.61,-,750.68,-3.40,
1150707,藍籌30指數,26892.64,-,976.00,-3.50,
1150707,工業菁英30指數,23987.54,-,838.79,-3.38,
1150707,低波動股利精選30指數,12675.93,-,66.19,-0.52,
1150707,中小型A級動能50指數,33018.43,-,"2,305.52",-6.53,
1150707,特選高息低波指數,12081.75,-,38.10,-0.31,
1150707,臺灣永續指數,25071.33,-,669.09,-2.60,
1150707,存股雙十等權重指數,20634.52,-,798.19,-3.72,
1150707,特選大蘋果指數,29563.77,-,"1,664.98",-5.33,
1150707,中小型300指數,17901.56,-,588.99,-3.19,
1150707,微波高息精選20指數,13777.70,-,462.39,-3.25,
1150707,特選世代行動通訊指數,19358.37,-,568.37,-2.85,
1150707,智慧投資多因子30指數,8063.48,-,53.54,-0.66,
1150707,臺股期貨指數,24947.42,-,605.50,-2.37,
1150707,臺灣上櫃永續指數,13783.70,-,797.12,-5.47,
1150707,特選台股領航指數,24694.06,-,575.82,-2.28,
1150707,特選Smart多因子指數,19339.83,-,598.98,-3.00,
1150707,特選ESG高股息指數,12860.35,-,325.18,-2.47,
1150707,特選上櫃ESG成長指數,9799.66,-,565.63,-5.46,
1150707,臺灣優息存股指數,5639.81,-,19.11,-0.34,
1150707,特選上櫃ESG永續高股息指數,15664.92,-,915.71,-5.52,
1150707,特選臺灣金融高股息存股指數,9984.74,+,136.08,1.38,
1150707,特選臺灣產業龍頭存股等權重指數,9144.63,-,213.56,-2.28,
1150707,上櫃ESG 30指數,15402.87,-,801.30,-4.95,
1150707,臺灣ESG低碳50指數,16873.08,-,408.94,-2.37,
1150707,臺灣創新板指數,22611.75,-,585.98,-2.53,
1150707,特選上櫃ESG龍頭指數,15124.47,-,918.47,-5.73,
1150707,臺灣市值動能50指數,10895.76,-,261.69,-2.35,
1150707,臺灣護城河概念優選50指數,10445.81,-,216.43,-2.03,
1150707,特選臺灣中小型精選動能100指數,7212.41,-,338.17,-4.48,
1150707,特選臺灣大型股25指數,11684.05,-,199.19,-1.68,
1150707,特選臺灣TOP 50指數,8936.01,-,216.91,-2.37,
1150707,特選臺灣市值領航50指數,6247.05,-,159.26,-2.49,
1150707,寶島股價報酬指數,78233.44,-,"1,966.21",-2.45,
1150707,發行量加權股價報酬指數,104408.51,-,"2,435.96",-2.28,
1150707,臺灣公司治理100報酬指數,42931.87,-,602.98,-1.39,
1150707,臺灣50報酬指數,96959.52,-,"1,864.79",-1.89,
1150707,臺灣50權重上限30%報酬指數,82499.58,-,"2,203.54",-2.60,
1150707,臺灣中型100報酬指數,78399.48,-,"2,865.24",-3.53,
1150707,臺灣資訊科技股報酬指數,190761.65,-,"3,955.17",-2.03,
1150707,臺灣發達報酬指數,39246.20,-,"1,720.80",-4.20,
1150707,臺灣高股息報酬指數,46637.57,-,888.54,-1.87,
1150707,臺灣就業99報酬指數,49725.58,-,"1,644.48",-3.20,
1150707,臺灣高薪100報酬指數,37027.97,-,325.12,-0.87,
1150707,未含金融電子報酬指數,38300.58,-,"1,030.28",-2.62,
1150707,小型股300報酬指數,21663.54,-,630.03,-2.83,
1150707,水泥類報酬指數,276.44,-,2.73,-0.98,
1150707,食品類報酬指數,3464.40,-,15.32,-0.44,
1150707,塑膠類報酬指數,604.91,-,53.68,-8.15,
1150707,紡織纖維類報酬指數,954.11,-,1.39,-0.15,
1150707,電機機械類報酬指數,894.80,-,35.72,-3.84,
1150707,電器電纜類報酬指數,184.40,-,6.32,-3.31,
1150707,化學生技醫療類報酬指數,304.72,+,2.34,0.77,
1150707,化學類報酬指數,393.98,-,20.30,-4.90,
1150707,生技醫療類報酬指數,151.68,+,5.00,3.41,
1150707,玻璃陶瓷類報酬指數,196.79,-,9.44,-4.58,
1150707,造紙類報酬指數,470.18,-,7.13,-1.49,
1150707,鋼鐵類報酬指數,217.44,-,3.46,-1.57,
1150707,橡膠類報酬指數,367.43,-,1.39,-0.38,
1150707,汽車類報酬指數,532.95,-,9.01,-1.66,
1150707,電子工業類報酬指數,5994.27,-,156.92,-2.55,
1150707,半導體類報酬指數,2985.85,-,50.87,-1.68,
1150707,電腦及週邊設備類報酬指數,996.19,-,32.18,-3.13,
1150707,光電類報酬指數,110.53,-,7.06,-6.00,
1150707,通信網路類報酬指數,580.19,-,20.48,-3.41,
1150707,電子零組件類報酬指數,1872.27,-,113.55,-5.72,
1150707,電子通路類報酬指數,1070.05,-,18.92,-1.74,
1150707,資訊服務類報酬指數,565.40,-,8.48,-1.48,
1150707,其他電子類報酬指數,490.36,-,17.52,-3.45,
1150707,建材營造類報酬指數,1056.86,-,15.25,-1.42,
1150707,航運類報酬指數,410.99,-,12.98,-3.06,
1150707,觀光餐旅類報酬指數,161.96,-,1.15,-0.71,
1150707,金融保險類報酬指數,6110.01,+,69.30,1.15,
1150707,貿易百貨類報酬指數,426.26,-,1.27,-0.30,
1150707,油電燃氣類報酬指數,145.42,-,3.58,-2.40,
1150707,綠能環保類報酬指數,156.05,-,4.82,-3.00,
1150707,數位雲端類報酬指數,47.17,-,0.94,-1.95,
1150707,運動休閒類報酬指數,67.08,-,0.51,-0.75,
1150707,居家生活類報酬指數,117.51,-,0.29,-0.25,
1150707,其他類報酬指數,534.34,-,5.58,-1.03,
1150707,臺灣生技報酬指數,5226.27,+,137.56,2.70,
1150707,臺灣中小型公司治理報酬指數,29889.22,-,483.67,-1.59,
1150707,臺灣IPO報酬指數,11484.56,-,430.83,-3.62,
1150707,智慧中立報酬指數,4350.15,-,11.68,-0.27,
1150707,加權指數掩護性臺指買權價外5%報酬指數,16718.88,-,278.15,-1.64,
1150707,臺灣企業社會責任中小型報酬指數,22949.17,-,931.16,-3.90,
1150707,特選臺灣電動車代表報酬指數,24715.99,-,"1,135.56",-4.39,
1150707,臺灣科技龍頭通訊報酬指數,30067.54,-,878.12,-2.84,
1150707,臺灣全市場報酬指數,18761.91,-,524.22,-2.72,
1150707,臺灣全市場半導體報酬指數,24652.06,-,859.59,-3.37,
1150707,臺灣智慧移動與電動車報酬指數,19349.17,-,880.28,-4.35,
1150707,特選小資高價30報酬指數,24756.85,-,907.33,-3.54,
1150707,特選臺灣綠能及電動車報酬指數,13842.33,-,528.27,-3.68,
1150707,特選臺灣智能車供應鏈聯盟報酬指數,21276.97,-,790.55,-3.58,
1150707,臺灣全市場半導體精選30報酬指數,18904.43,-,594.90,-3.05,
1150707,特選臺灣高股息30報酬指數,10682.05,-,222.14,-2.04,
1150707,臺灣友善環境報酬指數,15690.73,-,366.03,-2.28,
1150707,台灣永續價值報酬指數,15363.23,-,296.25,-1.89,
1150707,特選臺灣IC設計報酬指數,8944.42,-,219.20,-2.39,
1150707,特選臺灣環境永續高股息報酬指數,12060.37,-,454.65,-3.63,
1150707,特選臺灣IC設計產業代表報酬指數,11955.46,-,336.31,-2.74,
1150707,特選臺灣綠能報酬指數,10820.72,-,354.10,-3.17,
1150707,特選臺灣智慧50報酬指數,12562.89,-,261.00,-2.04,
1150707,臺灣晶圓製造報酬指數,19965.42,-,942.28,-4.51,
1150707,臺灣精選高息報酬指數,11871.66,-,9.26,-0.08,
1150707,臺灣多因子優選高股息30報酬指數,14723.08,-,197.45,-1.32,
1150707,特選臺灣優利高填息30報酬指數,15898.24,-,182.69,-1.14,
1150707,特選臺灣科技優息報酬指數,18239.39,-,616.30,-3.27,
1150707,臺灣半導體收益報酬指數,19400.55,-,717.32,-3.57,
1150707,臺灣優選成長高股息報酬指數,13961.73,-,313.52,-2.20,
1150707,特選臺灣ESG低碳高息40報酬指數,13592.17,-,217.58,-1.58,
1150707,臺灣優選多因子30報酬指數,16553.50,+,36.20,0.22,
1150707,臺灣創新科技50報酬指數,23974.61,-,"1,015.48",-4.06,
1150707,臺灣全市場新經濟產業報酬指數,4525.32,-,77.80,-1.69,
1150707,臺灣ESG永續高股息等權重報酬指數,8638.64,-,58.41,-0.67,
1150707,臺灣永續高息中小型報酬指數,8637.48,-,201.76,-2.28,
1150707,特選臺灣高息動能報酬指數,11144.76,-,16.07,-0.14,
1150707,臺灣電子成長高息等權重報酬指數,10153.76,-,215.39,-2.08,
1150707,特選臺灣優利成長報酬指數,8325.49,-,234.27,-2.74,
1150707,臺灣價值高息報酬指數,8318.34,-,123.42,-1.46,
1150707,特選臺灣IC設計動能報酬指數,13536.09,-,517.91,-3.69,
1150707,臺灣趨勢動能高股息報酬指數,9607.55,-,175.61,-1.80,
1150707,特選臺灣科技高息成長報酬指數,9825.34,-,178.05,-1.78,
1150707,特選臺灣AI優息動能報酬指數,8038.95,-,204.87,-2.49,
1150707,臺灣優選AI 50報酬指數,10040.59,-,321.35,-3.10,
1150707,台灣旗艦動能50報酬指數,10592.91,-,309.47,-2.84,
1150707,特選臺灣動能趨勢報酬指數,17355.50,-,660.12,-3.66,
1150707,特選臺灣動能優息報酬指數,7116.56,-,168.65,-2.31,
1150707,漲升股利150報酬指數,33154.43,-,"1,145.75",-3.34,
1150707,藍籌30報酬指數,38248.19,-,"1,352.38",-3.42,
1150707,工業菁英30報酬指數,34519.27,-,"1,203.37",-3.37,
1150707,低波動股利精選30報酬指數,18541.66,-,96.81,-0.52,
1150707,中小型A級動能50報酬指數,43598.57,-,"3,014.70",-6.47,
1150707,特選高息低波報酬指數,19642.19,-,61.94,-0.31,
1150707,臺灣永續報酬指數,35653.40,-,932.68,-2.55,
1150707,存股雙十等權重報酬指數,30612.63,-,"1,167.72",-3.67,
1150707,特選大蘋果報酬指數,39819.26,-,"2,242.54",-5.33,
1150707,中小型300報酬指數,23259.25,-,757.81,-3.16,
1150707,微波高息精選20報酬指數,18568.99,-,623.18,-3.25,
1150707,特選世代行動通訊報酬指數,24526.53,-,684.90,-2.72,
1150707,智慧投資多因子30報酬指數,11121.37,-,73.85,-0.66,
1150707,特選大蘋果報酬正向兩倍指數,240328.83,-,"28,685.16",-10.66,
1150707,特選大蘋果報酬反向一倍指數,1056.98,+,53.50,5.33,
1150707,臺灣上櫃永續報酬指數,17274.85,-,997.76,-5.46,
1150707,特選台股領航報酬指數,32398.64,-,690.04,-2.09,
1150707,特選Smart多因子報酬指數,23857.01,-,724.91,-2.95,
1150707,特選ESG高股息報酬指數,18197.36,-,439.94,-2.36,
1150707,特選上櫃ESG成長報酬指數,11438.16,-,660.21,-5.46,
1150707,臺灣優息存股報酬指數,7185.77,-,24.35,-0.34,
1150707,特選上櫃ESG永續高股息報酬指數,18790.81,-,"1,098.44",-5.52,
1150707,特選臺灣金融高股息存股報酬指數,11719.68,+,159.73,1.38,
1150707,特選臺灣產業龍頭存股等權重報酬指數,10595.14,-,245.59,-2.27,
1150707,上櫃ESG 30報酬指數,17157.69,-,892.59,-4.95,
1150707,臺灣ESG低碳50報酬指數,18934.61,-,449.13,-2.32,
1150707,臺灣創新板報酬指數,23311.28,-,604.12,-2.53,
1150707,特選上櫃ESG龍頭報酬指數,16494.58,-,999.14,-5.71,
1150707,臺灣市值動能50報酬指數,11445.43,-,270.54,-2.31,
1150707,臺灣護城河概念優選50報酬指數,10922.58,-,222.05,-1.99,
1150707,特選臺灣中小型精選動能100報酬指數,7512.95,-,349.98,-4.45,
1150707,特選臺灣大型股25報酬指數,12097.95,-,201.34,-1.64,
1150707,特選臺灣TOP 50報酬指數,9020.85,-,214.03,-2.32,
1150707,特選臺灣市值領航50報酬指數,6278.54,-,157.77,-2.45,
