日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
1150520,特選臺灣電動車代表指數,18857.05,-,119.18,-0.63,
1150520,臺灣科技龍頭通訊指數,22164.22,-,147.84,-0.66,
1150520,臺灣全市場指數,13852.65,-,38.39,-0.28,
1150520,臺灣全市場半導體指數,17403.88,+,23.50,0.14,
1150520,臺灣智慧移動與電動車指數,14056.74,-,157.34,-1.11,
1150520,特選小資高價30指數,19411.62,-,40.85,-0.21,
1150520,特選臺灣綠能及電動車指數,10158.16,-,61.39,-0.60,
1150520,特選臺灣智能車供應鏈聯盟指數,15385.37,-,58.28,-0.38,
1150520,臺灣全市場半導體精選30指數,14025.05,-,32.61,-0.23,
1150520,特選臺灣高股息30指數,6115.45,+,25.09,0.41,
1150520,臺灣友善環境指數,11700.38,-,58.44,-0.50,
1150520,台灣永續價值指數,11394.57,-,59.97,-0.52,
1150520,特選臺灣IC設計指數,6897.54,+,44.83,0.65,
1150520,特選臺灣環境永續高股息指數,7146.55,+,173.82,2.49,
1150520,臺灣友善環境50指數,10763.08,-,50.63,-0.47,
1150520,特選臺灣IC設計產業代表指數,8872.88,+,52.54,0.60,
1150520,特選臺灣綠能指數,8740.44,-,48.71,-0.55,
1150520,特選臺灣智慧50指數,8952.03,-,44.33,-0.49,
1150520,臺灣晶圓製造指數,13590.58,-,155.74,-1.13,
1150520,臺灣精選高息指數,6886.55,+,49.65,0.73,
1150520,臺灣多因子優選高股息30指數,9680.16,+,7.26,0.08,
1150520,特選臺灣優利高填息30指數,9369.02,+,97.74,1.05,
1150520,特選臺灣科技優息指數,12691.72,-,20.79,-0.16,
1150520,臺灣半導體收益指數,13816.66,+,22.77,0.17,
1150520,臺灣優選成長高股息指數,10383.29,+,65.77,0.64,
1150520,特選臺灣ESG低碳高息40指數,9858.93,+,55.26,0.56,
1150520,臺灣優選多因子30指數,12452.76,-,3.47,-0.03,
1150520,臺灣創新科技50指數,18894.81,-,0.19,--,
1150520,臺灣全市場新經濟產業指數,3579.14,-,4.41,-0.12,
1150520,臺灣ESG永續高股息等權重指數,6744.76,+,52.28,0.78,
1150520,臺灣永續高息中小型指數,7043.70,+,112.38,1.62,
1150520,特選臺灣高息動能指數,8341.50,+,12.25,0.15,
1150520,臺灣電子成長高息等權重指數,8022.75,+,84.10,1.06,
1150520,特選臺灣優利成長指數,6756.20,+,107.41,1.62,
1150520,臺灣價值高息指數,6487.40,+,47.26,0.73,
1150520,特選臺灣IC設計動能指數,11600.89,+,3.39,0.03,
1150520,臺灣趨勢動能高股息指數,7205.67,+,19.91,0.28,
1150520,特選臺灣科技高息成長指數,7377.98,-,6.95,-0.09,
1150520,特選臺灣AI優息動能指數,6534.38,-,28.49,-0.43,
1150520,臺灣優選AI 50指數,8341.83,-,45.98,-0.55,
1150520,臺灣AI供應鏈聯盟指數,15101.02,-,93.12,-0.61,
1150520,台灣旗艦動能50指數,8847.41,+,47.81,0.54,
1150520,特選臺灣動能趨勢指數,13768.41,+,1.84,0.01,
1150520,金融類日報酬兩倍指數,65644.33,-,31.03,-0.05,
1150520,金融類日報酬反向一倍指數,2776.70,+,0.66,0.02,
1150520,漲升股利150指數,18218.00,-,21.35,-0.12,
1150520,藍籌30指數,23509.57,-,76.88,-0.33,
1150520,工業菁英30指數,21023.81,-,298.61,-1.40,
1150520,低波動股利精選30指數,10452.26,-,83.08,-0.79,
1150520,中小型A級動能50指數,30947.41,+,374.86,1.23,
1150520,特選高息低波指數,10816.54,-,56.54,-0.52,
1150520,臺灣永續指數,21800.87,-,54.20,-0.25,
1150520,存股雙十等權重指數,17024.88,+,159.36,0.94,
1150520,特選大蘋果指數,24723.27,+,102.05,0.41,
1150520,中小型300指數,16073.71,+,8.32,0.05,
1150520,微波高息精選20指數,11183.44,-,31.40,-0.28,
1150520,特選世代行動通訊指數,18741.08,-,57.11,-0.30,
1150520,智慧投資多因子30指數,7637.02,-,58.80,-0.76,
1150520,臺股期貨指數,21925.38,-,136.03,-0.62,
1150520,臺灣上櫃永續指數,12874.45,-,199.75,-1.53,
1150520,特選台股領航指數,21600.84,+,30.13,0.14,
1150520,特選Smart多因子指數,16711.21,-,51.73,-0.31,
1150520,特選ESG高股息指數,10268.91,+,60.72,0.59,
1150520,特選上櫃ESG成長指數,9248.36,-,208.59,-2.21,
1150520,臺灣優息存股指數,5058.71,+,34.38,0.68,
1150520,特選上櫃ESG永續高股息指數,13337.44,-,509.33,-3.68,
1150520,特選臺灣金融高股息存股指數,8052.99,+,18.55,0.23,
1150520,特選臺灣產業龍頭存股等權重指數,8072.60,-,22.58,-0.28,
1150520,上櫃ESG 30指數,14488.02,-,106.20,-0.73,
1150520,臺灣ESG低碳50指數,14746.14,-,67.96,-0.46,
1150520,臺灣創新板指數,15896.56,+,526.23,3.42,
1150520,特選上櫃ESG龍頭指數,12370.51,-,40.31,-0.32,
1150520,臺灣市值動能50指數,9603.53,-,64.30,-0.67,
1150520,臺灣護城河概念優選50指數,9000.50,-,38.47,-0.43,
1150520,特選臺灣中小型精選動能100指數,6562.89,-,30.49,-0.46,
1150520,特選臺灣大型股25指數,10272.76,-,67.33,-0.65,
1150520,特選臺灣TOP 50指數,7843.41,-,26.77,-0.34,
1150520,寶島股價報酬指數,68778.67,-,269.05,-0.39,
1150520,發行量加權股價報酬指數,91299.74,-,353.00,-0.39,
1150520,臺灣公司治理100報酬指數,37777.80,-,203.92,-0.54,
1150520,臺灣50報酬指數,84675.18,-,517.98,-0.61,
1150520,臺灣50權重上限30%報酬指數,70510.43,-,253.29,-0.36,
1150520,臺灣中型100報酬指數,69453.60,+,168.08,0.24,
1150520,臺灣資訊科技股報酬指數,167375.32,-,989.20,-0.59,
1150520,臺灣發達報酬指數,35531.09,-,158.47,-0.44,
1150520,臺灣高股息報酬指數,39242.44,+,118.71,0.30,
1150520,臺灣就業99報酬指數,40557.69,-,122.55,-0.30,
1150520,臺灣高薪100報酬指數,31235.16,-,30.79,-0.10,
1150520,未含金融電子報酬指數,33192.35,-,59.74,-0.18,
1150520,小型股300報酬指數,19113.16,+,8.45,0.04,
1150520,水泥類報酬指數,268.94,-,1.29,-0.48,
1150520,食品類報酬指數,3301.21,-,41.69,-1.25,
1150520,塑膠類報酬指數,360.94,-,3.48,-0.95,
1150520,紡織纖維類報酬指數,836.59,+,9.65,1.17,
1150520,電機機械類報酬指數,870.30,-,10.37,-1.18,
1150520,電器電纜類報酬指數,168.13,-,0.85,-0.50,
1150520,化學生技醫療類報酬指數,239.56,-,1.09,-0.45,
1150520,化學類報酬指數,353.16,-,2.04,-0.57,
1150520,生技醫療類報酬指數,111.98,-,0.43,-0.38,
1150520,玻璃陶瓷類報酬指數,191.34,-,3.90,-2.00,
1150520,造紙類報酬指數,394.40,-,4.06,-1.02,
1150520,鋼鐵類報酬指數,210.95,-,0.29,-0.14,
1150520,橡膠類報酬指數,336.86,-,0.89,-0.26,
1150520,汽車類報酬指數,484.94,-,1.38,-0.28,
1150520,電子工業類報酬指數,5291.62,-,23.55,-0.44,
1150520,半導體類報酬指數,2609.43,-,12.46,-0.48,
1150520,電腦及週邊設備類報酬指數,885.35,-,4.00,-0.45,
1150520,光電類報酬指數,89.64,-,1.85,-2.02,
1150520,通信網路類報酬指數,573.73,-,8.11,-1.39,
1150520,電子零組件類報酬指數,1631.54,+,5.35,0.33,
1150520,電子通路類報酬指數,1104.59,+,47.07,4.45,
1150520,資訊服務類報酬指數,517.93,+,0.06,0.01,
1150520,其他電子類報酬指數,471.52,-,7.52,-1.57,
1150520,建材營造類報酬指數,1013.08,+,2.80,0.28,
1150520,航運類報酬指數,385.17,+,8.54,2.27,
1150520,觀光餐旅類報酬指數,154.48,-,0.35,-0.23,
1150520,金融保險類報酬指數,4878.47,-,1.16,-0.02,
1150520,貿易百貨類報酬指數,389.76,-,7.17,-1.81,
1150520,油電燃氣類報酬指數,125.36,+,0.28,0.22,
1150520,綠能環保類報酬指數,128.48,+,1.57,1.24,
1150520,數位雲端類報酬指數,38.23,-,0.31,-0.80,
1150520,運動休閒類報酬指數,63.38,-,0.46,-0.72,
1150520,居家生活類報酬指數,103.25,-,1.75,-1.67,
1150520,其他類報酬指數,498.08,+,0.01,--,
1150520,臺灣生技報酬指數,4039.52,-,17.30,-0.43,
1150520,臺灣中小型公司治理報酬指數,27996.04,-,158.30,-0.56,
1150520,臺灣IPO報酬指數,11311.37,+,179.88,1.62,
1150520,智慧中立報酬指數,4174.47,-,28.00,-0.67,
1150520,加權指數掩護性臺指買權價外5%報酬指數,15359.98,+,125.63,0.82,
1150520,臺灣企業社會責任中小型報酬指數,19795.90,-,69.15,-0.35,
1150520,特選臺灣電動車代表報酬指數,23287.22,-,147.18,-0.63,
1150520,臺灣科技龍頭通訊報酬指數,26774.41,-,178.60,-0.66,
1150520,臺灣全市場報酬指數,16394.71,-,45.43,-0.28,
1150520,臺灣全市場半導體報酬指數,20917.01,+,28.24,0.14,
1150520,臺灣智慧移動與電動車報酬指數,16958.75,-,189.82,-1.11,
1150520,特選小資高價30報酬指數,22521.36,-,47.40,-0.21,
1150520,特選臺灣綠能及電動車報酬指數,12191.55,-,73.68,-0.60,
1150520,特選臺灣智能車供應鏈聯盟報酬指數,18312.33,-,69.36,-0.38,
1150520,臺灣全市場半導體精選30報酬指數,16521.11,-,38.42,-0.23,
1150520,特選臺灣高股息30報酬指數,9234.60,+,37.90,0.41,
1150520,臺灣友善環境報酬指數,13866.05,-,69.26,-0.50,
1150520,台灣永續價值報酬指數,13059.78,-,68.74,-0.52,
1150520,特選臺灣IC設計報酬指數,8405.32,+,54.63,0.65,
1150520,特選臺灣環境永續高股息報酬指數,10627.99,+,258.49,2.49,
1150520,臺灣友善環境50報酬指數,12719.23,-,59.83,-0.47,
1150520,特選臺灣IC設計產業代表報酬指數,10839.06,+,64.19,0.60,
1150520,特選臺灣綠能報酬指數,10021.51,-,55.85,-0.55,
1150520,特選臺灣智慧50報酬指數,10772.91,-,53.36,-0.49,
1150520,臺灣晶圓製造報酬指數,15991.39,-,183.25,-1.13,
1150520,臺灣精選高息報酬指數,10036.39,+,72.36,0.73,
1150520,臺灣多因子優選高股息30報酬指數,12168.48,+,9.12,0.08,
1150520,特選臺灣優利高填息30報酬指數,12337.14,+,128.70,1.05,
1150520,特選臺灣科技優息報酬指數,14907.43,-,24.42,-0.16,
1150520,臺灣半導體收益報酬指數,15946.65,+,26.28,0.17,
1150520,臺灣優選成長高股息報酬指數,12114.99,+,76.74,0.64,
1150520,特選臺灣ESG低碳高息40報酬指數,11492.62,+,64.42,0.56,
1150520,臺灣優選多因子30報酬指數,13816.28,-,3.85,-0.03,
1150520,臺灣創新科技50報酬指數,20834.48,-,0.21,--,
1150520,臺灣全市場新經濟產業報酬指數,4002.37,-,4.93,-0.12,
1150520,臺灣ESG永續高股息等權重報酬指數,7791.78,+,60.40,0.78,
1150520,臺灣永續高息中小型報酬指數,7926.37,+,126.46,1.62,
1150520,特選臺灣高息動能報酬指數,9290.41,+,13.64,0.15,
1150520,臺灣電子成長高息等權重報酬指數,8873.90,+,93.04,1.06,
1150520,特選臺灣優利成長報酬指數,7528.95,+,119.70,1.62,
1150520,臺灣價值高息報酬指數,7239.01,+,52.73,0.73,
1150520,特選臺灣IC設計動能報酬指數,12201.59,+,3.57,0.03,
1150520,臺灣趨勢動能高股息報酬指數,8026.38,+,22.18,0.28,
1150520,特選臺灣科技高息成長報酬指數,8186.69,-,7.71,-0.09,
1150520,特選臺灣AI優息動能報酬指數,7033.18,-,30.66,-0.43,
1150520,臺灣優選AI 50報酬指數,8980.37,-,49.49,-0.55,
1150520,臺灣AI供應鏈聯盟報酬指數,15582.11,-,96.08,-0.61,
1150520,台灣旗艦動能50報酬指數,9314.47,+,50.33,0.54,
1150520,特選臺灣動能趨勢報酬指數,14755.34,+,1.97,0.01,
1150520,漲升股利150報酬指數,28018.46,-,32.84,-0.12,
1150520,藍籌30報酬指數,33266.34,-,108.78,-0.33,
1150520,工業菁英30報酬指數,30118.50,-,427.79,-1.40,
1150520,低波動股利精選30報酬指數,15142.19,-,120.35,-0.79,
1150520,中小型A級動能50報酬指數,40615.85,+,491.97,1.23,
1150520,特選高息低波報酬指數,17385.40,-,90.87,-0.52,
1150520,臺灣永續報酬指數,30791.56,-,76.55,-0.25,
1150520,存股雙十等權重報酬指數,25068.30,+,234.65,0.94,
1150520,特選大蘋果報酬指數,33080.55,+,136.54,0.41,
1150520,中小型300報酬指數,20696.15,+,10.71,0.05,
1150520,微波高息精選20報酬指數,14895.26,-,41.82,-0.28,
1150520,特選世代行動通訊報酬指數,23652.84,-,72.08,-0.30,
1150520,智慧投資多因子30報酬指數,10452.97,-,80.49,-0.76,
1150520,特選大蘋果報酬正向兩倍指數,171872.01,+,"1,412.97",0.83,
1150520,特選大蘋果報酬反向一倍指數,1319.37,-,5.49,-0.41,
1150520,臺灣上櫃永續報酬指數,16056.01,-,249.11,-1.53,
1150520,特選台股領航報酬指數,28051.46,+,39.12,0.14,
1150520,特選Smart多因子報酬指數,20471.07,-,63.36,-0.31,
1150520,特選ESG高股息報酬指數,14353.89,+,84.87,0.59,
1150520,特選上櫃ESG成長報酬指數,10747.23,-,242.40,-2.21,
1150520,臺灣優息存股報酬指數,6322.50,+,42.96,0.68,
1150520,特選上櫃ESG永續高股息報酬指數,15798.37,-,603.30,-3.68,
1150520,特選臺灣金融高股息存股報酬指數,9284.16,+,21.38,0.23,
1150520,特選臺灣產業龍頭存股等權重報酬指數,9256.72,-,25.89,-0.28,
1150520,上櫃ESG 30報酬指數,16079.33,-,117.88,-0.73,
1150520,臺灣ESG低碳50報酬指數,16454.45,-,75.83,-0.46,
1150520,臺灣創新板報酬指數,16351.05,+,541.27,3.42,
1150520,特選上櫃ESG龍頭報酬指數,13388.56,-,43.63,-0.32,
1150520,臺灣市值動能50報酬指數,10028.90,-,67.14,-0.67,
1150520,臺灣護城河概念優選50報酬指數,9346.51,-,39.95,-0.43,
1150520,特選臺灣中小型精選動能100報酬指數,6798.48,-,31.59,-0.46,
1150520,特選臺灣大型股25報酬指數,10575.95,-,69.31,-0.65,
1150520,特選臺灣TOP 50報酬指數,7872.23,-,26.86,-0.34,
